"Annex N - Table 1B: Apprenticeship Starts by Age, Ethnicity and Region (2008/09 to 2012/13)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Education and Training,90,8.8%,20,1.5%,10,1.4%,-,-,900,87.8%,-,-,"1,020",,,,,,,,,,,,,,,,,,,,,,
,Engineering and Manufacturing Technologies,170,2.2%,60,0.7%,80,1.1%,30,*,"7,140",94.4%,90,1.2%,"7,560",,,,,,,,,,,,,,,,,,,,,,
,"Health, Public Services and Care",720,4.5%,550,3.4%,250,1.6%,60,*,"14,400",89.7%,80,*,"16,050",,,,,,,,,,,,,,,,,,,,,,
,Information and Communication Technology,40,2.4%,20,1.0%,20,1.1%,-,-,"1,660",95.0%,-,-,"1,750",,,,,,,,,,,,,,,,,,,,,,
,"Leisure, Travel and Tourism",20,1.7%,20,1.7%,50,3.4%,10,*,"1,200",91.1%,20,1.8%,"1,320",,,,,,,,,,,,,,,,,,,,,,
,Retail and Commercial Enterprise,390,3.1%,300,2.4%,160,1.2%,60,*,"11,560",92.4%,50,*,"12,510",,,,,,,,,,,,,,,,,,,,,,
,Science and Mathematics,-,-,-,-,-,-,-,-,40,97.7%,-,-,40,,,,,,,,,,,,,,,,,,,,,,
Yorkshire and the Humber Total,,"2,110",3.5%,"1,090",1.8%,810,1.4%,210,*,"55,310",92.3%,370,0.6%,"59,900",,,,,,,,,,,,,,,,,,,,,,
East Midlands,"Agriculture, Horticulture and Animal Care",-,-,-,-,-,-,-,-,830,99.3%,-,-,840,,,,,,,,,,,,,,,,,,,,,,
,"Arts, Media and Publishing",-,-,-,-,-,-,-,-,40,88.9%,-,-,50,,,,,,,,,,,,,,,,,,,,,,
,"Business, Administration and Law",660,4.1%,200,1.2%,270,1.7%,50,*,"14,820",92.2%,80,0.5%,"16,080",,,,,,,,,,,,,,,,,,,,,,
,"Construction, Planning and the Built Environment",10,*,-,-,20,2.0%,-,-,"1,180",96.6%,10,*,"1,220",,,,,,,,,,,,,,,,,,,,,,
,Education and Training,40,5.2%,10,1.6%,20,1.9%,-,-,730,90.4%,10,0.7%,810,,,,,,,,,,,,,,,,,,,,,,
,Engineering and Manufacturing Technologies,120,1.8%,50,0.7%,100,1.5%,50,0.8%,"6,240",94.8%,30,*,"6,580",,,,,,,,,,,,,,,,,,,,,,
,"Health, Public Services and Care",430,4.1%,370,3.5%,180,1.7%,40,*,"9,420",89.6%,80,0.7%,"10,500",,,,,,,,,,,,,,,,,,,,,,
,Information and Communication Technology,50,5.8%,10,1.2%,10,1.3%,-,-,770,90.8%,10,0.6%,850,,,,,,,,,,,,,,,,,,,,,,
,"Leisure, Travel and Tourism",20,1.3%,30,2.7%,40,3.3%,-,-,"1,100",92.1%,10,0.5%,"1,200",,,,,,,,,,,,,,,,,,,,,,
,Retail and Commercial Enterprise,250,2.3%,90,0.8%,140,1.3%,50,*,"10,270",94.5%,70,0.7%,"10,870",,,,,,,,,,,,,,,,,,,,,,
,Science and Mathematics,-,-,-,-,-,-,-,-,20,95.5%,-,-,20,,,,,,,,,,,,,,,,,,,,,,
East Midlands Total,,"1,570",3.2%,750,1.5%,790,1.6%,200,*,"45,420",92.7%,280,0.6%,"49,010",,,,,,,,,,,,,,,,,,,,,,
West Midlands,"Agriculture, Horticulture and Animal Care",-,-,-,-,10,0.8%,-,-,630,97.1%,10,1.5%,650,,,,,,,,,,,,,,,,,,,,,,
,"Arts, Media and Publishing",-,-,-,-,-,-,-,-,90,89.1%,-,-,100,,,,,,,,,,,,,,,,,,,,,,
,"Business, Administration and Law","1,410",7.0%,560,2.7%,510,2.5%,100,*,"17,500",86.4%,180,0.9%,"20,260",,,,,,,,,,,,,,,,,,,,,,
,"Construction, Planning and the Built Environment",20,1.8%,10,1.0%,30,2.2%,-,-,"1,210",93.3%,20,1.5%,"1,300",,,,,,,,,,,,,,,,,,,,,,
,Education and Training,70,8.6%,20,2.4%,20,2.3%,10,0.8%,710,85.6%,-,-,830,,,,,,,,,,,,,,,,,,,,,,
,Engineering and Manufacturing Technologies,350,3.5%,130,1.4%,230,2.4%,40,*,"8,930",91.8%,50,*,"9,730",,,,,,,,,,,,,,,,,,,,,,
,"Health, Public Services and Care","1,050",7.3%,"1,000",6.9%,400,2.8%,100,0.7%,"11,710",81.4%,130,0.9%,"14,390",,,,,,,,,,,,,,,,,,,,,,
,Information and Communication Technology,140,7.9%,40,2.2%,40,2.4%,10,*,"1,510",86.3%,20,0.9%,"1,750",,,,,,,,,,,,,,,,,,,,,,
,"Leisure, Travel and Tourism",40,3.1%,60,4.5%,60,4.5%,10,0.8%,"1,200",85.7%,20,1.4%,"1,400",,,,,,,,,,,,,,,,,,,,,,
,Retail and Commercial Enterprise,450,3.7%,280,2.3%,310,2.6%,70,0.6%,"10,840",90.2%,70,0.6%,"12,010",,,,,,,,,,,,,,,,,,,,,,
,Science and Mathematics,-,-,-,-,-,-,-,-,30,100.0%,-,-,30,,,,,,,,,,,,,,,,,,,,,,
West Midlands Total,,"3,550",5.7%,"2,110",3.4%,"1,610",2.6%,330,0.5%,"54,350",87.1%,490,0.8%,"62,430",,,,,,,,,,,,,,,,,,,,,,
East of England,"Agriculture, Horticulture and Animal Care",-,-,-,-,10,1.5%,-,-,850,96.4%,10,1.5%,880,,,,,,,,,,,,,,,,,,,,,,
,"Arts, Media and Publishing",-,-,-,-,-,-,-,-,90,92.6%,-,-,100,,,,,,,,,,,,,,,,,,,,,,
,"Business, Administration and Law",330,2.3%,210,1.5%,260,1.9%,60,*,"13,040",92.6%,180,1.3%,"14,080",,,,,,,,,,,,,,,,,,,,,,
,"Construction, Planning and the Built Environment",10,0.5%,10,0.5%,20,1.5%,-,-,960,97.2%,-,-,990,,,,,,,,,,,,,,,,,,,,,,
,Education and Training,20,4.1%,10,1.5%,10,2.4%,-,-,530,90.0%,10,1.9%,590,,,,,,,,,,,,,,,,,,,,,,
,Engineering and Manufacturing Technologies,80,1.4%,50,0.9%,90,1.5%,150,2.5%,"5,460",93.0%,40,0.7%,"5,880",,,,,,,,,,,,,,,,,,,,,,
,"Health, Public Services and Care",420,3.8%,530,4.8%,220,1.9%,80,0.7%,"9,730",87.6%,130,1.1%,"11,110",,,,,,,,,,,,,,,,,,,,,,
,Information and Communication Technology,30,2.6%,10,1.2%,40,3.2%,10,0.7%,990,90.8%,20,1.5%,"1,090",,,,,,,,,,,,,,,,,,,,,,
,"Leisure, Travel and Tourism",10,0.9%,30,2.6%,40,3.1%,-,-,"1,190",91.4%,20,1.7%,"1,300",,,,,,,,,,,,,,,,,,,,,,
,Retail and Commercial Enterprise,310,3.1%,80,0.8%,180,1.8%,50,0.5%,"9,420",92.7%,110,1.1%,"10,170",,,,,,,,,,,,,,,,,,,,,,
,Science and Mathematics,-,-,-,-,-,3.5%,-,-,50,94.7%,-,-,60,,,,,,,,,,,,,,,,,,,,,,
East of England Total,,"1,220",2.6%,940,2.0%,870,1.9%,360,0.8%,"42,310",91.5%,520,1.1%,"46,220",,,,,,,,,,,,,,,,,,,,,,
London,"Agriculture, Horticulture and Animal Care",-,-,20,3.4%,10,2.5%,10,0.9%,520,92.5%,-,-,560,,,,,,,,,,,,,,,,,,,,,,
,"Arts, Media and Publishing",30,11.1%,60,22.9%,40,15.4%,10,3.9%,130,46.1%,-,-,280,,,,,,,,,,,,,,,,,,,,,,
,"Business, Administration and Law","2,450",15.1%,"2,580",15.9%,"1,100",6.8%,440,2.7%,"9,320",57.4%,350,2.2%,"16,240",,,,,,,,,,,,,,,,,,,,,,
,"Construction, Planning and the Built Environment",40,4.2%,120,12.6%,60,6.2%,20,2.0%,730,74.2%,10,0.8%,980,,,,,,,,,,,,,,,,,,,,,,
,Education and Training,170,13.5%,160,13.2%,60,4.6%,30,2.4%,740,59.7%,80,6.6%,"1,240",,,,,,,,,,,,,,,,,,,,,,
,Engineering and Manufacturing Technologies,580,13.9%,460,11.1%,220,5.3%,90,2.2%,"2,790",66.5%,40,1.0%,"4,190",,,,,,,,,,,,,,,,,,,,,,
,"Health, Public Services and Care","1,450",13.1%,"3,250",29.3%,630,5.7%,280,2.5%,"5,280",47.5%,220,1.9%,"11,120",,,,,,,,,,,,,,,,,,,,,,
,Information and Communication Technology,200,16.5%,170,14.2%,80,6.2%,30,2.4%,690,57.5%,40,3.2%,"1,210",,,,,,,,,,,,,,,,,,,,,,
,"Leisure, Travel and Tourism",90,4.5%,780,38.6%,220,11.1%,40,1.8%,850,42.3%,40,1.7%,"2,010",,,,,,,,,,,,,,,,,,,,,,
,Retail and Commercial Enterprise,780,10.7%,840,11.6%,420,5.8%,190,2.7%,"4,840",66.7%,180,2.5%,"7,240",,,,,,,,,,,,,,,,,,,,,,
,Science and Mathematics,-,-,-,-,-,-,-,-,-,66.7%,-,-,-,,,,,,,,,,,,,,,,,,,,,,
London Total,,"5,790",12.9%,"8,450",18.8%,"2,850",6.3%,"1,140",2.5%,"25,880",57.4%,960,2.1%,"45,070",,,,,,,,,,,,,,,,,,,,,,
South East,"Agriculture, Horticulture and Animal Care",-,-,10,*,10,0.8%,-,-,"1,030",98.5%,-,-,"1,050",,,,,,,,,,,,,,,,,,,,,,
,"Arts, Media and Publishing",-,-,-,-,-,-,-,-,110,92.6%,-,-,120,,,,,,,,,,,,,,,,,,,,,,
,"Business, Administration and Law",540,2.9%,250,1.3%,340,1.8%,120,0.7%,"17,170",92.6%,120,0.6%,"18,540",,,,,,,,,,,,,,,,,,,,,,
,"Construction, Planning and the Built Environment",10,*,10,0.8%,30,1.4%,-,-,"1,740",96.7%,10,0.6%,"1,800",,,,,,,,,,,,,,,,,,,,,,
,Education and Training,20,1.6%,10,0.7%,10,1.5%,-,-,870,94.3%,10,1.4%,920,,,,,,,,,,,,,,,,,,,,,,
,Engineering and Manufacturing Technologies,220,2.1%,140,1.4%,140,1.3%,40,*,"9,810",94.5%,30,*,"10,380",,,,,,,,,,,,,,,,,,,,,,
,"Health, Public Services and Care",680,3.8%,690,3.9%,320,1.8%,240,1.4%,"15,600",88.0%,190,1.1%,"17,720",,,,,,,,,,,,,,,,,,,,,,
,Information and Communication Technology,210,8.3%,60,2.4%,50,1.7%,10,0.5%,"2,220",86.0%,30,1.0%,"2,580",,,,,,,,,,,,,,,,,,,,,,
,"Leisure, Travel and Tourism",30,1.3%,50,2.3%,70,3.5%,-,-,"1,890",91.6%,20,1.1%,"2,060",,,,,,,,,,,,,,,,,,,,,,
,Retail and Commercial Enterprise,420,3.0%,120,0.9%,200,1.4%,70,0.5%,"12,810",93.1%,140,1.0%,"13,770",,,,,,,,,,,,,,,,,,,,,,
,Science and Mathematics,-,-,-,-,-,-,-,-,40,97.6%,-,-,40,,,,,,,,,,,,,,,,,,,,,,
South West Total,,"2,120",3.1%,"1,330",1.9%,"1,160",1.7%,500,0.7%,"63,280",91.8%,560,0.8%,"68,960",,,,,,,,,,,,,,,,,,,,,,
South West,"Agriculture, Horticulture and Animal Care",-,-,-,-,-,-,-,-,"1,140",99.0%,-,-,"1,150",,,,,,,,,,,,,,,,,,,,,,
,"Arts, Media and Publishing",-,-,-,-,-,-,-,-,90,92.2%,-,-,100,,,,,,,,,,,,,,,,,,,,,,
,"Business, Administration and Law",130,1.0%,90,0.7%,180,1.3%,50,*,"12,910",95.8%,120,0.9%,"13,480",,,,,,,,,,,,,,,,,,,,,,
,"Construction, Planning and the Built Environment",10,*,-,-,10,0.7%,10,*,"1,940",98.1%,10,0.6%,"1,980",,,,,,,,,,,,,,,,,,,,,,
,Education and Training,-,-,-,-,10,1.7%,-,-,460,95.4%,10,1.5%,480,,,,,,,,,,,,,,,,,,,,,,
,Engineering and Manufacturing Technologies,40,0.5%,70,1.0%,60,0.8%,40,*,"7,020",96.2%,80,1.1%,"7,300",,,,,,,,,,,,,,,,,,,,,,
,"Health, Public Services and Care",190,1.4%,210,1.6%,170,1.3%,60,*,"12,190",93.9%,160,1.3%,"12,980",,,,,,,,,,,,,,,,,,,,,,
,Information and Communication Technology,50,2.6%,70,3.7%,30,1.5%,20,1.1%,"1,720",90.3%,20,0.8%,"1,900",,,,,,,,,,,,,,,,,,,,,,
,"Leisure, Travel and Tourism",10,*,10,0.9%,50,3.7%,10,*,"1,210",93.3%,20,1.2%,"1,290",,,,,,,,,,,,,,,,,,,,,,
,Retail and Commercial Enterprise,110,0.9%,140,1.2%,130,1.1%,60,0.5%,"11,330",95.5%,90,0.8%,"11,860",,,,,,,,,,,,,,,,,,,,,,
,Science and Mathematics,-,-,-,-,-,-,-,-,20,100.0%,-,-,20,,,,,,,,,,,,,,,,,,,,,,
South West Total,,520,1.0%,610,1.2%,640,1.2%,240,*,"50,020",95.2%,510,1.0%,"52,540",,,,,,,,,,,,,,,,,,,,,,
Other,"Agriculture, Horticulture and Animal Care",-,-,-,-,-,0.7%,-,-,130,98.5%,-,-,140,,,,,,,,,,,,,,,,,,,,,,
,"Arts, Media and Publishing",-,-,-,-,-,-,-,-,10,90.9%,-,-,10,,,,,,,,,,,,,,,,,,,,,,
,"Business, Administration and Law",40,2.3%,30,2.0%,30,1.5%,10,0.5%,"1,590",92.7%,20,0.9%,"1,710",,,,,,,,,,,,,,,,,,,,,,
,"Construction, Planning and the Built Environment",10,0.8%,-,-,10,1.6%,-,-,600,96.6%,-,-,620,,,,,,,,,,,,,,,,,,,,,,
,Education and Training,10,9.1%,-,-,-,-,-,-,50,81.8%,-,-,60,,,,,,,,,,,,,,,,,,,,,,
,Engineering and Manufacturing Technologies,10,1.1%,10,0.6%,10,0.8%,10,1.5%,840,95.0%,10,1.0%,890,,,,,,,,,,,,,,,,,,,,,,
,"Health, Public Services and Care",40,3.2%,70,5.7%,20,1.8%,10,0.8%,"1,110",87.1%,20,1.4%,"1,270",,,,,,,,,,,,,,,,,,,,,,
,Information and Communication Technology,10,4.3%,-,-,-,-,-,-,90,79.1%,10,12.2%,120,,,,,,,,,,,,,,,,,,,,,,
,"Leisure, Travel and Tourism",-,-,10,3.3%,-,-,-,-,220,90.2%,10,3.7%,250,,,,,,,,,,,,,,,,,,,,,,
,Retail and Commercial Enterprise,20,1.8%,10,1.2%,10,0.6%,10,0.6%,930,94.7%,10,1.0%,980,,,,,,,,,,,,,,,,,,,,,,
,Science and Mathematics,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
Other Total,,130,2.1%,140,2.3%,80,1.3%,40,0.7%,"5,570",92.3%,80,1.3%,"6,040",,,,,,,,,,,,,,,,,,,,,,
