Quarter,Geographical region,Country of nationality,Total enforced removals,Total Refused entry at port and subsequently departed,Total voluntary departures,Total non-asylum enforced removals,Non-asylum cases: Refused entry at port and subsequently departed,Total non-asylum voluntary departures,Non-asylum cases: Assisted Voluntary Returns,Non-asylum cases: Notified voluntary departures,Non-asylum cases:    Other confirmed voluntary departures,Total asylum enforced removals,Total asylum voluntary departures,Asylum cases: Assisted Voluntary Returns,Asylum cases: Notified voluntary departures,Asylum cases:    Other confirmed voluntary departures
2012 Q2,Asia,Thailand,7,16,42,7,16,41,0,17,24,0,1,1,0,0
2012 Q2,Africa,Togo,1,5,1,0,5,1,0,1,0,1,0,0,0,0
2012 Q2,Oceania,Tokelau,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Oceania,Tonga,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Americas,Trinidad and Tobago,12,18,8,9,18,6,1,1,4,3,2,0,1,1
2012 Q2,Africa,Tunisia,2,16,4,1,16,4,0,3,1,1,0,0,0,0
2012 Q2,Europe,Turkey,43,41,51,22,41,45,1,15,29,21,6,1,1,4
2012 Q2,Europe,Turkmenistan,2,0,7,2,0,7,0,2,5,0,0,0,0,0
2012 Q2,Americas,Turks and Caicos Islands (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Oceania,Tuvalu,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Africa,Uganda,17,0,27,7,0,16,2,6,8,10,11,8,3,0
2012 Q2,Europe,Ukraine,24,67,152,19,67,148,0,7,141,5,4,2,2,0
2012 Q2,Middle East,United Arab Emirates,1,1,4,1,1,4,0,1,3,0,0,0,0,0
2012 Q2,Americas,United States,16,458,45,13,458,45,0,19,26,3,0,0,0,0
2012 Q2,Americas,Uruguay,0,3,0,0,3,0,0,0,0,0,0,0,0,0
2012 Q2,Europe,Uzbekistan,5,2,20,5,2,20,0,3,17,0,0,0,0,0
2012 Q2,Oceania,Vanuatu,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Europe,Vatican City,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Americas,Venezuela,3,33,8,3,33,3,1,1,1,0,5,5,0,0
2012 Q2,Asia,Vietnam,163,9,37,119,9,33,3,3,27,44,4,3,1,0
2012 Q2,Americas,Virgin Islands (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Americas,Virgin Islands (US),0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Oceania,Wallis and Futuna,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Africa,Western Sahara,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Middle East,Yemen,2,1,8,0,1,5,0,2,3,2,3,0,3,0
2012 Q2,Africa,Zambia,6,5,15,5,5,15,5,5,5,1,0,0,0,0
