Metropolitan Statistical Area,Counties/principal cities,Population,Violent crime,Murder and nonnegligent manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft
"Pensacola-Ferry Pass-Brent, FL M.S.A.",,440445.0,,,,,,,,,
,Includes Escambia and Santa Rosa Counties,,,,,,,,,,
,City of Pensacola,52837.0,487.0,3.0,30.0,148.0,306.0,2880.0,608.0,2149.0,123.0
,Total area actually reporting,1.0,2900.0,24.0,204.0,699.0,1973.0,14907.0,3601.0,10225.0,1081.0
,"Rate per 100,000 inhabitants",,658.4,5.4,46.3,158.7,448.0,3384.5,817.6,2321.5,245.4
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD M.S.A.",,5821531.0,,,,,,,,,
,"Includes the Metropolitan Divisions of Camden, NJ; Philadelphia, PA; and Wilmington, DE-MD-NJ",,,,,,,,,,
,"City of Philadelphia, PA",1435533.0,21180.0,392.0,956.0,10258.0,9574.0,61795.0,11524.0,39167.0,11104.0
,"City of Camden, NJ",78967.0,1755.0,42.0,67.0,781.0,865.0,4600.0,1128.0,2311.0,1161.0
,"City of Wilmington, DE",72842.0,1230.0,11.0,30.0,593.0,596.0,3388.0,954.0,1913.0,521.0
,Total area actually reporting,0.996,36450.0,552.0,1737.0,15351.0,18810.0,167511.0,30624.0,117087.0,19800.0
,Estimated total,1.0,36543.0,552.0,1742.0,15377.0,18872.0,168198.0,30743.0,117617.0,19838.0
,"Rate per 100,000 inhabitants",,627.7,9.5,29.9,264.1,324.2,2889.2,528.1,2020.4,340.8
"Camden, NJ M.D.",,1244124.0,,,,,,,,,
,"Includes Burlington, Camden, and Gloucester Counties",,,,,,,,,,
,Total area actually reporting,1.0,4349.0,61.0,230.0,1717.0,2341.0,31689.0,6375.0,22186.0,3128.0
,"Rate per 100,000 inhabitants",,349.6,4.9,18.5,138.0,188.2,2547.1,512.4,1783.3,251.4
"Philadelphia, PA M.D.",,3880695.0,,,,,,,,,
,"Includes Bucks, Chester, Delaware, Montgomery, and Philadelphia Counties",,,,,,,,,,
,Total area actually reporting,0.998,27502.0,456.0,1314.0,12151.0,13581.0,112500.0,19127.0,78799.0,14574.0
,Estimated total,1.0,27523.0,456.0,1315.0,12157.0,13595.0,112690.0,19156.0,78949.0,14585.0
,"Rate per 100,000 inhabitants",,709.2,11.8,33.9,313.3,350.3,2903.9,493.6,2034.4,375.8
"Wilmington, DE-MD-NJ M.D.",,696712.0,,,,,,,,,
,"Includes New Castle County, DE; Cecil County, MD; and Salem County, NJ",,,,,,,,,,
,Total area actually reporting,0.984,4599.0,35.0,193.0,1483.0,2888.0,23322.0,5122.0,16102.0,2098.0
,Estimated total,1.0,4671.0,35.0,197.0,1503.0,2936.0,23819.0,5212.0,16482.0,2125.0
,"Rate per 100,000 inhabitants",,670.4,5.0,28.3,215.7,421.4,3418.8,748.1,2365.7,305.0
"Phoenix-Mesa-Scottsdale, AZ M.S.A.",,4170448.0,,,,,,,,,
,Includes Maricopa and Pinal Counties,,,,,,,,,,
,City of Phoenix,1541698.0,11159.0,213.0,509.0,4942.0,5495.0,89825.0,19212.0,49754.0,20859.0
,City of Mesa,454576.0,2224.0,22.0,175.0,620.0,1407.0,19945.0,2922.0,14063.0,2960.0
,City of Scottsdale,235243.0,438.0,5.0,41.0,143.0,249.0,8138.0,1523.0,5863.0,752.0
,City of Tempe,171320.0,916.0,10.0,63.0,330.0,513.0,11424.0,1866.0,7959.0,1599.0
,Total area actually reporting,0.979,20169.0,340.0,1157.0,7388.0,11284.0,190616.0,39771.0,115556.0,35289.0
,Estimated total,1.0,20468.0,343.0,1178.0,7469.0,11478.0,194052.0,40550.0,117752.0,35750.0
,"Rate per 100,000 inhabitants",,490.8,8.2,28.2,179.1,275.2,4653.0,972.3,2823.5,857.2
"Pine Bluff, AR M.S.A.",,103240.0,,,,,,,,,
,"Includes Cleveland, Jefferson, and Lincoln Counties",,,,,,,,,,
,City of Pine Bluff,51304.0,889.0,15.0,42.0,265.0,567.0,4422.0,1598.0,2389.0,435.0
,Total area actually reporting,1.0,1008.0,18.0,55.0,281.0,654.0,5449.0,2006.0,2914.0,529.0
,"Rate per 100,000 inhabitants",,976.4,17.4,53.3,272.2,633.5,5278.0,1943.0,2822.5,512.4
"Pittsburgh, PA M.S.A.",,2356481.0,,,,,,,,,
,"Includes Allegheny, Armstrong, Beaver, Butler, Fayette, Washington, and Westmoreland Counties",,,,,,,,,,
,City of Pittsburgh,312179.0,3455.0,52.0,129.0,1596.0,1678.0,13933.0,3418.0,8977.0,1538.0
,Total area actually reporting,0.947,8247.0,98.0,464.0,2696.0,4989.0,48992.0,10364.0,34767.0,3861.0
,Estimated total,1.0,8530.0,101.0,481.0,2773.0,5175.0,51511.0,10745.0,36757.0,4009.0
,"Rate per 100,000 inhabitants",,362.0,4.3,20.4,117.7,219.6,2185.9,456.0,1559.8,170.1
"Pittsfield, MA M.S.A.",,130630.0,,,,,,,,,
,Includes Berkshire County,,,,,,,,,,
,City of Pittsfield,43194.0,295.0,0.0,43.0,37.0,215.0,1135.0,448.0,608.0,79.0
,Total area actually reporting,0.94,502.0,1.0,57.0,50.0,394.0,2670.0,903.0,1610.0,157.0
,Estimated total,1.0,524.0,1.0,59.0,54.0,410.0,2829.0,943.0,1716.0,170.0
,"Rate per 100,000 inhabitants",,401.1,0.8,45.2,41.3,313.9,2165.7,721.9,1313.6,130.1
"Pocatello, ID M.S.A.",,87209.0,,,,,,,,,
,Includes Bannock and Power Counties,,,,,,,,,,
,City of Pocatello,54274.0,132.0,0.0,20.0,9.0,103.0,1706.0,259.0,1360.0,87.0
,Total area actually reporting,1.0,187.0,0.0,23.0,12.0,152.0,2555.0,339.0,2102.0,114.0
,"Rate per 100,000 inhabitants",,214.4,0.0,26.4,13.8,174.3,2929.7,388.7,2410.3,130.7
"Portland-South Portland-Biddeford, ME M.S.A.",,513311.0,,,,,,,,,
,"Includes Cumberland, Sagadahoc, and York Counties",,,,,,,,,,
,City of Portland,62894.0,231.0,1.0,25.0,103.0,102.0,3079.0,562.0,2356.0,161.0
,City of South Portland,23836.0,36.0,0.0,5.0,10.0,21.0,1010.0,114.0,869.0,27.0
,City of Biddeford,22079.0,77.0,0.0,28.0,21.0,28.0,1050.0,160.0,845.0,45.0
,Total area actually reporting,1.0,698.0,6.0,155.0,200.0,337.0,12705.0,2621.0,9484.0,600.0
,"Rate per 100,000 inhabitants",,136.0,1.2,30.2,39.0,65.7,2475.1,510.6,1847.6,116.9
"Portland-Vancouver-Beaverton, OR-WA M.S.A.",,2171073.0,,,,,,,,,
,"Includes Clackamas, Columbia, Multnomah, Washington, and Yamhill Counties, OR and Clark and Skamania Counties, WA",,,,,,,,,,
,"City of Portland, OR",538133.0,3701.0,22.0,280.0,1289.0,2110.0,31586.0,4840.0,21978.0,4768.0
,"City of Vancouver, WA",161092.0,646.0,7.0,118.0,166.0,355.0,6557.0,1005.0,4581.0,971.0
,"City of Beaverton, OR",91184.0,220.0,0.0,20.0,59.0,141.0,2330.0,337.0,1768.0,225.0
,"City of Hillsboro, OR",90439.0,195.0,0.0,39.0,71.0,85.0,2844.0,456.0,2081.0,307.0
,Total area actually reporting,0.987,6752.0,47.0,845.0,2174.0,3686.0,75986.0,11751.0,54234.0,10001.0
,Estimated total,1.0,6799.0,47.0,852.0,2183.0,3717.0,76628.0,11878.0,54680.0,10070.0
,"Rate per 100,000 inhabitants",,313.2,2.2,39.2,100.5,171.2,3529.5,547.1,2518.6,463.8
"Port St. Lucie, FL M.S.A.",,400314.0,,,,,,,,,
,Includes Martin and St. Lucie Counties,,,,,,,,,,
,City of Port St. Lucie,154036.0,421.0,2.0,60.0,53.0,306.0,3595.0,1003.0,2419.0,173.0
,Total area actually reporting,1.0,2169.0,15.0,146.0,483.0,1525.0,12295.0,3199.0,8338.0,758.0
,"Rate per 100,000 inhabitants",,541.8,3.7,36.5,120.7,381.0,3071.3,799.1,2082.9,189.4
"Poughkeepsie-Newburgh-Middletown, NY M.S.A.",,676768.0,,,,,,,,,
,Includes Dutchess and Orange Counties,,,,,,,,,,
,City of Poughkeepsie,30074.0,387.0,5.0,15.0,163.0,204.0,1063.0,253.0,704.0,106.0
,City of Newburgh,28340.0,436.0,2.0,14.0,131.0,289.0,1176.0,316.0,791.0,69.0
,City of Middletown,26097.0,194.0,1.0,13.0,95.0,85.0,942.0,216.0,690.0,36.0
,Total area actually reporting,0.993,1934.0,23.0,119.0,573.0,1219.0,13244.0,2208.0,10436.0,600.0
,Estimated total,1.0,1943.0,23.0,120.0,576.0,1224.0,13338.0,2222.0,10512.0,604.0
,"Rate per 100,000 inhabitants",,287.1,3.4,17.7,85.1,180.9,1970.8,328.3,1553.3,89.2
"Prescott, AZ M.S.A.",,214698.0,,,,,,,,,
,Includes Yavapai County,,,,,,,,,,
,City of Prescott,42674.0,130.0,1.0,7.0,19.0,103.0,1387.0,279.0,1059.0,49.0
,Total area actually reporting,0.998,806.0,6.0,39.0,42.0,719.0,5368.0,1247.0,3783.0,338.0
,Estimated total,1.0,807.0,6.0,39.0,42.0,720.0,5382.0,1250.0,3792.0,340.0
,"Rate per 100,000 inhabitants",,375.9,2.8,18.2,19.6,335.4,2506.8,582.2,1766.2,158.4
"Provo-Orem, UT M.S.A.",,498516.0,,,,,,,,,
,Includes Juab and Utah Counties,,,,,,,,,,
,City of Provo,115264.0,168.0,0.0,28.0,35.0,105.0,3298.0,487.0,2526.0,285.0
,City of Orem,91816.0,67.0,1.0,23.0,15.0,28.0,2835.0,245.0,2455.0,135.0
,Total area actually reporting,1.0,423.0,2.0,95.0,90.0,236.0,12588.0,1859.0,9998.0,731.0
,"Rate per 100,000 inhabitants",,84.9,0.4,19.1,18.1,47.3,2525.1,372.9,2005.6,146.6
"Pueblo, CO M.S.A.",,155852.0,,,,,,,,,
,Includes Pueblo County,,,,,,,,,,
,City of Pueblo,103958.0,725.0,6.0,43.0,206.0,470.0,6613.0,1499.0,4526.0,588.0
,Total area actually reporting,1.0,739.0,7.0,46.0,207.0,479.0,8024.0,1796.0,5583.0,645.0
,"Rate per 100,000 inhabitants",,474.2,4.5,29.5,132.8,307.3,5148.5,1152.4,3582.2,413.9
"Punta Gorda, FL M.S.A.",,154910.0,,,,,,,,,
,Includes Charlotte County,,,,,,,,,,
,City of Punta Gorda,17522.0,46.0,0.0,0.0,4.0,42.0,399.0,174.0,213.0,12.0
,Total area actually reporting,1.0,633.0,10.0,28.0,73.0,522.0,4772.0,1149.0,3365.0,258.0
,"Rate per 100,000 inhabitants",,408.6,6.5,18.1,47.1,337.0,3080.5,741.7,2172.2,166.5
"Racine, WI M.S.A.",,197757.0,,,,,,,,,
,Includes Racine County,,,,,,,,,,
,City of Racine,79285.0,507.0,7.0,27.0,281.0,192.0,3978.0,945.0,2766.0,267.0
,Total area actually reporting,1.0,594.0,7.0,30.0,332.0,225.0,6303.0,1317.0,4595.0,391.0
,"Rate per 100,000 inhabitants",,300.4,3.5,15.2,167.9,113.8,3187.2,666.0,2323.6,197.7
"Raleigh-Cary, NC M.S.A.",,1033679.0,,,,,,,,,
,"Includes Franklin, Johnston, and Wake Counties",,,,,,,,,,
,City of Raleigh,367120.0,2098.0,23.0,99.0,835.0,1141.0,12762.0,2949.0,8773.0,1040.0
,City of Cary,114221.0,134.0,1.0,11.0,58.0,64.0,2120.0,448.0,1584.0,88.0
,Total area actually reporting,0.998,3359.0,37.0,209.0,1169.0,1944.0,28482.0,7209.0,19153.0,2120.0
,Estimated total,1.0,3366.0,37.0,209.0,1171.0,1949.0,28568.0,7230.0,19214.0,2124.0
,"Rate per 100,000 inhabitants",,325.6,3.6,20.2,113.3,188.5,2763.7,699.4,1858.8,205.5
"Rapid City, SD M.S.A.",,121126.0,,,,,,,,,
,Includes Meade and Pennington Counties,,,,,,,,,,
,City of Rapid City,63162.0,294.0,4.0,69.0,34.0,187.0,2386.0,443.0,1819.0,124.0
,Total area actually reporting,1.0,408.0,4.0,108.0,39.0,257.0,3171.0,602.0,2403.0,166.0
,"Rate per 100,000 inhabitants",,336.8,3.3,89.2,32.2,212.2,2617.9,497.0,1983.9,137.0
"Reading, PA M.S.A.",,404031.0,,,,,,,,,
,Includes Berks County,,,,,,,,,,
,City of Reading,81168.0,752.0,6.0,41.0,385.0,320.0,3818.0,1183.0,1780.0,855.0
,Total area actually reporting,0.991,1247.0,14.0,72.0,466.0,695.0,9355.0,1966.0,6093.0,1296.0
,Estimated total,1.0,1256.0,14.0,73.0,468.0,701.0,9431.0,1978.0,6153.0,1300.0
,"Rate per 100,000 inhabitants",,310.9,3.5,18.1,115.8,173.5,2334.2,489.6,1522.9,321.8
"Redding, CA M.S.A.",,180982.0,,,,,,,,,
,Includes Shasta County,,,,,,,,,,
,City of Redding,91328.0,455.0,0.0,84.0,100.0,271.0,2645.0,633.0,1730.0,282.0
,Total area actually reporting,1.0,851.0,11.0,119.0,126.0,595.0,4211.0,1110.0,2629.0,472.0
,"Rate per 100,000 inhabitants",,470.2,6.1,65.8,69.6,328.8,2326.8,613.3,1452.6,260.8
"Reno-Sparks, NV M.S.A.",,408488.0,,,,,,,,,
,Includes Storey and Washoe Counties,,,,,,,,,,
,City of Reno,214197.0,1513.0,17.0,95.0,516.0,885.0,9418.0,1835.0,6511.0,1072.0
,City of Sparks,86884.0,352.0,3.0,36.0,134.0,179.0,3603.0,832.0,2422.0,349.0
,Total area actually reporting,1.0,2112.0,22.0,135.0,666.0,1289.0,15186.0,3305.0,10208.0,1673.0
,"Rate per 100,000 inhabitants",,517.0,5.4,33.0,163.0,315.6,3717.6,809.1,2499.0,409.6
"Richmond, VA M.S.A.",,1205749.0,,,,,,,,,
,"Includes Amelia, Caroline, Charles City, Chesterfield, Cumberland, Dinwiddie, Goochland, Hanover, Henrico, King and Queen, King William, Louisa, New Kent, Powhatan, Prince George, and Sussex Counties and Colonial Heights, Hopewell, Petersburg, and Richmond Cities",,,,,,,,,,
,City of Richmond,191785.0,1837.0,51.0,53.0,973.0,760.0,8966.0,1857.0,5816.0,1293.0
,Total area actually reporting,0.999,4396.0,104.0,259.0,2033.0,2000.0,34445.0,6676.0,24604.0,3165.0
,Estimated total,1.0,4398.0,104.0,259.0,2034.0,2001.0,34463.0,6679.0,24618.0,3166.0
,"Rate per 100,000 inhabitants",,364.8,8.6,21.5,168.7,166.0,2858.2,553.9,2041.7,262.6
"Riverside-San Bernardino-Ontario, CA M.S.A.",,4115406.0,,,,,,,,,
,Includes Riverside and San Bernardino Counties,,,,,,,,,,
,City of Riverside,299312.0,1893.0,12.0,91.0,686.0,1104.0,11154.0,2227.0,7081.0,1846.0
,City of San Bernardino,200810.0,2150.0,45.0,74.0,862.0,1169.0,10090.0,2129.0,5358.0,2603.0
,City of Ontario,175537.0,854.0,15.0,46.0,351.0,442.0,5850.0,970.0,3551.0,1329.0
,City of Victorville,104872.0,660.0,9.0,30.0,264.0,357.0,4039.0,1281.0,2099.0,659.0
,City of Temecula,93665.0,207.0,5.0,12.0,81.0,109.0,2654.0,667.0,1688.0,299.0
,City of Chino,80699.0,232.0,0.0,7.0,106.0,119.0,2500.0,594.0,1568.0,338.0
,City of Redlands,71358.0,303.0,0.0,17.0,114.0,172.0,2505.0,589.0,1554.0,362.0
,City of Hemet,71825.0,479.0,3.0,36.0,149.0,291.0,3117.0,815.0,1846.0,456.0
,City of Colton,51924.0,245.0,9.0,9.0,116.0,111.0,1929.0,498.0,983.0,448.0
,Total area actually reporting,1.0,19499.0,265.0,1029.0,6466.0,11739.0,132274.0,33725.0,74041.0,24508.0
,"Rate per 100,000 inhabitants",,473.8,6.4,25.0,157.1,285.2,3214.1,819.5,1799.1,595.5
"Roanoke, VA M.S.A.",,295368.0,,,,,,,,,
,"Includes Botetourt, Craig, Franklin, and Roanoke Counties and Roanoke and Salem Cities",,,,,,,,,,
,City of Roanoke,90894.0,901.0,4.0,55.0,266.0,576.0,5000.0,1016.0,3637.0,347.0
,Total area actually reporting,1.0,1205.0,8.0,93.0,308.0,796.0,8223.0,1564.0,6154.0,505.0
,"Rate per 100,000 inhabitants",,408.0,2.7,31.5,104.3,269.5,2784.0,529.5,2083.5,171.0
"Rochester, MN M.S.A.5",,181608.0,,,,,,,,,
,"Includes Dodge, Olmsted, and Wabasha Counties5",,,,,,,,,,
,City of Rochester5,98287.0,,2.0,,76.0,140.0,2556.0,460.0,1928.0,168.0
,Total area actually reporting,0.982,,2.0,,81.0,187.0,3588.0,691.0,2672.0,225.0
,Estimated total,1.0,,2.0,,83.0,190.0,3697.0,707.0,2759.0,231.0
,"Rate per 100,000 inhabitants",,,1.1,,45.7,104.6,2035.7,389.3,1519.2,127.2
"Rochester, NY M.S.A.",,1032143.0,,,,,,,,,
,"Includes Livingston, Monroe, Ontario, Orleans, and Wayne Counties",,,,,,,,,,
,City of Rochester,206686.0,2350.0,50.0,121.0,1032.0,1147.0,11277.0,2582.0,7044.0,1651.0
,Total area actually reporting,0.984,3337.0,57.0,243.0,1244.0,1793.0,27783.0,5217.0,20295.0,2271.0
,Estimated total,1.0,3367.0,57.0,245.0,1254.0,1811.0,28096.0,5265.0,20546.0,2285.0
,"Rate per 100,000 inhabitants",,326.2,5.5,23.7,121.5,175.5,2722.1,510.1,1990.6,221.4
"Rocky Mount, NC M.S.A.",,148194.0,,,,,,,,,
,Includes Edgecombe and Nash Counties,,,,,,,,,,
,City of Rocky Mount,57132.0,662.0,14.0,21.0,266.0,361.0,4815.0,1354.0,3240.0,221.0
,Total area actually reporting,0.991,882.0,21.0,34.0,329.0,498.0,6889.0,2126.0,4365.0,398.0
,Estimated total,1.0,888.0,21.0,34.0,331.0,502.0,6955.0,2142.0,4412.0,401.0
,"Rate per 100,000 inhabitants",,599.2,14.2,22.9,223.4,338.7,4693.2,1445.4,2977.2,270.6
"Rome, GA M.S.A.",,95960.0,,,,,,,,,
,Includes Floyd County,,,,,,,,,,
,City of Rome,36233.0,264.0,2.0,17.0,68.0,177.0,2398.0,489.0,1754.0,155.0
,Total area actually reporting,1.0,421.0,4.0,23.0,75.0,319.0,3822.0,798.0,2760.0,264.0
,"Rate per 100,000 inhabitants",,438.7,4.2,24.0,78.2,332.4,3982.9,831.6,2876.2,275.1
"Sacramento—Arden-Arcade—Roseville, CA M.S.A.",,2091363.0,,,,,,,,,
,"Includes El Dorado, Placer, Sacramento, and Yolo Counties",,,,,,,,,,
,City of Sacramento,460546.0,5128.0,44.0,194.0,2009.0,2881.0,24399.0,5422.0,12904.0,6073.0
,City of Roseville,111497.0,387.0,1.0,31.0,100.0,255.0,3960.0,648.0,2905.0,407.0
,City of Folsom,68320.0,98.0,2.0,8.0,27.0,61.0,1594.0,329.0,1146.0,119.0
,City of Woodland,51355.0,154.0,1.0,23.0,62.0,68.0,1807.0,467.0,1094.0,246.0
,Total area actually reporting,1.0,11214.0,101.0,595.0,3902.0,6616.0,69861.0,16218.0,39431.0,14212.0
,"Rate per 100,000 inhabitants",,536.2,4.8,28.5,186.6,316.3,3340.5,775.5,1885.4,679.6
"Saginaw-Saginaw Township North, MI M.S.A.",,204943.0,,,,,,,,,
,Includes Saginaw County,,,,,,,,,,
,City of Saginaw,56989.0,1678.0,17.0,66.0,264.0,1331.0,2764.0,1613.0,825.0,326.0
,Total area actually reporting,0.989,2186.0,22.0,111.0,361.0,1692.0,7234.0,2943.0,3748.0,543.0
,Estimated total,1.0,2194.0,22.0,112.0,363.0,1697.0,7301.0,2956.0,3795.0,550.0
,"Rate per 100,000 inhabitants",,1070.5,10.7,54.6,177.1,828.0,3562.5,1442.4,1851.7,268.4
"Salem, OR M.S.A.",,390689.0,,,,,,,,,
,Includes Marion and Polk Counties,,,,,,,,,,
,City of Salem,154484.0,583.0,3.0,58.0,132.0,390.0,7436.0,915.0,5629.0,892.0
,Total area actually reporting,1.0,1161.0,4.0,131.0,225.0,801.0,14461.0,2103.0,10739.0,1619.0
,"Rate per 100,000 inhabitants",,297.2,1.0,33.5,57.6,205.0,3701.4,538.3,2748.7,414.4
"Salinas, CA M.S.A.",,408059.0,,,,,,,,,
,Includes Monterey County,,,,,,,,,,
,City of Salinas,145251.0,1154.0,14.0,51.0,378.0,711.0,6878.0,1205.0,3332.0,2341.0
,Total area actually reporting,1.0,2191.0,29.0,123.0,638.0,1401.0,14427.0,3020.0,8043.0,3364.0
,"Rate per 100,000 inhabitants",,536.9,7.1,30.1,156.3,343.3,3535.5,740.1,1971.0,824.4
"Salisbury, MD M.S.A.",,117891.0,,,,,,,,,
,Includes Somerset and Wicomico Counties,,,,,,,,,,
,City of Salisbury,27727.0,503.0,2.0,24.0,182.0,295.0,2390.0,583.0,1704.0,103.0
,Total area actually reporting,1.0,932.0,5.0,48.0,251.0,628.0,4745.0,1272.0,3253.0,220.0
,"Rate per 100,000 inhabitants",,790.6,4.2,40.7,212.9,532.7,4024.9,1079.0,2759.3,186.6
"Salt Lake City, UT M.S.A.",,1101656.0,,,,,,,,,
,"Includes Salt Lake, Summit, and Tooele Counties",,,,,,,,,,
,City of Salt Lake City,178449.0,1499.0,17.0,114.0,503.0,865.0,15232.0,2049.0,11196.0,1987.0
,Total area actually reporting,0.998,4094.0,45.0,527.0,1073.0,2449.0,53108.0,8558.0,38176.0,6374.0
,Estimated total,1.0,4098.0,45.0,528.0,1074.0,2451.0,53174.0,8569.0,38225.0,6380.0
,"Rate per 100,000 inhabitants",,372.0,4.1,47.9,97.5,222.5,4826.7,777.8,3469.8,579.1
"San Angelo, TX M.S.A.",,105706.0,,,,,,,,,
,Includes Irion and Tom Green Counties,,,,,,,,,,
,City of San Angelo,88285.0,356.0,1.0,46.0,48.0,261.0,4473.0,932.0,3312.0,229.0
,Total area actually reporting,1.0,378.0,1.0,49.0,49.0,279.0,4855.0,1016.0,3590.0,249.0
,"Rate per 100,000 inhabitants",,357.6,0.9,46.4,46.4,263.9,4592.9,961.2,3396.2,235.6
"San Antonio, TX M.S.A.",,1975770.0,,,,,,,,,
,"Includes Atascosa, Bandera, Bexar, Comal, Guadalupe, Kendall, Medina, and Wilson Counties",,,,,,,,,,
,City of San Antonio,1316882.0,7327.0,122.0,635.0,2445.0,4125.0,84143.0,16750.0,60669.0,6724.0
,Total area actually reporting,1.0,9053.0,140.0,835.0,2709.0,5369.0,105379.0,21937.0,75572.0,7870.0
,"Rate per 100,000 inhabitants",,458.2,7.1,42.3,137.1,271.7,5333.6,1110.3,3824.9,398.3
"San Diego-Carlsbad-San Marcos, CA M.S.A.",,2935792.0,,,,,,,,,
,Includes San Diego County,,,,,,,,,,
,City of San Diego,1261196.0,6332.0,59.0,296.0,2095.0,3882.0,44167.0,7679.0,23264.0,13224.0
,City of Carlsbad,95056.0,318.0,2.0,13.0,88.0,215.0,2448.0,528.0,1684.0,236.0
,City of San Marcos,80050.0,287.0,2.0,12.0,101.0,172.0,1669.0,414.0,937.0,318.0
,City of National City,61996.0,424.0,6.0,19.0,180.0,219.0,2169.0,379.0,842.0,948.0
,Total area actually reporting,1.0,13672.0,107.0,705.0,4388.0,8472.0,89820.0,16720.0,48672.0,24428.0
,"Rate per 100,000 inhabitants",,465.7,3.6,24.0,149.5,288.6,3059.5,569.5,1657.9,832.1
"Sandusky, OH M.S.A.",,77695.0,,,,,,,,,
,Includes Erie County,,,,,,,,,,
,City of Sandusky,25994.0,225.0,1.0,8.0,47.0,169.0,1591.0,398.0,1126.0,67.0
,Total area actually reporting,0.987,247.0,1.0,9.0,50.0,187.0,2632.0,611.0,1924.0,97.0
,Estimated total,1.0,249.0,1.0,9.0,51.0,188.0,2663.0,617.0,1947.0,99.0
,"Rate per 100,000 inhabitants",,320.5,1.3,11.6,65.6,242.0,3427.5,794.1,2506.0,127.4
"San Francisco-Oakland-Fremont, CA M.S.A.",,4154508.0,,,,,,,,,
,Includes the Metropolitan Divisions of Oakland-Fremont-Hayward and San Francisco-San Mateo-Redwood City,,,,,,,,,,
,City of San Francisco,733799.0,6414.0,100.0,125.0,3771.0,2418.0,34456.0,5079.0,23474.0,5903.0
,City of Oakland,396541.0,7605.0,120.0,299.0,3470.0,3716.0,23664.0,4742.0,8954.0,9968.0
,City of Fremont,201318.0,606.0,5.0,35.0,232.0,334.0,5173.0,1292.0,3108.0,773.0
,City of Hayward,140603.0,881.0,8.0,48.0,538.0,287.0,4667.0,965.0,2021.0,1681.0
,City of Berkeley,101343.0,639.0,5.0,24.0,431.0,179.0,7116.0,1172.0,4949.0,995.0
,City of San Mateo,91441.0,306.0,0.0,19.0,100.0,187.0,2073.0,241.0,1610.0,222.0
,City of San Leandro,77785.0,547.0,0.0,12.0,308.0,227.0,3978.0,791.0,1935.0,1252.0
,City of Redwood City,73435.0,336.0,1.0,22.0,86.0,227.0,1689.0,197.0,1271.0,221.0
,City of Pleasanton,66707.0,63.0,0.0,8.0,19.0,36.0,1294.0,152.0,1009.0,133.0
,City of Walnut Creek,63568.0,90.0,2.0,3.0,36.0,49.0,2586.0,506.0,1875.0,205.0
,City of South San Francisco,61458.0,177.0,0.0,12.0,73.0,92.0,1567.0,392.0,936.0,239.0
,City of San Rafael,55987.0,280.0,0.0,28.0,80.0,172.0,1763.0,340.0,1103.0,320.0
,Total area actually reporting,1.0,26746.0,365.0,1049.0,12915.0,12417.0,155539.0,28589.0,91176.0,35774.0
,"Rate per 100,000 inhabitants",,643.8,8.8,25.2,310.9,298.9,3743.9,688.1,2194.6,861.1
"Oakland-Fremont-Hayward, CA M.D.",,2474091.0,,,,,,,,,
,Includes Alameda and Contra Costa Counties,,,,,,,,,,
,Total area actually reporting,1.0,17491.0,251.0,725.0,8245.0,8270.0,99136.0,19690.0,52577.0,26869.0
,"Rate per 100,000 inhabitants",,707.0,10.1,29.3,333.3,334.3,4007.0,795.8,2125.1,1086.0
"San Francisco-San Mateo-Redwood City, CA M.D.",,1680417.0,,,,,,,,,
,"Includes Marin, San Francisco, and San Mateo Counties",,,,,,,,,,
,Total area actually reporting,1.0,9255.0,114.0,324.0,4670.0,4147.0,56403.0,8899.0,38599.0,8905.0
,"Rate per 100,000 inhabitants",,550.8,6.8,19.3,277.9,246.8,3356.5,529.6,2297.0,529.9
"San Jose-Sunnyvale-Santa Clara, CA M.S.A.",,1780107.0,,,,,,,,,
,Includes San Benito and Santa Clara Counties,,,,,,,,,,
,City of San Jose,934553.0,3759.0,33.0,217.0,1068.0,2441.0,24062.0,4449.0,13200.0,6413.0
,City of Sunnyvale,130326.0,154.0,2.0,15.0,62.0,75.0,2629.0,372.0,1896.0,361.0
,City of Santa Clara,109420.0,231.0,3.0,32.0,73.0,123.0,3430.0,553.0,2420.0,457.0
,City of Mountain View,69999.0,238.0,1.0,8.0,56.0,173.0,1519.0,157.0,1224.0,138.0
,City of Milpitas,64498.0,179.0,1.0,10.0,60.0,108.0,2104.0,291.0,1539.0,274.0
,City of Palo Alto,57696.0,64.0,1.0,1.0,44.0,18.0,1440.0,283.0,1085.0,72.0
,City of Cupertino,53002.0,53.0,0.0,7.0,12.0,34.0,837.0,178.0,618.0,41.0
,Total area actually reporting,1.0,5831.0,51.0,382.0,1649.0,3749.0,45549.0,8335.0,28270.0,8944.0
,"Rate per 100,000 inhabitants",,327.6,2.9,21.5,92.6,210.6,2558.8,468.2,1588.1,502.4
"San Luis Obispo-Paso Robles, CA M.S.A.",,256373.0,,,,,,,,,
,Includes San Luis Obispo County,,,,,,,,,,
,City of San Luis Obispo,42781.0,168.0,3.0,27.0,39.0,99.0,1846.0,312.0,1450.0,84.0
,City of Paso Robles,28490.0,106.0,0.0,12.0,13.0,81.0,931.0,194.0,659.0,78.0
,Total area actually reporting,1.0,894.0,5.0,105.0,92.0,692.0,6269.0,1330.0,4516.0,423.0
