Table 10,,,,,,,,,,,
Offenses Known to Law Enforcement,,,,,,,,,,,
"by State by Metropolitan and Nonmetropolitan Counties, 2017",,,,,,,,,,,
[The data shown in this table do not reflect county totals but are the number of offenses reported by the sheriff's office or county police department.],,,,,,,,,,,
State,County,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson2
,Oswego,51.0,0.0,21.0,3.0,27.0,296.0,66.0,212.0,18.0,1.0
,Putnam,19.0,0.0,4.0,3.0,12.0,264.0,51.0,211.0,2.0,0.0
,Rensselaer,13.0,0.0,1.0,1.0,11.0,206.0,22.0,178.0,6.0,1.0
,Saratoga,95.0,1.0,16.0,9.0,69.0,1111.0,182.0,897.0,32.0,7.0
,Schenectady,0.0,0.0,0.0,0.0,0.0,16.0,4.0,11.0,1.0,0.0
,Schoharie,6.0,0.0,4.0,0.0,2.0,24.0,5.0,18.0,1.0,0.0
,Suffolk,41.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0
,Suffolk County Police Department,1427.0,22.0,64.0,473.0,868.0,16996.0,1423.0,14565.0,1008.0,87.0
,Tioga,18.0,0.0,10.0,0.0,8.0,151.0,34.0,100.0,17.0,0.0
,Ulster,34.0,1.0,4.0,3.0,26.0,186.0,34.0,139.0,13.0,0.0
,Warren,48.0,1.0,23.0,6.0,18.0,528.0,68.0,447.0,13.0,4.0
,Washington,23.0,1.0,14.0,0.0,8.0,157.0,17.0,133.0,7.0,0.0
,Wayne,63.0,2.0,20.0,8.0,33.0,453.0,103.0,333.0,17.0,0.0
,Westchester Public Safety,56.0,0.0,1.0,6.0,49.0,237.0,14.0,212.0,11.0,3.0
,Yates,17.0,0.0,7.0,0.0,10.0,157.0,27.0,127.0,3.0,0.0
NEW YORK - Nonmetropolitan Counties,Allegany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Cattaraugus,39.0,1.0,15.0,4.0,19.0,278.0,78.0,183.0,17.0,2.0
,Cayuga,40.0,0.0,15.0,1.0,24.0,163.0,39.0,121.0,3.0,0.0
,Chautauqua,49.0,1.0,14.0,3.0,31.0,453.0,135.0,302.0,16.0,5.0
,Clinton,6.0,0.0,0.0,0.0,6.0,27.0,5.0,22.0,0.0,0.0
,Columbia,30.0,0.0,5.0,1.0,24.0,330.0,70.0,252.0,8.0,1.0
,Cortland,18.0,0.0,13.0,2.0,3.0,407.0,73.0,332.0,2.0,1.0
,Delaware,23.0,0.0,11.0,1.0,11.0,150.0,42.0,101.0,7.0,0.0
,Franklin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Fulton,22.0,0.0,8.0,1.0,13.0,310.0,42.0,260.0,8.0,2.0
,Genesee,57.0,0.0,16.0,4.0,37.0,345.0,51.0,280.0,14.0,3.0
,Greene,6.0,0.0,0.0,0.0,6.0,19.0,1.0,15.0,3.0,0.0
,Hamilton,1.0,0.0,0.0,0.0,1.0,7.0,1.0,3.0,3.0,0.0
,Lewis,6.0,0.0,1.0,0.0,5.0,99.0,33.0,64.0,2.0,0.0
,Montgomery,16.0,0.0,6.0,1.0,9.0,329.0,28.0,292.0,9.0,1.0
,Otsego,17.0,3.0,4.0,0.0,10.0,64.0,17.0,41.0,6.0,0.0
,Schuyler,5.0,0.0,2.0,0.0,3.0,15.0,2.0,11.0,2.0,0.0
,Steuben,21.0,0.0,7.0,0.0,14.0,91.0,24.0,64.0,3.0,0.0
,St. Lawrence,10.0,0.0,0.0,1.0,9.0,36.0,4.0,30.0,2.0,0.0
,Sullivan,23.0,0.0,4.0,0.0,19.0,293.0,45.0,242.0,6.0,2.0
,Wyoming,21.0,0.0,8.0,3.0,10.0,143.0,39.0,94.0,10.0,1.0
NORTH CAROLINA - Metropolitan Counties7,Alexander,,1.0,,2.0,56.0,556.0,193.0,328.0,35.0,6.0
,Buncombe,,3.0,,24.0,106.0,1570.0,561.0,863.0,146.0,15.0
,Cabarrus,,0.0,,14.0,20.0,657.0,213.0,404.0,40.0,2.0
,Caldwell,,0.0,,16.0,54.0,1306.0,448.0,729.0,129.0,6.0
,Catawba,,8.0,,16.0,108.0,1227.0,443.0,691.0,93.0,14.0
,Chatham,,1.0,,9.0,65.0,602.0,242.0,336.0,24.0,2.0
,Currituck,,0.0,,3.0,36.0,347.0,97.0,237.0,13.0,2.0
,Davidson,,3.0,,29.0,85.0,1608.0,949.0,507.0,152.0,10.0
,Davie,,0.0,,4.0,47.0,542.0,175.0,334.0,33.0,0.0
,Durham,,1.0,,35.0,26.0,672.0,285.0,339.0,48.0,1.0
,Edgecombe,,3.0,,9.0,28.0,479.0,212.0,249.0,18.0,5.0
,Forsyth,,0.0,,42.0,217.0,2105.0,459.0,1494.0,152.0,12.0
,Franklin,,5.0,,9.0,65.0,790.0,309.0,421.0,60.0,6.0
,Gaston County Police Department,,2.0,,14.0,161.0,1070.0,374.0,586.0,110.0,20.0
,Guilford,,2.0,,24.0,135.0,1166.0,381.0,722.0,63.0,9.0
,Haywood,,2.0,,6.0,119.0,951.0,434.0,452.0,65.0,3.0
,Hoke,,6.0,,14.0,55.0,1045.0,445.0,558.0,42.0,1.0
,Iredell,,3.0,,18.0,181.0,1439.0,589.0,746.0,104.0,6.0
,Johnston,,2.0,,18.0,105.0,1670.0,667.0,885.0,118.0,4.0
,Lincoln,,1.0,,4.0,84.0,1010.0,315.0,644.0,51.0,5.0
,Madison,,0.0,,1.0,7.0,138.0,53.0,72.0,13.0,4.0
,New Hanover,,5.0,,41.0,81.0,1709.0,419.0,1239.0,51.0,6.0
,Orange,,1.0,,15.0,52.0,591.0,267.0,299.0,25.0,3.0
,Pender,,2.0,,10.0,62.0,1017.0,256.0,721.0,40.0,5.0
,Person,,1.0,,6.0,51.0,346.0,163.0,165.0,18.0,2.0
,Pitt,,1.0,,25.0,138.0,1065.0,347.0,655.0,63.0,5.0
,Rockingham,,4.0,,7.0,26.0,721.0,296.0,380.0,45.0,0.0
,Rowan,,1.0,,20.0,66.0,990.0,306.0,604.0,80.0,7.0
,Stokes,,2.0,,2.0,71.0,763.0,216.0,488.0,59.0,2.0
,Union,,1.0,,26.0,131.0,2168.0,536.0,1533.0,99.0,11.0
,Wake,,0.0,,25.0,135.0,1649.0,607.0,910.0,132.0,12.0
,Wayne,,1.0,,33.0,148.0,1610.0,636.0,829.0,145.0,3.0
,Yadkin,,1.0,,3.0,48.0,584.0,192.0,370.0,22.0,4.0
NORTH CAROLINA - Nonmetropolitan Counties7,Alleghany,,0.0,,0.0,9.0,88.0,25.0,53.0,10.0,3.0
,Anson,,1.0,,4.0,29.0,260.0,187.0,69.0,4.0,2.0
,Beaufort,,1.0,,7.0,57.0,464.0,191.0,252.0,21.0,4.0
,Camden,,0.0,,0.0,0.0,59.0,24.0,35.0,0.0,0.0
,Chowan,,3.0,,1.0,5.0,114.0,51.0,56.0,7.0,0.0
,Clay,,0.0,,1.0,18.0,308.0,140.0,142.0,26.0,1.0
,Cleveland,,0.0,,8.0,8.0,732.0,276.0,402.0,54.0,0.0
,Columbus,,3.0,,15.0,91.0,1014.0,547.0,398.0,69.0,5.0
,Dare,,1.0,,1.0,18.0,384.0,101.0,279.0,4.0,2.0
,Graham,,0.0,,1.0,15.0,176.0,39.0,121.0,16.0,1.0
,Granville,,0.0,,10.0,46.0,616.0,275.0,306.0,35.0,6.0
,Halifax,,7.0,,18.0,70.0,553.0,274.0,275.0,4.0,4.0
,Harnett,,8.0,,39.0,205.0,1702.0,616.0,996.0,90.0,19.0
,Hertford,,1.0,,2.0,23.0,211.0,104.0,91.0,16.0,1.0
,Jackson,,0.0,,0.0,63.0,772.0,477.0,249.0,46.0,4.0
,Lee,,2.0,,13.0,33.0,391.0,107.0,263.0,21.0,3.0
,Macon,,0.0,,2.0,35.0,491.0,155.0,298.0,38.0,3.0
,Martin,,1.0,,1.0,33.0,239.0,101.0,121.0,17.0,2.0
,McDowell,,2.0,,4.0,25.0,802.0,278.0,425.0,99.0,13.0
,Montgomery,,1.0,,3.0,22.0,236.0,105.0,126.0,5.0,3.0
,Moore,,2.0,,10.0,49.0,567.0,236.0,325.0,6.0,2.0
,Northampton,,4.0,,7.0,27.0,344.0,175.0,144.0,25.0,1.0
,Pasquotank,,0.0,,7.0,55.0,289.0,104.0,174.0,11.0,2.0
,Perquimans,,1.0,,1.0,2.0,82.0,43.0,35.0,4.0,1.0
,Polk,,0.0,,0.0,6.0,187.0,70.0,102.0,15.0,2.0
,Richmond,,4.0,,33.0,125.0,1079.0,471.0,537.0,71.0,6.0
,Rutherford,,0.0,,7.0,139.0,848.0,461.0,318.0,69.0,7.0
,Scotland,,2.0,,11.0,36.0,404.0,219.0,160.0,25.0,12.0
,Stanly,,0.0,,6.0,23.0,476.0,214.0,245.0,17.0,1.0
,Surry,,2.0,,8.0,46.0,1120.0,436.0,572.0,112.0,7.0
,Swain,,0.0,,1.0,23.0,197.0,89.0,80.0,28.0,0.0
,Transylvania,,0.0,,6.0,28.0,317.0,101.0,197.0,19.0,3.0
,Tyrrell,,0.0,,2.0,9.0,30.0,8.0,21.0,1.0,0.0
,Watauga,,0.0,,1.0,19.0,299.0,32.0,253.0,14.0,1.0
,Wilkes,,1.0,,11.0,114.0,738.0,298.0,363.0,77.0,14.0
,Wilson,,3.0,,4.0,46.0,535.0,184.0,316.0,35.0,8.0
,Yancey,,1.0,,1.0,4.0,79.0,47.0,28.0,4.0,2.0
NORTH DAKOTA - Metropolitan Counties,Burleigh,29.0,0.0,13.0,0.0,16.0,200.0,53.0,131.0,16.0,1.0
,Cass,14.0,0.0,7.0,0.0,7.0,141.0,43.0,84.0,14.0,1.0
,Grand Forks,9.0,0.0,0.0,2.0,7.0,108.0,34.0,67.0,7.0,2.0
,Morton,12.0,0.0,8.0,0.0,4.0,108.0,22.0,72.0,14.0,3.0
,Oliver,1.0,0.0,0.0,0.0,1.0,10.0,4.0,5.0,1.0,0.0
,Sioux,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
NORTH DAKOTA - Nonmetropolitan Counties,Adams,1.0,0.0,0.0,0.0,1.0,11.0,2.0,9.0,0.0,0.0
,Barnes,1.0,0.0,0.0,1.0,0.0,37.0,12.0,20.0,5.0,2.0
,Benson,3.0,0.0,1.0,0.0,2.0,22.0,6.0,12.0,4.0,1.0
,Billings,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,1.0,0.0
,Bottineau,3.0,0.0,2.0,0.0,1.0,62.0,11.0,35.0,16.0,1.0
,Burke,3.0,0.0,1.0,0.0,2.0,5.0,0.0,2.0,3.0,0.0
,Cavalier,1.0,0.0,0.0,0.0,1.0,12.0,6.0,6.0,0.0,0.0
,Dickey,1.0,0.0,0.0,0.0,1.0,7.0,1.0,5.0,1.0,0.0
,Divide,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
,Dunn,9.0,0.0,0.0,0.0,9.0,18.0,3.0,10.0,5.0,0.0
,Eddy,0.0,0.0,0.0,0.0,0.0,25.0,9.0,13.0,3.0,1.0
,Emmons,4.0,0.0,0.0,0.0,4.0,27.0,1.0,25.0,1.0,0.0
,Foster,0.0,0.0,0.0,0.0,0.0,15.0,4.0,11.0,0.0,1.0
,Golden Valley,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
,Grant,2.0,0.0,0.0,0.0,2.0,8.0,3.0,5.0,0.0,1.0
,Griggs,1.0,0.0,1.0,0.0,0.0,5.0,1.0,1.0,3.0,0.0
,Hettinger,4.0,0.0,0.0,0.0,4.0,19.0,3.0,13.0,3.0,0.0
,Kidder,0.0,0.0,0.0,0.0,0.0,11.0,3.0,6.0,2.0,0.0
,Lamoure,2.0,0.0,0.0,0.0,2.0,6.0,2.0,2.0,2.0,0.0
,Logan,2.0,0.0,0.0,1.0,1.0,10.0,4.0,6.0,0.0,0.0
,McHenry,1.0,0.0,0.0,0.0,1.0,85.0,23.0,51.0,11.0,0.0
,McIntosh,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0
,McKenzie,19.0,1.0,2.0,0.0,16.0,139.0,20.0,93.0,26.0,1.0
,McLean,6.0,0.0,2.0,0.0,4.0,101.0,18.0,74.0,9.0,1.0
,Mercer,5.0,0.0,0.0,1.0,4.0,35.0,4.0,29.0,2.0,0.0
,Mountrail,5.0,0.0,0.0,0.0,5.0,53.0,7.0,38.0,8.0,0.0
,Nelson,1.0,0.0,1.0,0.0,0.0,19.0,5.0,13.0,1.0,0.0
,Pembina,5.0,0.0,1.0,0.0,4.0,53.0,14.0,27.0,12.0,0.0
,Pierce,0.0,0.0,0.0,0.0,0.0,27.0,11.0,10.0,6.0,1.0
,Ramsey,4.0,0.0,1.0,0.0,3.0,39.0,6.0,24.0,9.0,0.0
,Ransom,1.0,0.0,1.0,0.0,0.0,32.0,13.0,10.0,9.0,0.0
,Renville,1.0,0.0,1.0,0.0,0.0,8.0,2.0,6.0,0.0,1.0
,Richland,4.0,0.0,0.0,0.0,4.0,115.0,31.0,76.0,8.0,0.0
,Rolette,8.0,1.0,1.0,1.0,5.0,68.0,22.0,39.0,7.0,1.0
,Sargent,1.0,0.0,0.0,0.0,1.0,12.0,4.0,6.0,2.0,0.0
,Sheridan,1.0,0.0,0.0,0.0,1.0,10.0,2.0,8.0,0.0,0.0
,Slope,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
,Stark,4.0,0.0,1.0,0.0,3.0,38.0,10.0,27.0,1.0,0.0
,Steele,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,0.0
,Stutsman,4.0,0.0,1.0,0.0,3.0,38.0,12.0,20.0,6.0,0.0
,Towner,1.0,0.0,0.0,0.0,1.0,11.0,2.0,6.0,3.0,0.0
,Traill,5.0,0.0,4.0,0.0,1.0,57.0,18.0,31.0,8.0,0.0
,Walsh,13.0,0.0,5.0,0.0,8.0,81.0,21.0,51.0,9.0,2.0
,Ward,37.0,0.0,11.0,1.0,25.0,165.0,58.0,62.0,45.0,1.0
,Wells,0.0,0.0,0.0,0.0,0.0,10.0,4.0,2.0,4.0,0.0
,Williams,15.0,0.0,4.0,0.0,11.0,189.0,41.0,124.0,24.0,1.0
OHIO - Metropolitan Counties,Allen,30.0,0.0,12.0,12.0,6.0,659.0,162.0,481.0,16.0,3.0
,Belmont,34.0,2.0,10.0,2.0,20.0,314.0,52.0,232.0,30.0,4.0
,Butler,37.0,1.0,11.0,12.0,13.0,989.0,220.0,761.0,8.0,1.0
,Clark,21.0,0.0,7.0,3.0,11.0,798.0,221.0,548.0,29.0,5.0
,Clermont,141.0,0.0,39.0,10.0,92.0,1166.0,358.0,744.0,64.0,5.0
,Delaware,60.0,0.0,23.0,9.0,28.0,1139.0,211.0,908.0,20.0,6.0
,Fairfield,38.0,0.0,15.0,6.0,17.0,962.0,153.0,793.0,16.0,2.0
,Fulton,24.0,0.0,7.0,1.0,16.0,191.0,58.0,131.0,2.0,0.0
,Geauga,19.0,0.0,8.0,4.0,7.0,185.0,43.0,127.0,15.0,0.0
,Greene,36.0,3.0,16.0,2.0,15.0,421.0,97.0,298.0,26.0,2.0
,Hamilton,183.0,4.0,44.0,54.0,81.0,2507.0,399.0,1918.0,190.0,6.0
,Hocking,25.0,0.0,4.0,1.0,20.0,351.0,85.0,245.0,21.0,2.0
,Jefferson,3.0,0.0,0.0,0.0,3.0,17.0,5.0,11.0,1.0,0.0
,"Lake5,7",,0.0,,45.0,,334.0,61.0,269.0,4.0,1.0
,Lawrence,62.0,7.0,11.0,5.0,39.0,662.0,173.0,436.0,53.0,6.0
,Licking,60.0,4.0,19.0,12.0,25.0,983.0,291.0,613.0,79.0,1.0
,Lorain,55.0,0.0,14.0,9.0,32.0,563.0,203.0,344.0,16.0,9.0
,Lucas,90.0,0.0,19.0,25.0,46.0,991.0,224.0,706.0,61.0,4.0
,Madison,14.0,0.0,4.0,2.0,8.0,347.0,102.0,224.0,21.0,3.0
,Mahoning,4.0,0.0,0.0,0.0,4.0,67.0,19.0,40.0,8.0,0.0
,Miami,25.0,0.0,14.0,1.0,10.0,390.0,101.0,262.0,27.0,1.0
,Montgomery,237.0,2.0,36.0,96.0,103.0,1278.0,360.0,693.0,225.0,19.0
,Perry,12.0,0.0,5.0,3.0,4.0,72.0,24.0,47.0,1.0,1.0
,Pickaway,24.0,0.0,6.0,5.0,13.0,656.0,182.0,449.0,25.0,5.0
,Portage7,,0.0,,6.0,46.0,1029.0,255.0,730.0,44.0,8.0
,Richland,57.0,0.0,15.0,15.0,27.0,958.0,264.0,649.0,45.0,3.0
,Stark,122.0,4.0,34.0,27.0,57.0,1795.0,449.0,1233.0,113.0,7.0
,Summit,59.0,2.0,22.0,11.0,24.0,1105.0,195.0,852.0,58.0,7.0
,Trumbull,24.0,1.0,6.0,3.0,14.0,318.0,136.0,153.0,29.0,2.0
,Union,24.0,0.0,5.0,0.0,19.0,221.0,44.0,158.0,19.0,1.0
,Warren,60.0,1.0,15.0,10.0,34.0,888.0,129.0,679.0,80.0,3.0
,Wood,26.0,2.0,12.0,1.0,11.0,343.0,99.0,228.0,16.0,3.0
OHIO - Nonmetropolitan Counties,Adams,13.0,2.0,4.0,1.0,6.0,178.0,71.0,94.0,13.0,0.0
,Ashland,35.0,0.0,20.0,0.0,15.0,204.0,50.0,137.0,17.0,1.0
,Ashtabula,42.0,0.0,8.0,4.0,30.0,580.0,170.0,366.0,44.0,1.0
,Athens,20.0,1.0,9.0,4.0,6.0,391.0,118.0,255.0,18.0,1.0
,Auglaize,6.0,0.0,2.0,2.0,2.0,123.0,32.0,89.0,2.0,1.0
,Champaign,15.0,1.0,1.0,1.0,12.0,227.0,82.0,128.0,17.0,2.0
,Clinton,4.0,0.0,0.0,1.0,3.0,37.0,7.0,25.0,5.0,1.0
,Coshocton,37.0,0.0,8.0,5.0,24.0,457.0,123.0,319.0,15.0,5.0
,Crawford,0.0,0.0,0.0,0.0,0.0,110.0,37.0,64.0,9.0,0.0
,Defiance,13.0,0.0,9.0,0.0,4.0,135.0,31.0,100.0,4.0,1.0
,Erie,3.0,0.0,0.0,0.0,3.0,292.0,53.0,234.0,5.0,0.0
,Fayette,37.0,1.0,5.0,3.0,28.0,432.0,109.0,308.0,15.0,1.0
,Gallia,21.0,1.0,2.0,1.0,17.0,370.0,104.0,251.0,15.0,2.0
,Hancock,8.0,0.0,2.0,0.0,6.0,185.0,38.0,146.0,1.0,1.0
,Hardin,5.0,0.0,3.0,0.0,2.0,124.0,41.0,79.0,4.0,4.0
,Henry,14.0,0.0,4.0,2.0,8.0,159.0,63.0,93.0,3.0,0.0
,Highland,28.0,2.0,9.0,7.0,10.0,348.0,95.0,227.0,26.0,2.0
,Jackson,22.0,1.0,11.0,1.0,9.0,222.0,54.0,148.0,20.0,2.0
,Knox,56.0,2.0,26.0,1.0,27.0,384.0,108.0,276.0,0.0,0.0
,Logan,20.0,1.0,11.0,0.0,8.0,255.0,68.0,177.0,10.0,3.0
,Marion,22.0,1.0,9.0,2.0,10.0,821.0,113.0,693.0,15.0,4.0
,Meigs,25.0,0.0,7.0,3.0,15.0,194.0,45.0,126.0,23.0,1.0
,Mercer,5.0,0.0,3.0,0.0,2.0,106.0,15.0,87.0,4.0,0.0
,Monroe,7.0,0.0,1.0,1.0,5.0,51.0,17.0,26.0,8.0,0.0
,Morgan,29.0,0.0,5.0,0.0,24.0,128.0,42.0,64.0,22.0,1.0
,Muskingum,59.0,0.0,38.0,10.0,11.0,903.0,233.0,610.0,60.0,4.0
,Noble,1.0,0.0,1.0,0.0,0.0,107.0,37.0,62.0,8.0,0.0
,Ottawa,4.0,0.0,4.0,0.0,0.0,217.0,43.0,166.0,8.0,0.0
,Pike,33.0,2.0,12.0,2.0,17.0,319.0,84.0,211.0,24.0,14.0
,Preble,24.0,2.0,6.0,0.0,16.0,243.0,69.0,149.0,25.0,0.0
,Ross,104.0,0.0,39.0,8.0,57.0,1290.0,358.0,824.0,108.0,16.0
,Scioto,49.0,0.0,20.0,7.0,22.0,803.0,246.0,506.0,51.0,7.0
,Shelby,22.0,1.0,4.0,1.0,16.0,131.0,31.0,95.0,5.0,1.0
,Van Wert,17.0,0.0,5.0,0.0,12.0,109.0,35.0,70.0,4.0,0.0
,Vinton,13.0,0.0,6.0,0.0,7.0,107.0,36.0,62.0,9.0,1.0
,Wayne,66.0,2.0,13.0,4.0,47.0,541.0,214.0,297.0,30.0,6.0
,Wyandot,2.0,0.0,0.0,0.0,2.0,15.0,6.0,8.0,1.0,0.0
OKLAHOMA - Metropolitan Counties,Canadian,10.0,0.0,3.0,1.0,6.0,143.0,29.0,101.0,13.0,2.0
,Cleveland,61.0,0.0,18.0,2.0,41.0,312.0,108.0,167.0,37.0,2.0
,Comanche,13.0,0.0,5.0,0.0,8.0,241.0,76.0,139.0,26.0,3.0
,Cotton,2.0,0.0,1.0,0.0,1.0,18.0,7.0,11.0,0.0,0.0
,Creek,54.0,0.0,10.0,3.0,41.0,432.0,144.0,194.0,94.0,1.0
,Garfield,13.0,0.0,2.0,0.0,11.0,122.0,39.0,71.0,12.0,17.0
,Grady,47.0,0.0,7.0,0.0,40.0,347.0,123.0,184.0,40.0,8.0
,Le Flore,59.0,0.0,7.0,1.0,51.0,325.0,127.0,168.0,30.0,1.0
,Lincoln,21.0,1.0,4.0,1.0,15.0,291.0,98.0,145.0,48.0,4.0
,Logan,57.0,1.0,12.0,5.0,39.0,304.0,82.0,181.0,41.0,1.0
,McClain,35.0,1.0,7.0,7.0,20.0,244.0,76.0,133.0,35.0,1.0
,Oklahoma,23.0,1.0,3.0,4.0,15.0,197.0,51.0,108.0,38.0,0.0
,Okmulgee,31.0,0.0,7.0,1.0,23.0,263.0,117.0,119.0,27.0,12.0
,Osage,57.0,2.0,8.0,2.0,45.0,368.0,128.0,185.0,55.0,3.0
,Pawnee,22.0,0.0,0.0,1.0,21.0,124.0,43.0,52.0,29.0,3.0
,Rogers,75.0,3.0,22.0,8.0,42.0,545.0,206.0,291.0,48.0,6.0
,Sequoyah,101.0,2.0,5.0,1.0,93.0,379.0,141.0,205.0,33.0,5.0
,Tulsa,304.0,1.0,29.0,17.0,257.0,913.0,343.0,379.0,191.0,6.0
,Wagoner,42.0,2.0,5.0,4.0,31.0,543.0,208.0,259.0,76.0,10.0
OKLAHOMA - Nonmetropolitan Counties,Adair,47.0,0.0,3.0,0.0,44.0,178.0,63.0,79.0,36.0,1.0
,Alfalfa,4.0,1.0,2.0,0.0,1.0,23.0,7.0,14.0,2.0,1.0
,Atoka,3.0,0.0,2.0,1.0,0.0,108.0,46.0,43.0,19.0,2.0
,Beaver,3.0,0.0,0.0,0.0,3.0,30.0,11.0,15.0,4.0,1.0
,Beckham,5.0,0.0,2.0,0.0,3.0,72.0,25.0,40.0,7.0,1.0
,Blaine,8.0,0.0,1.0,0.0,7.0,66.0,16.0,43.0,7.0,1.0
,Caddo,21.0,0.0,2.0,1.0,18.0,143.0,47.0,82.0,14.0,2.0
,Carter,15.0,0.0,2.0,0.0,13.0,165.0,47.0,105.0,13.0,1.0
,Cherokee,102.0,2.0,5.0,4.0,91.0,537.0,203.0,242.0,92.0,9.0
,Choctaw,62.0,0.0,1.0,5.0,56.0,115.0,45.0,63.0,7.0,4.0
,Coal,3.0,0.0,0.0,1.0,2.0,72.0,11.0,56.0,5.0,0.0
,Craig,14.0,0.0,5.0,0.0,9.0,113.0,50.0,50.0,13.0,3.0
,Custer,22.0,0.0,1.0,0.0,21.0,73.0,29.0,36.0,8.0,1.0
,Delaware,53.0,0.0,7.0,2.0,44.0,327.0,121.0,158.0,48.0,7.0
,Dewey,4.0,0.0,1.0,1.0,2.0,32.0,8.0,18.0,6.0,1.0
,Ellis,3.0,0.0,1.0,0.0,2.0,22.0,6.0,10.0,6.0,0.0
,Garvin,29.0,1.0,4.0,0.0,24.0,283.0,80.0,176.0,27.0,6.0
,Grant,4.0,0.0,1.0,0.0,3.0,39.0,17.0,18.0,4.0,1.0
,Harmon,3.0,0.0,1.0,0.0,2.0,14.0,5.0,7.0,2.0,0.0
,Harper,1.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0
,Haskell,9.0,0.0,1.0,0.0,8.0,60.0,25.0,31.0,4.0,0.0
,Hughes,11.0,0.0,1.0,1.0,9.0,71.0,19.0,40.0,12.0,2.0
,Jackson,7.0,0.0,1.0,0.0,6.0,68.0,14.0,49.0,5.0,0.0
,Jefferson,9.0,1.0,2.0,0.0,6.0,41.0,13.0,26.0,2.0,0.0
,Johnston,6.0,0.0,0.0,0.0,6.0,92.0,37.0,51.0,4.0,0.0
,Kay,24.0,0.0,1.0,1.0,22.0,71.0,44.0,25.0,2.0,1.0
,Kingfisher,8.0,0.0,2.0,1.0,5.0,74.0,14.0,49.0,11.0,0.0
,Kiowa,6.0,0.0,0.0,1.0,5.0,33.0,17.0,12.0,4.0,0.0
,Latimer,14.0,0.0,0.0,0.0,14.0,118.0,37.0,74.0,7.0,3.0
,Love,14.0,0.0,1.0,1.0,12.0,100.0,17.0,62.0,21.0,2.0
,Major,4.0,0.0,0.0,0.0,4.0,46.0,15.0,25.0,6.0,2.0
,Marshall,25.0,0.0,3.0,1.0,21.0,207.0,85.0,98.0,24.0,3.0
,Mayes,42.0,0.0,4.0,1.0,37.0,339.0,136.0,162.0,41.0,16.0
,McCurtain,12.0,0.0,1.0,0.0,11.0,203.0,75.0,120.0,8.0,8.0
,McIntosh,24.0,0.0,1.0,2.0,21.0,201.0,67.0,91.0,43.0,2.0
,Murray,3.0,0.0,1.0,0.0,2.0,17.0,9.0,5.0,3.0,0.0
,Muskogee,84.0,0.0,7.0,3.0,74.0,354.0,115.0,202.0,37.0,14.0
,Noble,8.0,1.0,3.0,0.0,4.0,87.0,35.0,45.0,7.0,0.0
,Nowata,7.0,0.0,0.0,0.0,7.0,44.0,15.0,27.0,2.0,1.0
,Okfuskee,9.0,0.0,0.0,0.0,9.0,76.0,26.0,36.0,14.0,3.0
,Ottawa,23.0,0.0,6.0,2.0,15.0,176.0,62.0,99.0,15.0,6.0
,Payne,34.0,0.0,6.0,0.0,28.0,296.0,73.0,186.0,37.0,6.0
,Pittsburg,58.0,0.0,10.0,2.0,46.0,417.0,169.0,203.0,45.0,3.0
,Pontotoc,27.0,0.0,3.0,0.0,24.0,155.0,64.0,75.0,16.0,4.0
,Pottawatomie,44.0,0.0,6.0,3.0,35.0,552.0,198.0,289.0,65.0,3.0
,Pushmataha,4.0,0.0,0.0,0.0,4.0,42.0,14.0,23.0,5.0,1.0
,Roger Mills,4.0,1.0,1.0,0.0,2.0,32.0,9.0,20.0,3.0,1.0
,Seminole,26.0,0.0,3.0,2.0,21.0,267.0,105.0,129.0,33.0,9.0
,Stephens,16.0,0.0,0.0,1.0,15.0,177.0,51.0,103.0,23.0,2.0
,Texas,2.0,0.0,0.0,0.0,2.0,36.0,16.0,16.0,4.0,2.0
,Tillman,1.0,0.0,0.0,0.0,1.0,38.0,10.0,25.0,3.0,1.0
,Washita,25.0,1.0,8.0,0.0,16.0,75.0,27.0,36.0,12.0,3.0
,Woods,0.0,0.0,0.0,0.0,0.0,29.0,8.0,20.0,1.0,0.0
,Woodward,11.0,0.0,3.0,0.0,8.0,69.0,29.0,34.0,6.0,1.0
OREGON - Metropolitan Counties,Benton,21.0,1.0,9.0,2.0,9.0,155.0,39.0,106.0,10.0,0.0
,Clackamas,401.0,6.0,107.0,84.0,204.0,5200.0,725.0,3792.0,683.0,27.0
,Columbia6,30.0,0.0,7.0,0.0,23.0,68.0,22.0,36.0,10.0,0.0
