street,city_state_zip,full_address,mapquest_locations,longitude,latitude,Column
200 Sunrise Mall, Massapequa NY 11758,"200 Sunrise Mall,  Massapequa NY 11758",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=200+Sunrise+Mall%2C++Massapequa+NY+11758,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=200+Sunrise+Mall%2C++Massapequa+NY+11758,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=200+Sunrise+Mall%2C++Massapequa+NY+11758,
43 Stephenville St, Massena NY 13662,"43 Stephenville St,  Massena NY 13662",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=43+Stephenville+St%2C++Massena+NY+13662,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=43+Stephenville+St%2C++Massena+NY+13662,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=43+Stephenville+St%2C++Massena+NY+13662,
750 Middle Country Road, Middle Island NY 11953,"750 Middle Country Road,  Middle Island NY 11953",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=750+Middle+Country+Road%2C++Middle+Island+NY+11953,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=750+Middle+Country+Road%2C++Middle+Island+NY+11953,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=750+Middle+Country+Road%2C++Middle+Island+NY+11953,
470 Route 211 East, Middletown NY 10940,"470 Route 211 East,  Middletown NY 10940",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=470+Route+211+East%2C++Middletown+NY+10940,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=470+Route+211+East%2C++Middletown+NY+10940,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=470+Route+211+East%2C++Middletown+NY+10940,
3133 E Main St, Mohegan Lake NY 10547,"3133 E Main St,  Mohegan Lake NY 10547",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=3133+E+Main+St%2C++Mohegan+Lake+NY+10547,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=3133+E+Main+St%2C++Mohegan+Lake+NY+10547,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=3133+E+Main+St%2C++Mohegan+Lake+NY+10547,
288 Larkin, Monroe NY 10950,"288 Larkin,  Monroe NY 10950",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=288+Larkin%2C++Monroe+NY+10950,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=288+Larkin%2C++Monroe+NY+10950,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=288+Larkin%2C++Monroe+NY+10950,
41 Anawana Lake Road, Monticello NY 12701,"41 Anawana Lake Road,  Monticello NY 12701",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=41+Anawana+Lake+Road%2C++Monticello+NY+12701,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=41+Anawana+Lake+Road%2C++Monticello+NY+12701,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=41+Anawana+Lake+Road%2C++Monticello+NY+12701,
4765 Commercial Drive, New Hartford NY 13413,"4765 Commercial Drive,  New Hartford NY 13413",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=4765+Commercial+Drive%2C++New+Hartford+NY+13413,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=4765+Commercial+Drive%2C++New+Hartford+NY+13413,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=4765+Commercial+Drive%2C++New+Hartford+NY+13413,
1201 Rt 300, Newburgh NY 12550,"1201 Rt 300,  Newburgh NY 12550",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1201+Rt+300%2C++Newburgh+NY+12550,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1201+Rt+300%2C++Newburgh+NY+12550,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1201+Rt+300%2C++Newburgh+NY+12550,
255 W Main St, Avon CT 6001,"255 W Main St,  Avon CT 6001",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=255+W+Main+St%2C++Avon+CT+6001,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=255+W+Main+St%2C++Avon+CT+6001,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=255+W+Main+St%2C++Avon+CT+6001,
120 Commercial Parkway, Branford CT 6405,"120 Commercial Parkway,  Branford CT 6405",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=120+Commercial+Parkway%2C++Branford+CT+6405,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=120+Commercial+Parkway%2C++Branford+CT+6405,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=120+Commercial+Parkway%2C++Branford+CT+6405,
1400 Farmington Ave, Bristol CT 6010,"1400 Farmington Ave,  Bristol CT 6010",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1400+Farmington+Ave%2C++Bristol+CT+6010,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1400+Farmington+Ave%2C++Bristol+CT+6010,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1400+Farmington+Ave%2C++Bristol+CT+6010,
161 Berlin Road, Cromwell CT 6416,"161 Berlin Road,  Cromwell CT 6416",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=161+Berlin+Road%2C++Cromwell+CT+6416,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=161+Berlin+Road%2C++Cromwell+CT+6416,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=161+Berlin+Road%2C++Cromwell+CT+6416,
67 Newton Rd, Danbury CT 6810,"67 Newton Rd,  Danbury CT 6810",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=67+Newton+Rd%2C++Danbury+CT+6810,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=67+Newton+Rd%2C++Danbury+CT+6810,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=67+Newton+Rd%2C++Danbury+CT+6810,
656 New Haven Ave, Derby CT 6418,"656 New Haven Ave,  Derby CT 6418",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=656+New+Haven+Ave%2C++Derby+CT+6418,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=656+New+Haven+Ave%2C++Derby+CT+6418,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=656+New+Haven+Ave%2C++Derby+CT+6418,
69 Prospect Hill Road, East Windsor CT 6088,"69 Prospect Hill Road,  East Windsor CT 6088",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=69+Prospect+Hill+Road%2C++East+Windsor+CT+6088,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=69+Prospect+Hill+Road%2C++East+Windsor+CT+6088,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=69+Prospect+Hill+Road%2C++East+Windsor+CT+6088,
150 Gold Star Hwy, Groton CT 6340,"150 Gold Star Hwy,  Groton CT 6340",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=150+Gold+Star+Hwy%2C++Groton+CT+6340,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=150+Gold+Star+Hwy%2C++Groton+CT+6340,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=150+Gold+Star+Hwy%2C++Groton+CT+6340,
900 Boston Post Road, Guilford CT 6437,"900 Boston Post Road,  Guilford CT 6437",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=900+Boston+Post+Road%2C++Guilford+CT+6437,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=900+Boston+Post+Road%2C++Guilford+CT+6437,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=900+Boston+Post+Road%2C++Guilford+CT+6437,
2300 Dixwell Ave, Hamden CT 6514,"2300 Dixwell Ave,  Hamden CT 6514",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=2300+Dixwell+Ave%2C++Hamden+CT+6514,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=2300+Dixwell+Ave%2C++Hamden+CT+6514,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=2300+Dixwell+Ave%2C++Hamden+CT+6514,
495 Flatbush Ave, Hartford CT 6106,"495 Flatbush Ave,  Hartford CT 6106",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=495+Flatbush+Ave%2C++Hartford+CT+6106,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=495+Flatbush+Ave%2C++Hartford+CT+6106,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=495+Flatbush+Ave%2C++Hartford+CT+6106,
180 River Rd, Lisbon CT 6351,"180 River Rd,  Lisbon CT 6351",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=180+River+Rd%2C++Lisbon+CT+6351,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=180+River+Rd%2C++Lisbon+CT+6351,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=180+River+Rd%2C++Lisbon+CT+6351,
420 Buckland Hills Dr, Manchester CT 6040,"420 Buckland Hills Dr,  Manchester CT 6040",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=420+Buckland+Hills+Dr%2C++Manchester+CT+6040,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=420+Buckland+Hills+Dr%2C++Manchester+CT+6040,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=420+Buckland+Hills+Dr%2C++Manchester+CT+6040,
1365 Boston Post Road, Milford CT 6460,"1365 Boston Post Road,  Milford CT 6460",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1365+Boston+Post+Road%2C++Milford+CT+6460,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1365+Boston+Post+Road%2C++Milford+CT+6460,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1365+Boston+Post+Road%2C++Milford+CT+6460,
1100 New Haven Road, Naugatuck CT 6770,"1100 New Haven Road,  Naugatuck CT 6770",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1100+New+Haven+Road%2C++Naugatuck+CT+6770,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1100+New+Haven+Road%2C++Naugatuck+CT+6770,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1100+New+Haven+Road%2C++Naugatuck+CT+6770,
315 Foxon Blvd, New Haven CT 6513,"315 Foxon Blvd,  New Haven CT 6513",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=315+Foxon+Blvd%2C++New+Haven+CT+6513,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=315+Foxon+Blvd%2C++New+Haven+CT+6513,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=315+Foxon+Blvd%2C++New+Haven+CT+6513,
164 Danbury Rd, New Milford CT 6776,"164 Danbury Rd,  New Milford CT 6776",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=164+Danbury+Rd%2C++New+Milford+CT+6776,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=164+Danbury+Rd%2C++New+Milford+CT+6776,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=164+Danbury+Rd%2C++New+Milford+CT+6776,
3164 Berlin Turnpike, Newington CT 6111,"3164 Berlin Turnpike,  Newington CT 6111",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=3164+Berlin+Turnpike%2C++Newington+CT+6111,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=3164+Berlin+Turnpike%2C++Newington+CT+6111,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=3164+Berlin+Turnpike%2C++Newington+CT+6111,
