Latitude(deg),Longitude(deg),Depth(m),Pore,Pressure(MPa),Uncertainty(+/-,MPa),,,,
53.96,-116.18,3229,51.21,7.88,,,,,,
53.96,-116.16,3153,49.32,7.93,,,,,,
53.96,-116.14,3205,51.12,7.98,,,,,,
53.96,-116.12,3228,52.09,8.02,,,,,,
53.96,-116.10,3176,50.88,8.05,,,,,,
53.96,-116.08,3089,48.67,8.07,,,,,,
53.96,-116.06,3067,48.31,8.09,,,,,,
53.96,-116.04,3065,48.56,8.11,,,,,,
53.96,-116.02,3108,50.09,8.12,,,,,,
53.96,-116.00,3109,50.44,8.13,,,,,,
53.96,-115.98,3049,48.94,8.13,,,,,,
53.96,-115.96,3073,49.72,8.14,,,,,,
53.96,-115.94,2939,45.87,8.14,,,,,,
53.96,-115.92,2832,42.78,8.14,,,,,,
53.96,-115.90,2793,41.70,8.14,,,,,,
53.96,-115.88,2721,39.62,8.14,,,,,,
53.96,-115.86,2670,38.15,8.14,,,,,,
53.96,-115.84,2667,38.06,8.14,,,,,,
53.96,-115.82,2673,38.23,8.14,,,,,,
53.96,-115.80,2660,37.85,8.14,,,,,,
53.96,-115.78,2691,38.76,8.14,,,,,,
53.96,-115.76,2717,39.51,8.14,,,,,,
53.96,-115.74,2704,39.12,8.14,,,,,,
53.96,-115.72,2691,38.75,8.14,,,,,,
53.96,-115.70,2679,38.41,8.14,,,,,,
53.96,-115.68,2650,37.55,8.14,,,,,,
53.96,-115.66,2661,37.87,8.14,,,,,,
53.96,-115.64,2691,38.75,8.14,,,,,,
53.96,-115.62,2703,39.11,8.14,,,,,,
53.96,-115.60,2677,38.34,8.14,,,,,,
53.96,-115.58,2639,37.25,8.14,,,,,,
53.96,-115.56,2642,37.32,8.14,,,,,,
53.96,-115.54,2667,38.05,8.14,,,,,,
53.96,-115.52,2692,38.78,8.14,,,,,,
53.96,-115.50,2671,38.18,8.14,,,,,,
53.98,-118.50,5505,120.65,8.14,,,,,,
53.98,-118.48,5452,119.10,8.14,,,,,,
53.98,-118.46,5391,117.31,8.14,,,,,,
53.98,-118.44,5339,115.82,8.14,,,,,,
53.98,-118.42,5278,114.05,8.14,,,,,,
53.98,-118.40,5229,112.62,8.14,,,,,,
53.98,-118.38,5164,110.71,8.14,,,,,,
53.98,-118.36,5115,109.29,8.14,,,,,,
53.98,-118.34,5088,108.50,8.14,,,,,,
53.98,-118.32,5061,107.73,8.14,,,,,,
53.98,-118.30,5055,107.54,8.14,,,,,,
53.98,-118.28,5062,107.74,8.14,,,,,,
53.98,-118.26,5026,106.70,8.14,,,,,,
53.98,-118.24,5066,107.86,8.14,,,,,,
53.98,-118.22,5063,107.78,8.14,,,,,,
53.98,-118.20,5083,108.35,8.14,,,,,,
53.98,-118.18,5067,107.91,8.14,,,,,,
53.98,-118.16,5030,106.82,8.14,,,,,,
53.98,-118.14,4977,105.28,8.14,,,,,,
53.98,-118.12,4912,103.38,8.14,,,,,,
53.98,-118.10,4856,101.75,8.14,,,,,,
53.98,-118.08,4822,100.76,8.14,,,,,,
53.98,-118.06,4782,99.61,8.14,,,,,,
53.98,-118.04,4747,98.56,8.14,,,,,,
53.98,-118.02,4706,97.30,8.14,,,,,,
53.98,-118.00,4676,96.27,8.14,,,,,,
53.98,-117.98,4644,95.09,8.14,,,,,,
53.98,-117.96,4606,93.71,8.14,,,,,,
53.98,-117.94,4568,92.36,8.14,,,,,,
53.98,-117.92,4554,91.69,8.14,,,,,,
53.98,-117.90,4530,90.75,8.13,,,,,,
53.98,-117.88,4524,90.36,8.13,,,,,,
53.98,-117.86,4499,89.41,8.13,,,,,,
53.98,-117.84,4480,88.67,8.13,,,,,,
53.98,-117.82,4458,87.85,8.12,,,,,,
53.98,-117.80,4437,87.05,8.12,,,,,,
53.98,-117.78,4414,86.24,8.11,,,,,,
53.98,-117.76,4366,84.73,8.11,,,,,,
53.98,-117.74,4341,83.93,8.10,,,,,,
53.98,-117.72,4355,84.25,8.08,,,,,,
53.98,-117.70,4339,83.73,8.07,,,,,,
53.98,-117.68,4368,84.55,8.05,,,,,,
53.98,-117.66,4332,83.51,8.03,,,,,,
53.98,-117.64,4261,81.49,8.00,,,,,,
53.98,-117.62,4250,81.19,7.96,,,,,,
53.98,-117.60,4212,80.14,7.92,,,,,,
53.98,-117.58,4181,79.23,7.87,,,,,,
53.98,-117.56,4149,78.36,7.82,,,,,,
53.98,-117.54,4105,77.15,7.76,,,,,,
53.98,-117.52,4082,76.61,7.69,,,,,,
53.98,-117.50,4069,76.35,7.60,,,,,,
53.98,-117.48,4066,76.44,7.51,,,,,,
53.98,-117.46,4038,75.88,7.41,,,,,,
53.98,-117.44,4001,75.07,7.29,,,,,,
53.98,-117.42,3953,73.97,7.16,,,,,,
53.98,-117.40,3946,74.02,7.01,,,,,,
53.98,-117.38,3933,73.87,6.85,,,,,,
53.98,-117.36,3910,73.44,6.67,,,,,,
53.98,-117.34,3889,73.06,6.48,,,,,,
53.98,-117.32,3854,72.30,6.27,,,,,,
53.98,-117.30,3805,71.05,6.04,,,,,,
53.98,-117.28,3769,70.25,5.80,,,,,,
53.98,-117.26,3797,71.32,5.55,,,,,,
53.98,-117.24,3797,71.58,5.30,,,,,,
53.98,-117.22,3759,70.69,5.05,,,,,,
53.98,-117.20,3745,70.56,4.83,,,,,,
53.98,-117.18,3701,69.60,4.65,,,,,,
53.98,-117.16,3658,68.65,4.55,,,,,,
53.98,-117.14,3638,68.29,4.52,,,,,,
53.98,-117.12,3608,67.60,4.57,,,,,,
53.98,-117.10,3629,68.27,4.68,,,,,,
53.98,-117.08,3585,67.01,4.82,,,,,,
53.98,-117.06,3551,66.02,4.97,,,,,,
53.98,-117.04,3573,66.68,5.12,,,,,,
53.98,-117.02,3530,65.41,5.26,,,,,,
53.98,-117.00,3524,65.18,5.39,,,,,,
53.98,-116.98,3483,63.95,5.49,,,,,,
53.98,-116.96,3449,62.87,5.58,,,,,,
53.98,-116.94,3449,62.72,5.64,,,,,,
53.98,-116.92,3406,61.31,5.69,,,,,,
53.98,-116.90,3373,60.12,5.71,,,,,,
53.98,-116.88,3353,59.24,5.72,,,,,,
53.98,-116.86,3391,60.04,5.71,,,,,,
53.98,-116.84,3443,61.20,5.68,,,,,,
53.98,-116.82,3386,59.17,5.63,,,,,,
53.98,-116.80,3439,60.29,5.57,,,,,,
53.98,-116.78,3504,61.76,5.48,,,,,,
53.98,-116.76,3556,62.82,5.38,,,,,,
53.98,-116.74,3621,64.24,5.27,,,,,,
53.98,-116.72,3638,64.25,5.15,,,,,,
53.98,-116.70,3535,60.80,5.03,,,,,,
53.98,-116.68,3486,58.91,4.93,,,,,,
53.98,-116.66,3397,55.86,4.85,,,,,,
53.98,-116.64,3364,54.46,4.80,,,,,,
53.98,-116.62,3387,54.71,4.81,,,,,,
53.98,-116.60,3448,56.07,4.87,,,,,,
53.98,-116.58,3529,58.04,4.97,,,,,,
53.98,-116.56,3467,55.91,5.11,,,,,,
53.98,-116.54,3376,52.95,5.28,,,,,,
53.98,-116.52,3386,52.98,5.47,,,,,,
53.98,-116.50,3383,52.72,5.66,,,,,,
53.98,-116.48,3398,53.01,5.86,,,,,,
53.98,-116.46,3405,53.10,6.05,,,,,,
53.98,-116.44,3368,52.02,6.24,,,,,,
53.98,-116.42,3315,50.49,6.42,,,,,,
53.98,-116.40,3292,49.89,6.59,,,,,,
53.98,-116.38,3223,48.01,6.76,,,,,,
53.98,-116.36,3194,47.31,6.91,,,,,,
53.98,-116.34,3133,45.73,7.05,,,,,,
53.98,-116.32,3116,45.45,7.18,,,,,,
53.98,-116.30,3207,48.31,7.30,,,,,,
53.98,-116.28,3268,50.37,7.41,,,,,,
53.98,-116.26,3261,50.45,7.52,,,,,,
53.98,-116.24,3213,49.32,7.61,,,,,,
53.98,-116.22,3125,47.01,7.70,,,,,,
53.98,-116.20,3093,46.36,7.78,,,,,,
53.98,-116.18,3101,46.92,7.85,,,,,,
53.98,-116.16,3101,47.23,7.91,,,,,,
53.98,-116.14,3139,48.67,7.96,,,,,,
53.98,-116.12,3188,50.41,8.00,,,,,,
53.98,-116.10,3190,50.81,8.03,,,,,,
53.98,-116.08,3095,48.39,8.06,,,,,,
53.98,-116.06,3037,47.01,8.08,,,,,,
53.98,-116.04,3021,46.87,8.10,,,,,,
53.98,-116.02,2995,46.45,8.11,,,,,,
53.98,-116.00,2992,46.68,8.12,,,,,,
53.98,-115.98,2971,46.38,8.13,,,,,,
53.98,-115.96,3030,48.37,8.14,,,,,,
53.98,-115.94,2918,45.24,8.14,,,,,,
53.98,-115.92,2824,42.54,8.14,,,,,,
53.98,-115.90,2779,41.27,8.14,,,,,,
53.98,-115.88,2717,39.51,8.14,,,,,,
53.98,-115.86,2659,37.84,8.14,,,,,,
53.98,-115.84,2626,36.86,8.14,,,,,,
53.98,-115.82,2629,36.95,8.14,,,,,,
53.98,-115.80,2645,37.42,8.14,,,,,,
53.98,-115.78,2658,37.80,8.14,,,,,,
53.98,-115.76,2671,38.17,8.14,,,,,,
53.98,-115.74,2670,38.13,8.14,,,,,,
53.98,-115.72,2658,37.79,8.14,,,,,,
53.98,-115.70,2657,37.75,8.14,,,,,,
53.98,-115.68,2670,38.15,8.14,,,,,,
53.98,-115.66,2686,38.60,8.14,,,,,,
53.98,-115.64,2692,38.78,8.14,,,,,,
53.98,-115.62,2698,38.95,8.14,,,,,,
53.98,-115.60,2663,37.95,8.14,,,,,,
53.98,-115.58,2621,36.72,8.14,,,,,,
53.98,-115.56,2574,35.35,8.14,,,,,,
53.98,-115.54,2604,36.22,8.14,,,,,,
53.98,-115.52,2633,37.06,8.14,,,,,,
53.98,-115.50,2584,35.65,8.14,,,,,,
54.00,-118.50,5376,116.89,8.14,,,,,,
54.00,-118.48,5422,118.22,8.14,,,,,,
54.00,-118.46,5415,118.02,8.14,,,,,,
54.00,-118.44,5379,116.97,8.14,,,,,,
54.00,-118.42,5317,115.16,8.14,,,,,,
54.00,-118.40,5262,113.56,8.14,,,,,,
54.00,-118.38,5214,112.16,8.14,,,,,,
54.00,-118.36,5169,110.87,8.14,,,,,,
54.00,-118.34,5135,109.87,8.14,,,,,,
54.00,-118.32,5075,108.12,8.14,,,,,,
54.00,-118.30,5024,106.66,8.14,,,,,,
54.00,-118.28,4977,105.27,8.14,,,,,,
54.00,-118.26,4948,104.44,8.14,,,,,,
54.00,-118.24,4954,104.61,8.14,,,,,,
54.00,-118.22,4998,105.90,8.14,,,,,,
54.00,-118.20,5007,106.15,8.14,,,,,,
54.00,-118.18,4984,105.47,8.14,,,,,,
54.00,-118.16,4998,105.89,8.14,,,,,,
54.00,-118.14,4978,105.32,8.14,,,,,,
54.00,-118.12,4917,103.52,8.14,,,,,,
54.00,-118.10,4836,101.17,8.14,,,,,,
54.00,-118.08,4781,99.56,8.14,,,,,,
54.00,-118.06,4745,98.40,8.14,,,,,,
54.00,-118.04,4737,97.98,8.14,,,,,,
54.00,-118.02,4756,98.28,8.14,,,,,,
54.00,-118.00,4675,95.60,8.14,,,,,,
54.00,-117.98,4631,94.06,8.14,,,,,,
54.00,-117.96,4598,92.83,8.14,,,,,,
54.00,-117.94,4572,91.79,8.13,,,,,,
54.00,-117.92,4551,90.97,8.13,,,,,,
54.00,-117.90,4527,90.02,8.13,,,,,,
54.00,-117.88,4531,89.90,8.12,,,,,,
54.00,-117.86,4510,89.11,8.12,,,,,,
54.00,-117.84,4491,88.35,8.11,,,,,,
54.00,-117.82,4471,87.60,8.11,,,,,,
54.00,-117.80,4438,86.51,8.10,,,,,,
54.00,-117.78,4390,85.03,8.09,,,,,,
54.00,-117.76,4345,83.65,8.08,,,,,,
54.00,-117.74,4325,83.02,8.07,,,,,,
54.00,-117.72,4276,81.59,8.06,,,,,,
54.00,-117.70,4247,80.77,8.04,,,,,,
54.00,-117.68,4233,80.39,8.02,,,,,,
54.00,-117.66,4203,79.57,8.00,,,,,,
54.00,-117.64,4180,78.96,7.98,,,,,,
54.00,-117.62,4194,79.37,7.94,,,,,,
54.00,-117.60,4178,78.91,7.91,,,,,,
54.00,-117.58,4168,78.67,7.86,,,,,,
54.00,-117.56,4146,78.09,7.81,,,,,,
54.00,-117.54,4120,77.48,7.75,,,,,,
54.00,-117.52,4088,76.71,7.69,,,,,,
54.00,-117.50,4060,76.13,7.61,,,,,,
54.00,-117.48,4024,75.34,7.53,,,,,,
54.00,-117.46,3984,74.47,7.43,,,,,,
54.00,-117.44,3952,73.81,7.33,,,,,,
54.00,-117.42,3929,73.41,7.21,,,,,,
54.00,-117.40,3899,72.80,7.08,,,,,,
54.00,-117.38,3883,72.55,6.93,,,,,,
54.00,-117.36,3863,72.17,6.78,,,,,,
54.00,-117.34,3855,72.15,6.61,,,,,,
54.00,-117.32,3838,71.81,6.43,,,,,,
54.00,-117.30,3815,71.30,6.24,,,,,,
54.00,-117.28,3778,70.40,6.04,,,,,,
54.00,-117.26,3780,70.68,5.84,,,,,,
54.00,-117.24,3780,70.90,5.64,,,,,,
54.00,-117.22,3748,70.21,5.46,,,,,,
54.00,-117.20,3726,69.88,5.29,,,,,,
54.00,-117.18,3712,69.72,5.16,,,,,,
54.00,-117.16,3686,69.21,5.07,,,,,,
54.00,-117.14,3643,68.17,5.02,,,,,,
54.00,-117.12,3653,68.70,5.01,,,,,,
54.00,-117.10,3635,68.36,5.04,,,,,,
54.00,-117.08,3612,67.79,5.10,,,,,,
54.00,-117.06,3587,67.05,5.17,,,,,,
54.00,-117.04,3551,65.94,5.25,,,,,,
54.00,-117.02,3507,64.59,5.33,,,,,,
54.00,-117.00,3484,63.81,5.40,,,,,,
54.00,-116.98,3445,62.55,5.46,,,,,,
54.00,-116.96,3415,61.48,5.51,,,,,,
54.00,-116.94,3420,61.42,5.55,,,,,,
54.00,-116.92,3423,61.28,5.59,,,,,,
54.00,-116.90,3426,61.09,5.60,,,,,,
54.00,-116.88,3382,59.50,5.61,,,,,,
54.00,-116.86,3337,57.83,5.61,,,,,,
54.00,-116.84,3305,56.54,5.60,,,,,,
54.00,-116.82,3315,56.40,5.57,,,,,,
54.00,-116.80,3313,55.87,5.54,,,,,,
54.00,-116.78,3348,56.42,5.49,,,,,,
54.00,-116.76,3388,57.09,5.43,,,,,,
54.00,-116.74,3467,58.87,5.36,,,,,,
54.00,-116.72,3516,59.78,5.29,,,,,,
54.00,-116.70,3579,61.09,5.22,,,,,,
54.00,-116.68,3510,58.53,5.16,,,,,,
54.00,-116.66,3418,55.30,5.12,,,,,,
54.00,-116.64,3354,52.94,5.09,,,,,,
54.00,-116.62,3331,51.77,5.10,,,,,,
54.00,-116.60,3344,51.67,5.14,,,,,,
54.00,-116.58,3371,52.04,5.21,,,,,,
54.00,-116.56,3353,51.15,5.31,,,,,,
54.00,-116.54,3368,51.26,5.44,,,,,,
54.00,-116.52,3295,48.92,5.58,,,,,,
54.00,-116.50,3275,48.16,5.74,,,,,,
54.00,-116.48,3257,47.53,5.90,,,,,,
54.00,-116.46,3277,48.06,6.07,,,,,,
54.00,-116.44,3309,48.98,6.24,,,,,,
54.00,-116.42,3259,47.61,6.40,,,,,,
54.00,-116.40,3295,48.78,6.57,,,,,,
54.00,-116.38,3253,47.70,6.72,,,,,,
54.00,-116.36,3175,45.66,6.87,,,,,,
54.00,-116.34,3138,44.83,7.01,,,,,,
54.00,-116.32,3073,43.23,7.14,,,,,,
54.00,-116.30,3102,44.37,7.26,,,,,,
54.00,-116.28,3120,45.24,7.37,,,,,,
54.00,-116.26,3193,47.73,7.47,,,,,,
54.00,-116.24,3203,48.39,7.57,,,,,,
54.00,-116.22,3145,47.06,7.66,,,,,,
54.00,-116.20,3109,46.33,7.74,,,,,,
54.00,-116.18,3034,44.49,7.81,,,,,,
54.00,-116.16,3030,44.69,7.88,,,,,,
54.00,-116.14,3078,46.40,7.93,,,,,,
54.00,-116.12,3102,47.44,7.98,,,,,,
54.00,-116.10,3110,48.05,8.01,,,,,,
54.00,-116.08,3131,49.00,8.05,,,,,,
54.00,-116.06,3082,47.92,8.07,,,,,,
54.00,-116.04,3001,45.92,8.09,,,,,,
54.00,-116.02,2931,44.23,8.11,,,,,,
54.00,-116.00,2919,44.23,8.12,,,,,,
54.00,-115.98,2890,43.73,8.13,,,,,,
54.00,-115.96,2898,44.26,8.13,,,,,,
54.00,-115.94,2843,42.97,8.14,,,,,,
54.00,-115.92,2791,41.60,8.14,,,,,,
54.00,-115.90,2752,40.48,8.14,,,,,,
54.00,-115.88,2700,39.01,8.14,,,,,,
54.00,-115.86,2658,37.79,8.14,,,,,,
54.00,-115.84,2595,35.97,8.14,,,,,,
54.00,-115.82,2592,35.86,8.14,,,,,,
54.00,-115.80,2634,37.08,8.14,,,,,,
54.00,-115.78,2676,38.32,8.14,,,,,,
54.00,-115.76,2687,38.64,8.14,,,,,,
54.00,-115.74,2748,40.43,8.14,,,,,,
54.00,-115.72,2760,40.78,8.14,,,,,,
54.00,-115.70,2734,40.01,8.14,,,,,,
54.00,-115.68,2696,38.90,8.14,,,,,,
54.00,-115.66,2668,38.10,8.14,,,,,,
54.00,-115.64,2652,37.63,8.14,,,,,,
54.00,-115.62,2613,36.48,8.14,,,,,,
54.00,-115.60,2617,36.59,8.14,,,,,,
54.00,-115.58,2588,35.75,8.14,,,,,,
54.00,-115.56,2531,34.09,8.14,,,,,,
54.00,-115.54,2560,34.94,8.14,,,,,,
54.00,-115.52,2585,35.68,8.14,,,,,,
54.00,-115.50,2553,34.75,8.14,,,,,,
54.02,-118.50,5296,114.55,8.14,,,,,,
54.02,-118.48,5357,116.34,8.14,,,,,,
54.02,-118.46,5359,116.39,8.14,,,,,,
54.02,-118.44,5344,115.96,8.14,,,,,,
54.02,-118.42,5292,114.43,8.14,,,,,,
54.02,-118.40,5234,112.76,8.14,,,,,,
54.02,-118.38,5198,111.70,8.14,,,,,,
54.02,-118.36,5173,110.97,8.14,,,,,,
54.02,-118.34,5142,110.09,8.14,,,,,,
54.02,-118.32,5095,108.70,8.14,,,,,,
54.02,-118.30,5049,107.38,8.14,,,,,,
54.02,-118.28,4978,105.29,8.14,,,,,,
54.02,-118.26,4925,103.77,8.14,,,,,,
54.02,-118.24,4898,102.97,8.14,,,,,,
54.02,-118.22,4910,103.32,8.14,,,,,,
54.02,-118.20,4914,103.44,8.14,,,,,,
54.02,-118.18,4910,103.32,8.14,,,,,,
54.02,-118.16,4904,103.14,8.14,,,,,,
54.02,-118.14,4945,104.34,8.14,,,,,,
54.02,-118.12,4897,102.94,8.14,,,,,,
54.02,-118.10,4826,100.81,8.14,,,,,,
54.02,-118.08,4757,98.61,8.14,,,,,,
54.02,-118.06,4764,98.53,8.14,,,,,,
54.02,-118.04,4787,98.88,8.14,,,,,,
54.02,-118.02,4748,97.45,8.14,,,,,,
54.02,-118.00,4702,95.82,8.13,,,,,,
54.02,-117.98,4674,94.73,8.13,,,,,,
54.02,-117.96,4626,93.07,8.13,,,,,,
54.02,-117.94,4577,91.38,8.12,,,,,,
54.02,-117.92,4557,90.56,8.12,,,,,,
54.02,-117.90,4536,89.72,8.11,,,,,,
54.02,-117.88,4524,89.17,8.11,,,,,,
54.02,-117.86,4486,87.89,8.10,,,,,,
54.02,-117.84,4461,86.99,8.09,,,,,,
54.02,-117.82,4435,86.13,8.08,,,,,,
54.02,-117.80,4413,85.40,8.07,,,,,,
54.02,-117.78,4384,84.47,8.06,,,,,,
54.02,-117.76,4359,83.73,8.05,,,,,,
54.02,-117.74,4356,83.60,8.04,,,,,,
54.02,-117.72,4341,83.16,8.02,,,,,,
54.02,-117.70,4327,82.78,8.01,,,,,,
54.02,-117.68,4331,82.93,7.99,,,,,,
54.02,-117.66,4242,80.45,7.97,,,,,,
54.02,-117.64,4201,79.34,7.94,,,,,,
54.02,-117.62,4143,77.73,7.91,,,,,,
54.02,-117.60,4115,76.97,7.88,,,,,,
54.02,-117.58,4070,75.78,7.84,,,,,,
54.02,-117.56,4087,76.35,7.79,,,,,,
54.02,-117.54,4060,75.76,7.74,,,,,,
54.02,-117.52,4038,75.32,7.68,,,,,,
54.02,-117.50,4005,74.64,7.61,,,,,,
54.02,-117.48,3969,73.87,7.54,,,,,,
54.02,-117.46,3926,72.92,7.45,,,,,,
54.02,-117.44,3905,72.57,7.36,,,,,,
54.02,-117.42,3878,72.03,7.25,,,,,,
54.02,-117.40,3882,72.35,7.13,,,,,,
54.02,-117.38,3863,72.01,7.01,,,,,,
54.02,-117.36,3831,71.24,6.87,,,,,,
54.02,-117.34,3809,70.74,6.73,,,,,,
54.02,-117.32,3801,70.69,6.57,,,,,,
54.02,-117.30,3780,70.23,6.41,,,,,,
54.02,-117.28,3742,69.28,6.25,,,,,,
54.02,-117.26,3726,69.00,6.09,,,,,,
54.02,-117.24,3747,69.89,5.93,,,,,,
54.02,-117.22,3747,70.18,5.78,,,,,,
54.02,-117.20,3720,69.63,5.64,,,,,,
54.02,-117.18,3680,68.66,5.52,,,,,,
54.02,-117.16,3640,67.66,5.43,,,,,,
54.02,-117.14,3634,67.64,5.36,,,,,,
54.02,-117.12,3667,68.80,5.32,,,,,,
54.02,-117.10,3648,68.37,5.30,,,,,,
54.02,-117.08,3621,67.74,5.30,,,,,,
54.02,-117.06,3628,68.04,5.31,,,,,,
54.02,-117.04,3577,66.56,5.33,,,,,,
54.02,-117.02,3519,64.71,5.35,,,,,,
54.02,-117.00,3517,64.47,5.37,,,,,,
54.02,-116.98,3530,64.61,5.39,,,,,,
54.02,-116.96,3537,64.59,5.41,,,,,,
54.02,-116.94,3495,63.13,5.42,,,,,,
54.02,-116.92,3465,61.98,5.43,,,,,,
54.02,-116.90,3424,60.49,5.44,,,,,,
54.02,-116.88,3393,59.27,5.45,,,,,,
54.02,-116.86,3375,58.35,5.46,,,,,,
54.02,-116.84,3336,56.80,5.46,,,,,,
54.02,-116.82,3270,54.44,5.46,,,,,,
54.02,-116.80,3267,53.90,5.45,,,,,,
54.02,-116.78,3275,53.59,5.44,,,,,,
54.02,-116.76,3345,55.11,5.42,,,,,,
54.02,-116.74,3420,56.71,5.39,,,,,,
54.02,-116.72,3411,55.85,5.35,,,,,,
54.02,-116.70,3466,56.84,5.31,,,,,,
54.02,-116.68,3476,56.50,5.28,,,,,,
54.02,-116.66,3396,53.56,5.25,,,,,,
54.02,-116.64,3338,51.26,5.24,,,,,,
54.02,-116.62,3276,48.86,5.25,,,,,,
54.02,-116.60,3299,49.01,5.27,,,,,,
54.02,-116.58,3308,48.80,5.32,,,,,,
54.02,-116.56,3300,48.16,5.40,,,,,,
54.02,-116.54,3388,50.41,5.49,,,,,,
54.02,-116.52,3367,49.57,5.61,,,,,,
54.02,-116.50,3269,46.56,5.74,,,,,,
54.02,-116.48,3201,44.51,5.88,,,,,,
54.02,-116.46,3244,45.77,6.04,,,,,,
54.02,-116.44,3307,47.65,6.19,,,,,,
54.02,-116.42,3220,45.26,6.35,,,,,,
54.02,-116.40,3253,46.40,6.51,,,,,,
54.02,-116.38,3265,46.96,6.66,,,,,,
54.02,-116.36,3162,44.24,6.81,,,,,,
54.02,-116.34,3117,43.24,6.95,,,,,,
54.02,-116.32,3048,41.56,7.08,,,,,,
54.02,-116.30,3104,43.54,7.20,,,,,,
54.02,-116.28,3140,44.93,7.32,,,,,,
54.02,-116.26,3158,45.89,7.42,,,,,,
54.02,-116.24,3177,46.91,7.52,,,,,,
54.02,-116.22,3162,46.93,7.61,,,,,,
54.02,-116.20,3100,45.59,7.69,,,,,,
54.02,-116.18,3021,43.68,7.77,,,,,,
54.02,-116.16,2992,43.21,7.84,,,,,,
54.02,-116.14,3055,45.41,7.90,,,,,,
54.02,-116.12,3110,47.37,7.95,,,,,,
54.02,-116.10,3075,46.68,7.99,,,,,,
54.02,-116.08,3076,47.04,8.03,,,,,,
54.02,-116.06,3061,46.96,8.05,,,,,,
54.02,-116.04,3005,45.69,8.08,,,,,,
54.02,-116.02,2924,43.71,8.10,,,,,,
54.02,-116.00,2895,43.22,8.11,,,,,,
54.02,-115.98,2847,42.18,8.12,,,,,,
54.02,-115.96,2830,42.02,8.13,,,,,,
54.02,-115.94,2791,41.24,8.13,,,,,,
54.02,-115.92,2748,40.27,8.14,,,,,,
54.02,-115.90,2717,39.49,8.14,,,,,,
54.02,-115.88,2670,38.13,8.14,,,,,,
54.02,-115.86,2642,37.32,8.14,,,,,,
54.02,-115.84,2594,35.93,8.14,,,,,,
54.02,-115.82,2565,35.10,8.14,,,,,,
54.02,-115.80,2628,36.92,8.14,,,,,,
54.02,-115.78,2650,37.57,8.14,,,,,,
54.02,-115.76,2691,38.77,8.14,,,,,,
54.02,-115.74,2784,41.47,8.14,,,,,,
54.02,-115.72,2915,45.28,8.14,,,,,,
54.02,-115.70,2807,42.13,8.14,,,,,,
54.02,-115.68,2662,37.92,8.14,,,,,,
54.02,-115.66,2621,36.72,8.14,,,,,,
54.02,-115.64,2574,35.35,8.14,,,,,,
54.02,-115.62,2571,35.25,8.14,,,,,,
54.02,-115.60,2551,34.69,8.14,,,,,,
54.02,-115.58,2544,34.49,8.14,,,,,,
54.02,-115.56,2500,33.19,8.14,,,,,,
54.02,-115.54,2518,33.72,8.14,,,,,,
54.02,-115.52,2520,33.77,8.14,,,,,,
54.02,-115.50,2541,34.40,8.14,,,,,,
54.04,-118.50,5254,113.34,8.14,,,,,,
54.04,-118.48,5302,114.74,8.14,,,,,,
54.04,-118.46,5293,114.46,8.14,,,,,,
54.04,-118.44,5292,114.45,8.14,,,,,,
54.04,-118.42,5263,113.59,8.14,,,,,,
54.04,-118.40,5233,112.72,8.14,,,,,,
54.04,-118.38,5182,111.23,8.14,,,,,,
54.04,-118.36,5147,110.22,8.14,,,,,,
54.04,-118.34,5128,109.67,8.14,,,,,,
54.04,-118.32,5080,108.28,8.14,,,,,,
54.04,-118.30,5030,106.83,8.14,,,,,,
54.04,-118.28,5000,105.95,8.14,,,,,,
54.04,-118.26,4963,104.88,8.14,,,,,,
54.04,-118.24,4892,102.80,8.14,,,,,,
54.04,-118.22,4850,101.58,8.14,,,,,,
54.04,-118.20,4830,101.01,8.14,,,,,,
54.04,-118.18,4823,100.78,8.14,,,,,,
54.04,-118.16,4822,100.78,8.14,,,,,,
54.04,-118.14,4834,101.08,8.14,,,,,,
54.04,-118.12,4857,101.59,8.14,,,,,,
54.04,-118.10,4832,100.60,8.14,,,,,,
54.04,-118.08,4777,98.68,8.14,,,,,,
54.04,-118.06,4755,97.73,8.14,,,,,,
54.04,-118.04,4742,97.04,8.14,,,,,,
54.04,-118.02,4714,95.94,8.13,,,,,,
54.04,-118.00,4668,94.32,8.13,,,,,,
54.04,-117.98,4635,93.09,8.12,,,,,,
54.04,-117.96,4616,92.28,8.12,,,,,,
54.04,-117.94,4591,91.31,8.11,,,,,,
54.04,-117.92,4554,90.01,8.10,,,,,,
54.04,-117.90,4553,89.76,8.09,,,,,,
54.04,-117.88,4531,88.93,8.08,,,,,,
54.04,-117.86,4499,87.86,8.07,,,,,,
54.04,-117.84,4509,88.01,8.06,,,,,,
54.04,-117.82,4477,86.97,8.04,,,,,,
54.04,-117.80,4425,85.40,8.03,,,,,,
54.04,-117.78,4404,84.74,8.02,,,,,,
54.04,-117.76,4361,83.50,8.00,,,,,,
54.04,-117.74,4364,83.57,7.99,,,,,,
54.04,-117.72,4377,83.93,7.97,,,,,,
54.04,-117.70,4376,83.93,7.96,,,,,,
54.04,-117.68,4344,83.06,7.94,,,,,,
54.04,-117.66,4305,82.00,7.91,,,,,,
54.04,-117.64,4275,81.18,7.89,,,,,,
54.04,-117.62,4220,79.64,7.86,,,,,,
54.04,-117.60,4123,77.02,7.83,,,,,,
54.04,-117.58,4089,76.20,7.79,,,,,,
54.04,-117.56,4056,75.41,7.75,,,,,,
