config.b190k1680mu0700j02s16t08,
   1   9   3   2,0.0026507329394096701067
   1   9   4   2,5.2612693596893736134e-05
   1   9   5   2,-0.0085316892057912402381
   1   9   6   2,-0.019236302257426469292
   1   9   7   2,-0.013889491997364394535
   1   9   8   2,0.0026086893912438064227
   1   9   9   2, 0.011060834763189367896
   1   9  10   2,  0.01405494400326423414
   1   9  11   2, 0.015864744409337262071
   1   9  12   2, 0.016783177675665367223
   1   9  13   2, 0.015489206058442167926
   1   9  14   2, 0.011256508574139623136
   1   9  15   2,0.0061224138737812705893
   1  10   0   2,0.0095304185259260133789
   1  10   1   2,0.0050450819646754713199
   1  10   2   2,0.0051328893649331720772
   1  10   3   2,0.0075177855411040711911
   1  10   4   2, 0.011297453697006437645
   1  10   5   2, 0.020368844246578178547
   1  10   6   2, 0.045894488975036951128
   1  10   7   2,  0.08240029311183806604
   1  10   8   2,  0.08405764676569671412
   1  10   9   2, 0.057079461751200280539
   1  10  10   2, 0.039992454539370260458
   1  10  11   2, 0.036486707147433995735
   1  10  12   2, 0.040154171332618546209
   1  10  13   2, 0.043125015194269721019
   1  10  14   2, 0.035300269560534391911
   1  10  15   2, 0.019643174705838321176
   1  11   0   2, 0.025920552524957882201
   1  11   1   2, 0.011299635072353106727
   1  11   2   2, 0.012117868578531348217
   1  11   3   2, 0.019901676698006846855
   1  11   4   2, 0.033943639361863515991
   1  11   5   2, 0.068705939670267099362
   1  11   6   2,  0.15237457383129204835
   1  11   7   2,  0.25631678726868700746
   1  11   8   2,  0.24150534268236825697
   1  11   9   2,  0.14446675398719460715
   1  11  10   2, 0.089072787997556399087
   1  11  11   2, 0.079831150586212484832
   1  11  12   2,  0.10205233723757357878
   1  11  13   2,  0.13644433531518204705
   1  11  14   2,  0.12726822023680467444
   1  11  15   2, 0.066685790548022066959
   1  12   0   2, 0.060222734300638652849
   1  12   1   2, 0.023264329016963843783
   1  12   2   2, 0.025954895828489664422
   1  12   3   2, 0.040770749552622852219
   1  12   4   2, 0.062068910285052972253
   1  12   5   2,  0.11519384411249494748
   1  12   6   2,  0.24370252115673879389
   1  12   7   2,  0.39790711681363555297
   1  12   8   2,  0.35935431260529049347
   1  12   9   2,  0.20653595982378256113
   1  12  10   2,  0.12679636515132330921
   1  12  11   2,  0.12160489745951089113
   1  12  12   2,  0.19514591952982290879
   1  12  13   2,  0.33697565851601862796
   1  12  14   2,  0.36418929057272253491
   1  12  15   2,   0.1820697766086235847
   1  13   0   2, 0.077234099123314067792
   1  13   1   2, 0.032137564924397024613
   1  13   2   2, 0.037760521432224296301
   1  13   3   2, 0.051375461396676036507
   1  13   4   2, 0.062968919451521165875
   1  13   5   2,  0.10043263614365571801
   1  13   6   2,  0.19124776083590838693
   1  13   7   2,  0.27402060030174629768
   1  13   8   2,  0.22083274610276754091
   1  13   9   2,  0.13681678471771635541
   1  13  10   2, 0.099400958540555278686
   1  13  11   2, 0.095479154117541126245
   1  13  12   2,  0.19452304327350589119
   1  13  13   2,  0.40173328163183241735
   1  13  14   2,  0.45746704449942870996
   1  13  15   2,  0.23072393284900080679
   1  14   0   2, 0.053101039613688415242
   1  14   1   2, 0.029483379288623445119
   1  14   2   2, 0.034445736178726808763
   1  14   3   2, 0.036471830587972514648
   1  14   4   2, 0.033095110842609395951
   1  14   5   2, 0.047747191778921296845
   1  14   6   2, 0.086719530408474215788
   1  14   7   2,  0.10239772961841574206
   1  14   8   2, 0.071035236427381784341
   1  14   9   2,  0.10431255654475690697
   1  14  10   2,  0.12660988859320018718
   1  14  11   2, 0.066354323898948130989
   1  14  12   2,  0.10702441294783401893
   1  14  13   2,  0.22465699318540993668
   1  14  14   2,  0.24715246323420791974
   1  14  15   2,  0.13290028220002314541
   1  15   0   2, 0.027770137255608406263
   1  15   1   2, 0.021973490938878653678
   1  15   2   2, 0.022769445270789764879
   1  15   3   2, 0.016263297637932938589
   1  15   4   2, 0.008009586197778610292
   1  15   5   2, 0.014479623770163516788
   1  15   6   2, 0.036772473007763449571
   1  15   7   2, 0.057293047066032845582
   1  15   8   2,  0.11824790149989472532
   1  15   9   2,   0.3737875957821856221
   1  15  10   2,  0.46768165018829765955
   1  15  11   2,  0.18292038513479169648
   1  15  12   2, 0.085275684482557317923
   1  15  13   2, 0.094654031791787426875
   1  15  14   2, 0.088446165801035273035
   1  15  15   2, 0.051184420555672488495
   2   0   0   2, 0.017957132808875640728
   2   0   1   2,  0.01364893409426426972
   2   0   2   2,0.0084144528096957715846
   2   0   3   2,0.00082551661810068184544
   2   0   4   2,-0.0048313037831782422102
   2   0   5   2,-0.0038182403969317072097
   2   0   6   2, 0.011513283169948878779
   2   0   7   2, 0.068975363640235001772
   2   0   8   2,  0.25702398773770207541
   2   0   9   2,  0.72585382443454771195
   2   0  10   2,  0.81711143469967895125
   2   0  11   2,   0.3394925211770503104
   2   0  12   2,  0.13143777565153960674
   2   0  13   2, 0.062854252957982581496
   2   0  14   2,  0.03803157630516978277
   2   0  15   2, 0.024517948749786837997
   2   1   0   2, 0.029605713365763390577
   2   1   1   2, 0.020264913872836395892
   2   1   2   2, 0.010033072796514492034
   2   1   3   2,0.00089614237246223027444
   2   1   4   2,-0.0034026782757351345041
   2   1   5   2,-0.0027270214609906103138
   2   1   6   2,0.0053537350163108069628
   2   1   7   2, 0.047781426946967200942
   2   1   8   2,  0.17644395392338133033
   2   1   9   2,  0.45671796715163914815
   2   1  10   2,  0.73832659575443937428
   2   1  11   2,   0.9923061545099531866
   2   1  12   2,  0.72716813697107685055
   2   1  13   2,  0.24478730129010201066
   2   1  14   2, 0.076555937952199865082
   2   1  15   2, 0.038514193022037880587
   2   2   0   2, 0.059644991028983448955
   2   2   1   2, 0.039257690860897774543
   2   2   2   2, 0.019459454300060248511
   2   2   3   2, 0.006124526966664870474
   2   2   4   2,0.0013963647618402390965
   2   2   5   2,0.0026248764611715423058
   2   2   6   2,0.0057615976883116969479
   2   2   7   2, 0.020852267344740500754
   2   2   8   2, 0.066797265114708639921
   2   2   9   2,  0.21250607209404098752
   2   2  10   2,  0.93384934244912809476
   2   2  11   2,   3.0848840736224887316
   2   2  12   2,   2.7018577123314617694
   2   2  13   2,  0.70707421859623931226
   2   2  14   2,  0.15836711279732879065
   2   2  15   2, 0.072808272557654499235
   2   3   0   2, 0.089382296929103099981
   2   3   1   2, 0.060516594545521634751
   2   3   2   2, 0.030521050997759448936
   2   3   3   2, 0.012269023269967760381
   2   3   4   2, 0.005267878940457147198
   2   3   5   2,0.0055281532553021189152
   2   3   6   2, 0.007567947078020064583
   2   3   7   2, 0.012412989846512156519
   2   3   8   2, 0.030213721545681380964
   2   3   9   2,  0.12346237095100129344
   2   3  10   2,  0.68556104693966424257
   2   3  11   2,   2.3889544999358487409
   2   3  12   2,   2.1493905302034264082
   2   3  13   2,  0.56716932601708758277
   2   3  14   2,  0.12960352248556702981
   2   3  15   2, 0.085698842286806006796
   2   4   0   2, 0.083092090935446893951
   2   4   1   2, 0.058491849363781142634
   2   4   2   2, 0.030059726119800102284
   2   4   3   2, 0.013141499314797843237
   2   4   4   2,0.0061221843811642157746
   2   4   5   2,0.0050818762057759144651
   2   4   6   2,0.0061554661804789842505
   2   4   7   2,0.0086555823039893859533
   2   4   8   2, 0.017179321740774453064
   2   4   9   2, 0.055659861523004824924
   2   4  10   2,  0.22018439346730694917
   2   4  11   2,  0.57606769670527901983
   2   4  12   2,   0.5175555433312625242
   2   4  13   2,  0.16962307682538585452
   2   4  14   2,  0.05623450104247224024
   2   4  15   2, 0.067267352011018452518
   2   5   0   2, 0.044994827028131137436
   2   5   1   2, 0.033421451628669607281
   2   5   2   2, 0.018540029016237986187
   2   5   3   2,0.0091623829428534569325
   2   5   4   2,0.0048928512164465127673
   2   5   5   2,0.0034285585488610438067
   2   5   6   2,0.0031822572823477050796
   2   5   7   2,0.0043505746621391545512
   2   5   8   2,0.0083877553733070608216
   2   5   9   2, 0.020163924938977496187
   2   5  10   2, 0.052538616288846748392
   2   5  11   2,  0.10129072903622486634
   2   5  12   2, 0.092091507577667916506
   2   5  13   2, 0.042306237466487608967
   2   5  14   2, 0.026262046263238799509
   2   5  15   2, 0.037812050379314621207
   2   6   0   2, 0.016798193853054751296
   2   6   1   2, 0.013730400483008560475
   2   6   2   2,0.0091247432669214843109
   2   6   3   2,0.0056901942366996650577
   2   6   4   2,0.0034646185666328387781
   2   6   5   2,0.0012973778144287763207
   2   6   6   2,-0.0007649183327056096552
   2   6   7   2,-0.00079240327516298279462
   2   6   8   2,0.0020811686106449829234
   2   6   9   2, 0.007240289215807807835
   2   6  10   2, 0.014911498114374163379
   2   6  11   2, 0.022696904217755109467
   2   6  12   2, 0.021999417487050532127
   2   6  13   2, 0.015461068750874275637
   2   6  14   2, 0.013268007711903865783
   2   6  15   2,  0.01576386317107308227
   2   7   0   2,0.0056709894333057554033
   2   7   1   2,0.0058248920992027457613
   2   7   2   2,0.0052087164340442453775
   2   7   3   2, 0.003997403621963386243
   2   7   4   2,0.0018579321235204417778
   2   7   5   2,-0.0022240952364624270478
   2   7   6   2,-0.007103390366347987761
   2   7   7   2,-0.0079983826049789472079
   2   7   8   2,-0.0035278693306154016926
   2   7   9   2,0.0025071980839762482429
   2   7  10   2,0.0077022967660667351897
   2   7  11   2,  0.01103008454251842331
   2   7  12   2, 0.011349585825387260851
   2   7  13   2,0.0093322006599000171395
   2   7  14   2,0.0069673427685298531045
   2   7  15   2,0.0055484921024348743054
   2   8   0   2,0.0040170783371512646873
   2   8   1   2,0.0044454704350040319047
   2   8   2   2,0.0043220564752706365497
   2   8   3   2, 0.003126789486833859294
   2   8   4   2,3.6133117309228128533e-05
   2   8   5   2,-0.0062025700219713146566
   2   8   6   2,-0.013619477271742773741
   2   8   7   2, -0.01433654055511693684
   2   8   8   2,-0.0067746678210711657603
   2   8   9   2,0.0017808646224370388179
   2   8  10   2,0.0079199894914628345133
   2   8  11   2, 0.011440631106745677986
   2   8  12   2, 0.012192377833743944446
   2   8  13   2, 0.010273328654795273532
   2   8  14   2, 0.006826812788851877728
   2   8  15   2,0.0041022368680650863823
   2   9   0   2,0.0076333411613607807245
   2   9   1   2,0.0061536601196743095574
   2   9   2   2,0.0048195720552335723219
   2   9   3   2,0.0029423012907526572245
   2   9   4   2,-0.00050380357052164786991
   2   9   5   2,-0.0060154515316552005511
   2   9   6   2,-0.010570792769194752025
   2   9   7   2,-0.0075345856050728042541
   2   9   8   2, 0.001210222518013761607
   2   9   9   2,0.0086303669494991446659
   2   9  10   2, 0.014056858147499356679
   2   9  11   2, 0.018150433566131142504
   2   9  12   2, 0.020216413883668172408
   2   9  13   2, 0.018839166478863633714
   2   9  14   2, 0.014219058283097205098
   2   9  15   2,0.0097241690694581505577
   2  10   0   2, 0.016180441082476647308
   2  10   1   2, 0.010134917694316758832
   2  10   2   2,0.0067941919781850795834
   2  10   3   2,0.0046176117454684757757
   2  10   4   2,0.0024290646990237380748
   2  10   5   2,0.0019605669633626547979
   2  10   6   2,0.0084180650847463615871
   2  10   7   2, 0.021857629045152107694
   2  10   8   2, 0.029125587892935411033
   2  10   9   2, 0.028712209232797228364
   2  10  10   2, 0.030211133938993543768
   2  10  11   2, 0.035697495043903348932
   2  10  12   2, 0.042803538621082361237
   2  10  13   2, 0.045028691777605961422
   2  10  14   2, 0.036724836894530710207
   2  10  15   2, 0.024835840319690632993
   2  11   0   2, 0.030659358876189618526
   2  11   1   2, 0.017074080773841236042
   2  11   2   2, 0.012169894623241965526
   2  11   3   2, 0.010880899616986227166
   2  11   4   2, 0.011347019313941903579
   2  11   5   2, 0.018309716140919966854
   2  11   6   2, 0.040488286676478135728
   2  11   7   2, 0.069907974002459946639
   2  11   8   2, 0.074419061079951123738
   2  11   9   2, 0.061048238083174638513
   2  11  10   2, 0.057508299492367208339
   2  11  11   2, 0.069191649472325825188
   2  11  12   2, 0.095868186419980988555
   2  11  13   2,  0.11896958071262977996
   2  11  14   2,  0.10073593080185754001
   2  11  15   2, 0.057653364328111147974
   2  12   0   2, 0.050619190681333123272
   2  12   1   2, 0.025908719771110044067
   2  12   2   2,  0.02071108053742344926
   2  12   3   2, 0.020936467943176315099
   2  12   4   2, 0.023032322988405198871
   2  12   5   2, 0.034526769860304180881
   2  12   6   2, 0.066283035770865292302
   2  12   7   2,  0.10289599823065841144
   2  12   8   2,  0.10027750975603240413
   2  12   9   2, 0.078653954002999043604
   2  12  10   2, 0.076152035096109710333
   2  12  11   2,  0.10044661420781506034
   2  12  12   2,  0.17313162215554511736
   2  12  13   2,  0.27082519382706976563
   2  12  14   2,  0.25404212109483026438
   2  12  15   2,   0.1231972897274305756
   2  13   0   2, 0.064257194727268845957
   2  13   1   2, 0.030330009492554529937
   2  13   2   2, 0.025003049511799772114
   2  13   3   2, 0.024582957139328780183
   2  13   4   2, 0.024014309357586624549
   2  13   5   2, 0.032076966976752628591
   2  13   6   2, 0.056730996301585963348
   2  13   7   2, 0.078393849916003940925
   2  13   8   2, 0.066207467730297286934
   2  13   9   2, 0.055037604046183428996
   2  13  10   2,  0.06242937646473546015
   2  13  11   2, 0.082984373159851188007
   2  13  12   2,  0.17871715353077846644
   2  13  13   2,  0.33687630137609958503
   2  13  14   2,  0.34353832755592506043
   2  13  15   2,  0.16950691801696035621
   2  14   0   2, 0.049715062339225429833
   2  14   1   2, 0.025283268552615777158
   2  14   2   2, 0.020398217457537167613
   2  14   3   2, 0.016689226238299881278
   2  14   4   2, 0.012248518721004488657
   2  14   5   2,   0.0158431715896981129
   2  14   6   2,  0.03192469019891938653
   2  14   7   2, 0.044492058957190397384
   2  14   8   2, 0.044254657195431708339
   2  14   9   2, 0.078879672789489638229
   2  14  10   2,  0.09974070622815554843
   2  14  11   2, 0.059442270928973459099
   2  14  12   2,  0.10283027014193840687
   2  14  13   2,  0.20289441426690929537
   2  14  14   2,  0.21258457104255842895
   2  14  15   2,  0.11658386754325004986
   2  15   0   2, 0.027430405695064580263
   2  15   1   2, 0.017657558215603622043
   2  15   2   2, 0.013315010765256575509
   2  15   3   2,0.0071501575873158772223
   2  15   4   2,0.0016594316412827255468
   2  15   5   2,0.0041134282626730982527
   2  15   6   2, 0.019726234302022169903
   2  15   7   2, 0.050832000266047040749
   2  15   8   2,  0.13304392217402105647
   2  15   9   2,  0.36128704078007994882
   2  15  10   2,  0.41586155739755736871
   2  15  11   2,  0.15490613886186552217
   2  15  12   2,  0.07430021047711934945
   2  15  13   2, 0.085067716273985030662
   2  15  14   2, 0.081678964111059237929
   2  15  15   2,  0.05036219868456411064
   3   0   0   2, 0.018982564660337073598
   3   0   1   2, 0.011225955231077649338
   3   0   2   2, 0.004201778709084682227
   3   0   3   2,-0.0010172219156478834803
   3   0   4   2,-0.0062353059626114410927
   3   0   5   2, -0.01816679777123495626
   3   0   6   2,-0.025697882197195605347
   3   0   7   2, 0.019940671909712465171
   3   0   8   2,  0.12044156221058052725
   3   0   9   2,  0.27774910854551704276
