Ref. No.,Supplier Name,Payment Date,Invoice NET £,Directorate,Cost Type
Aug2177,AVALON ENTERPRISE (UK) LTD,6-Aug-10,"1,388.80",Adult Services,Private Contractors
Aug2209,MAIDSTONE CARE CENTRE,6-Aug-10,"1,407.26",Adult Services,Private Contractors
Aug2219,KIMBERLEY RESIDENTIAL HOME,6-Aug-10,"1,417.85",Adult Services,Private Contractors
Aug2223,MH COMMUNITY CARE LIMITED,6-Aug-10,"1,423.80",Adult Services,Private Contractors
Aug2368,AVALON ENTERPRISE (UK) LTD,6-Aug-10,"1,506.68",Adult Services,Private Contractors
Aug2483,FIRST CALL CARE SERVICES LTD T/A PEOPLE TO PEOPLE,6-Aug-10,"1,574.88",Adult Services,Private Contractors
Aug2695,KENT TOP TEMPS LTD,6-Aug-10,"1,636.31",Adult Services,Agency Staff
Aug2719,GRAINGER TUBOLT LTD,6-Aug-10,"1,659.06",Adult Services,Personal Expenses/Adaptations
Aug2722,SCOTTS PROJECT TRUST,6-Aug-10,"1,660.40",Adult Services,Private Contractors
Aug2797,SCOTTS PROJECT TRUST,6-Aug-10,"1,716.28",Adult Services,Private Contractors
Aug2799,FIRST CALL CARE SERVICES LTD T/A PEOPLE TO PEOPLE,6-Aug-10,"1,725.27",Adult Services,Private Contractors
Aug2924,SCOTTS PROJECT TRUST,6-Aug-10,"1,754.32",Adult Services,Private Contractors
Aug2959,KENT TOP TEMPS LTD,6-Aug-10,"1,761.70",Adult Services,Agency Staff
Aug3003,SPINAL HOME CARE,6-Aug-10,"1,771.88",Adult Services,Private Contractors
Aug3043,DIRECT CARE (KENT)#ME6 5DF,6-Aug-10,"1,812.50",Adult Services,Private Contractors
Aug3096,MCCH SOCIETY LTD,6-Aug-10,"1,857.08",Adult Services,Private Contractors
Aug3276,INSPIRE COMMUNITY TRUST#DA8 2DH,6-Aug-10,"1,920.00",Adult Services,Private Contractors
Aug3278,KENT TOP TEMPS LTD,6-Aug-10,"1,921.49",Adult Services,Agency Staff
Aug3398,GILLIAN PHILP#ME14 4HB,6-Aug-10,"2,000.00",Adult Services,Capital Grants and Advances
Aug3706,ASHLEY GARDENS CARE,6-Aug-10,"2,260.44",Adult Services,Private Contractors
Aug3707,ASHLEY GARDENS CARE,6-Aug-10,"2,260.44",Adult Services,Private Contractors
Aug3708,ASHLEY GARDENS CARE,6-Aug-10,"2,260.44",Adult Services,Private Contractors
Aug3709,ASHLEY GARDENS CARE,6-Aug-10,"2,260.44",Adult Services,Private Contractors
Aug3710,ASHLEY GARDENS CARE,6-Aug-10,"2,260.44",Adult Services,Private Contractors
Aug3711,ASHLEY GARDENS CARE,6-Aug-10,"2,260.44",Adult Services,Private Contractors
Aug3712,ASHLEY GARDENS CARE,6-Aug-10,"2,260.44",Adult Services,Private Contractors
Aug3713,ASHLEY GARDENS CARE,6-Aug-10,"2,260.44",Adult Services,Private Contractors
Aug3714,ASHLEY GARDENS CARE,6-Aug-10,"2,260.44",Adult Services,Private Contractors
Aug3715,ASHLEY GARDENS CARE,6-Aug-10,"2,260.44",Adult Services,Private Contractors
Aug3716,ASHLEY GARDENS CARE,6-Aug-10,"2,260.44",Adult Services,Private Contractors
Aug3717,ASHLEY GARDENS CARE,6-Aug-10,"2,260.44",Adult Services,Private Contractors
Aug3718,ASHLEY GARDENS CARE,6-Aug-10,"2,260.44",Adult Services,Private Contractors
Aug3719,ASHLEY GARDENS CARE,6-Aug-10,"2,260.44",Adult Services,Private Contractors
Aug3720,ASHLEY GARDENS CARE,6-Aug-10,"2,260.44",Adult Services,Private Contractors
Aug3721,ASHLEY GARDENS CARE,6-Aug-10,"2,260.44",Adult Services,Private Contractors
Aug3722,ASHLEY GARDENS CARE,6-Aug-10,"2,260.44",Adult Services,Private Contractors
Aug3723,ASHLEY GARDENS CARE,6-Aug-10,"2,260.44",Adult Services,Private Contractors
Aug3724,ASHLEY GARDENS CARE,6-Aug-10,"2,260.44",Adult Services,Private Contractors
Aug3725,ASHLEY GARDENS CARE,6-Aug-10,"2,260.44",Adult Services,Private Contractors
Aug3726,ASHLEY GARDENS CARE,6-Aug-10,"2,260.44",Adult Services,Private Contractors
Aug3727,ASHLEY GARDENS CARE,6-Aug-10,"2,260.44",Adult Services,Private Contractors
Aug3728,ASHLEY GARDENS CARE,6-Aug-10,"2,260.44",Adult Services,Private Contractors
Aug3729,ASHLEY GARDENS CARE,6-Aug-10,"2,260.44",Adult Services,Private Contractors
Aug3730,ASHLEY GARDENS CARE,6-Aug-10,"2,260.44",Adult Services,Private Contractors
Aug3731,ASHLEY GARDENS CARE,6-Aug-10,"2,260.44",Adult Services,Private Contractors
Aug3732,ASHLEY GARDENS CARE,6-Aug-10,"2,260.44",Adult Services,Private Contractors
Aug3733,ASHLEY GARDENS CARE,6-Aug-10,"2,260.44",Adult Services,Private Contractors
Aug3734,ASHLEY GARDENS CARE,6-Aug-10,"2,260.44",Adult Services,Private Contractors
Aug3735,ASHLEY GARDENS CARE,6-Aug-10,"2,260.44",Adult Services,Private Contractors
Aug3736,ASHLEY GARDENS CARE,6-Aug-10,"2,260.44",Adult Services,Private Contractors
Aug3737,ASHLEY GARDENS CARE,6-Aug-10,"2,260.44",Adult Services,Private Contractors
Aug3738,ASHLEY GARDENS CARE,6-Aug-10,"2,260.44",Adult Services,Private Contractors
Aug3739,ASHLEY GARDENS CARE,6-Aug-10,"2,260.44",Adult Services,Private Contractors
Aug3740,ASHLEY GARDENS CARE,6-Aug-10,"2,260.44",Adult Services,Private Contractors
Aug3741,ASHLEY GARDENS CARE,6-Aug-10,"2,260.44",Adult Services,Private Contractors
Aug3742,ASHLEY GARDENS CARE,6-Aug-10,"2,260.44",Adult Services,Private Contractors
Aug3743,ASHLEY GARDENS CARE,6-Aug-10,"2,260.44",Adult Services,Private Contractors
Aug3768,KENT TOP TEMPS LTD,6-Aug-10,"2,279.02",Adult Services,Agency Staff
Aug3933,KENT TOP TEMPS LTD,6-Aug-10,"2,331.45",Adult Services,Agency Staff
Aug4138,KENT TOP TEMPS LTD,6-Aug-10,"2,589.74",Adult Services,Agency Staff
Aug4181,TINKERS HATCH,6-Aug-10,"2,693.24",Adult Services,Private Contractors
Aug4183,BRITISH TELECOM PLC # CALL CHARGES,6-Aug-10,"2,700.65",Adult Services,Telephone/ Fax Rental
Aug4272,L.M.W SUPPORT SERVICES,6-Aug-10,"2,854.08",Adult Services,Private Contractors
Aug4458,AVALON ENTERPRISE (UK) LTD,6-Aug-10,"3,189.48",Adult Services,Private Contractors
Aug4481,TINKERS HATCH,6-Aug-10,"3,242.20",Adult Services,Private Contractors
Aug4523,SUTTON VALENCE NRSING & CARE CNTR,6-Aug-10,"3,339.90",Adult Services,Private Contractors
Aug4560,ASHLEY GARDENS CARE,6-Aug-10,"3,409.60",Adult Services,Private Contractors
Aug4577,FIRST CALL CARE SERVICES LTD T/A PEOPLE TO PEOPLE,6-Aug-10,"3,435.71",Adult Services,Private Contractors
Aug4590,A & J SAUNDERS T/A MERITUM INDEPENDENT LIVING,6-Aug-10,"3,454.52",Adult Services,Private Contractors
Aug4816,KIMBERLEY RESIDENTIAL HOME,6-Aug-10,"3,964.80",Adult Services,Private Contractors
Aug4879,MANAGEMENT ORIENT LTD#RG6 7JT,6-Aug-10,"4,200.00",Adult Services,Specialists Fees
Aug5245,THE CARING COMPANY,6-Aug-10,"5,584.32",Adult Services,Private Contractors
Aug5246,THE CARING COMPANY,6-Aug-10,"5,584.32",Adult Services,Private Contractors
Aug5267,AFFINITY TRUST#OX9 3WT,6-Aug-10,"5,740.66",Adult Services,Private Contractors
Aug5386,HOUSING 21#HP9 2NA,6-Aug-10,"6,431.00",Adult Services,Private Contractors
Aug5392,HOUSING 21#HP9 2NA,6-Aug-10,"6,501.80",Adult Services,Private Contractors
Aug5426,A & J SAUNDERS T/A MERITUM INDEPENDENT LIVING,6-Aug-10,"6,707.12",Adult Services,Private Contractors
Aug5431,HIGH MEADOW HOME CARE LTD,6-Aug-10,"6,713.84",Adult Services,Private Contractors
Aug5505,HOUSING 21#HP9 2NA,6-Aug-10,"7,109.50",Adult Services,Private Contractors
Aug5624,KENT TOP TEMPS LTD,6-Aug-10,"8,072.34",Adult Services,Agency Staff
Aug5688,HOUSING 21#HP9 2NA,6-Aug-10,"8,590.40",Adult Services,Private Contractors
Aug5689,HOUSING 21#HP9 2NA,6-Aug-10,"8,590.40",Adult Services,Private Contractors
Aug6083,INSPIRE COMMUNITY TRUST#DA8 2DH,6-Aug-10,"17,077.32",Adult Services,Private Contractors
Aug6135,RAD#THE ROYAL ASSOC FOR DEAF PEOPLE,6-Aug-10,"19,245.20",Adult Services,Voluntary Associations
Aug6174,KENT TOP TEMPS LTD,6-Aug-10,"24,143.78",Adult Services,Agency Staff
Aug6210,RETHINK,6-Aug-10,"29,706.00",Adult Services,Service Agency Agreements
Aug6219,FAMILY CARE HOMES LTD#CT13 0HE,6-Aug-10,"31,009.83",Adult Services,Private Contractors
Aug6235,KENT ASSOCIATION FOR THE BLIND,6-Aug-10,"40,000.00",Adult Services,Personal Expenses/Adaptations
Aug6249,RETHINK,6-Aug-10,"66,131.50",Adult Services,Service Agency Agreements
Aug6250,RETHINK,6-Aug-10,"66,568.00",Adult Services,Service Agency Agreements
Aug6253,RETHINK,6-Aug-10,"89,027.00",Adult Services,Service Agency Agreements
Aug6289,TFA FUEL SERVICES LTD,6-Aug-10,"1,413.35",Central Accounts,KESF Fuel & Oil
Aug6309,CHRISTINE GIST,6-Aug-10,500.00,Chief Executives,Consultants
Aug6317,THANET JUDOKSAI,6-Aug-10,500.00,Chief Executives,Grants
Aug6359,LEXMARK INTERNATIONAL LTD,6-Aug-10,540.69,Chief Executives,Computer and Other IT Expenditure (Hardware)
Aug6413,DELL COMPUTER CORPORATION LTD,6-Aug-10,604.14,Chief Executives,Computer and Other IT Expenditure (Hardware)
Aug6452,HILTON MAIDSTONE,6-Aug-10,688.90,Chief Executives,"External - Rent, Room Hire & Service Charges"
Aug6467,GM MECHANICAL & WELDING SERVICES LTD#NEW,6-Aug-10,706.00,Chief Executives,"Repairs, Alterations and Maintenance of Buildings"
Aug6535,MISS VICTORIA GREEN#EC4Y 7DB,6-Aug-10,907.57,Chief Executives,Legal Fees
Aug6558,MISS SUSAN WILKINS#EC4Y 7DB,6-Aug-10,966.32,Chief Executives,Legal Fees
Aug6563,HIRE STATION LIMITED,6-Aug-10,980.79,Chief Executives,"Repairs, Alterations and Maintenance of Buildings"
Aug6573,THANET PRIDE 2009,6-Aug-10,"1,000.00",Chief Executives,Grants
Aug6614,BPP PROFESSIONAL EDUCATION,6-Aug-10,"1,052.39",Chief Executives,External Training
Aug6626,DELL COMPUTER CORPORATION LTD,6-Aug-10,"1,084.73",Chief Executives,Computer and Other IT Expenditure (Hardware)
Aug6627,DELL COMPUTER CORPORATION LTD,6-Aug-10,"1,084.73",Chief Executives,Computer and Other IT Expenditure (Hardware)
Aug6628,DELL COMPUTER CORPORATION LTD,6-Aug-10,"1,084.73",Chief Executives,Computer and Other IT Expenditure (Hardware)
Aug6629,DELL COMPUTER CORPORATION LTD,6-Aug-10,"1,084.73",Chief Executives,Computer and Other IT Expenditure (Hardware)
Aug6630,DELL COMPUTER CORPORATION LTD,6-Aug-10,"1,084.73",Chief Executives,Computer and Other IT Expenditure (Hardware)
Aug6635,DELL COMPUTER CORPORATION LTD,6-Aug-10,"1,088.12",Chief Executives,Computer and Other IT Expenditure (Hardware)
Aug6639,J & P ARNOTT LIMITED#NEW,6-Aug-10,"1,094.00",Chief Executives,"Repairs, Alterations and Maintenance of Buildings"
Aug6679,COBHAM MARQUEES,6-Aug-10,"1,207.80",Chief Executives,"Equipment, Furniture and Materials and Livestock"
Aug6694,BOOKER & BEST LTD#NEW,6-Aug-10,"1,265.39",Chief Executives,"Repairs, Alterations and Maintenance of Buildings"
Aug6721,SPECTRUM CONTRACTORS LIMITED#NEW,6-Aug-10,"1,380.00",Chief Executives,"Repairs, Alterations and Maintenance of Buildings"
Aug6734,RHEMA CONSULTANTS LIMITED,6-Aug-10,"1,500.00",Chief Executives,Consultants
Aug6747,DELL COMPUTER CORPORATION LTD,6-Aug-10,"1,582.62",Chief Executives,Computer and Other IT Expenditure (Hardware)
Aug6752,MISS ROMA WHELAN#EC4Y 9AD#,6-Aug-10,"1,615.63",Chief Executives,Legal Fees
Aug6769,BOOKER & BEST LTD#NEW,6-Aug-10,"1,758.59",Chief Executives,"Repairs, Alterations and Maintenance of Buildings"
Aug6771,MR DYLAN EVANS,6-Aug-10,"1,762.50",Chief Executives,Legal Fees
Aug6776,P SUMMERS & SONS#NEW,6-Aug-10,"1,794.00",Chief Executives,"Repairs, Alterations and Maintenance of Buildings"
Aug6778,KENT TOP TEMPS LTD,6-Aug-10,"1,800.00",Chief Executives,Consultants
Aug6826,EAST KENT LEISURE LTD,6-Aug-10,"2,124.15",Chief Executives,Advertising (Other than for Staff)
Aug6848,COMMONWEALTH LOCAL GOVERNMENT FORUM,6-Aug-10,"2,265.00",Chief Executives,Subscriptions
Aug6959,KENTISH MAN CATERING COMPANY,6-Aug-10,"5,738.00",Chief Executives,"Equipment, Furniture and Materials and Livestock"
Aug7028,DELL COMPUTER CORPORATION LTD,6-Aug-10,"15,278.40",Chief Executives,Computer and Other IT Expenditure (Hardware)
Aug7058,GD & CA GOODALL,6-Aug-10,500.00,"Children, Families & Education","External - Rent, Room Hire & Service Charges"
Aug7072,ABACUS CHILDRENS NURSERY (LONGFIELD)-ACN LTD#543631,6-Aug-10,500.00,"Children, Families & Education",Supply Teachers
Aug7073,ABBEYFIELDS DAY NURSERY#510586,6-Aug-10,500.00,"Children, Families & Education",Supply Teachers
Aug7074,CHOOCHOOS DAY NURSERY#543774,6-Aug-10,500.00,"Children, Families & Education",Supply Teachers
Aug7075,CLOCK TOWER NURSERY-SITTINGBOURNE#522412,6-Aug-10,500.00,"Children, Families & Education",Supply Teachers
Aug7076,TINKERBELLS EARLY YEARS#543526,6-Aug-10,500.00,"Children, Families & Education",Supply Teachers
Aug7109,D A BADDILEY,6-Aug-10,510.00,"Children, Families & Education",Public Transport (Clients)
Aug7110,TONBRIDGE TAXIS,6-Aug-10,510.00,"Children, Families & Education",Home to School Transport - Hired
Aug7111,TREVOR & JOYS TAXI'S#,6-Aug-10,510.00,"Children, Families & Education",Home to School Transport - Hired
Aug7133,BIG BOX STORAGE CO LTD,6-Aug-10,518.98,"Children, Families & Education","Repairs, Alterations and Maintenance of Buildings"
Aug7149,KENT COUNTY COUNCIL,6-Aug-10,522.55,"Children, Families & Education",Capital Grants and Advances
Aug7151,B V CARS,6-Aug-10,523.09,"Children, Families & Education",Home to School Transport - Hired
Aug7159,EXPRESS TRAVEL SERVICES LTD,6-Aug-10,525.00,"Children, Families & Education",Home to School Transport - Hired
Aug7162,RESTORATIVE JUSTICE 4 SCHOOLS,6-Aug-10,525.92,"Children, Families & Education",External Training
Aug7175,BOB DAVIDSON#TN24 0RD,6-Aug-10,529.20,"Children, Families & Education",Specialists Fees
Aug7196,KENT TOP TEMPS LTD,6-Aug-10,535.50,"Children, Families & Education",Agency Staff
Aug7207,WEST MALLING TAXIS LTD,6-Aug-10,540.00,"Children, Families & Education",Public Transport (Clients)
Aug7215,KENT COUNTY COUNCIL,6-Aug-10,542.08,"Children, Families & Education",Capital Grants and Advances
Aug7229,STREAMLINE (KENT) LTD,6-Aug-10,546.00,"Children, Families & Education",Home to School Transport - Hired
Aug7236,HEMPSTEAD HOUSE HOTEL,6-Aug-10,548.94,"Children, Families & Education",Refreshments
Aug7238,HOME2U#SE26 5JZ,6-Aug-10,550.00,"Children, Families & Education","External - Rent, Room Hire & Service Charges"
Aug7266,B V CARS,6-Aug-10,560.00,"Children, Families & Education",Home to School Transport - Hired
Aug7267,EXPRESS NATIONAL LTD,6-Aug-10,560.00,"Children, Families & Education",Home to School Transport - Hired
Aug7273,THE NEW PHOENIX TAXI COMPANY MAIDSTONE LTD T/A CAVALIER TAXIS#ME14 1EN,6-Aug-10,563.20,"Children, Families & Education",Home to School Transport - Hired
Aug7281,STREAMLINE (KENT) LTD,6-Aug-10,567.00,"Children, Families & Education",Home to School Transport - Hired
Aug7288,CHARANGA LTD,6-Aug-10,570.00,"Children, Families & Education",Specialists Fees
Aug7302,FOLKESTONE TAXI CO LTD,6-Aug-10,575.20,"Children, Families & Education",Home to School Transport - Hired
Aug7306,ZCARSGLOBAL LIMITED,6-Aug-10,576.00,"Children, Families & Education",Home to School Transport - Hired
Aug7309,STREAMLINE (KENT) LTD,6-Aug-10,576.00,"Children, Families & Education",Home to School Transport - Hired
Aug7310,STREAMLINE (KENT) LTD,6-Aug-10,576.00,"Children, Families & Education",Home to School Transport - Hired
Aug7346,STREAMLINE (KENT) LTD,6-Aug-10,588.00,"Children, Families & Education",Home to School Transport - Hired
Aug7352,NORTH WEST KENT COLLEGE# NOT TO BE CONFUSED WITH VENDOR 22770,6-Aug-10,592.50,"Children, Families & Education",APTC Staff
Aug7370,KENT TOP TEMPS LTD,6-Aug-10,598.95,"Children, Families & Education",Agency Staff
Aug7372,ST DOMINICS SCHOOL,6-Aug-10,600.00,"Children, Families & Education",Agency and Contracted Services
Aug7374,ALTERNATIVE CHOICE CAR SERV & BOROUGH GREEN TAXIS,6-Aug-10,600.00,"Children, Families & Education",Public Transport (Clients)
Aug7391,STREAMLINE (KENT) LTD,6-Aug-10,604.46,"Children, Families & Education",Home to School Transport - Hired
Aug7401,STREAMLINE (KENT) LTD,6-Aug-10,608.00,"Children, Families & Education",Home to School Transport - Hired
Aug7405,SWANTAX LIMITED,6-Aug-10,609.00,"Children, Families & Education",Home to School Transport - Hired
Aug7409,SWANTAX LIMITED,6-Aug-10,612.00,"Children, Families & Education",Home to School Transport - Hired
Aug7410,THE NEW PHOENIX TAXI COMPANY MAIDSTONE LTD T/A CAVALIER TAXIS#ME14 1EN,6-Aug-10,612.00,"Children, Families & Education",Home to School Transport - Hired
Aug7418,STREAMLINE (KENT) LTD,6-Aug-10,612.00,"Children, Families & Education",Home to School Transport - Hired
Aug7454,A H CARS,6-Aug-10,624.00,"Children, Families & Education",Home to School Transport - Hired
Aug7457,FOLKESTONE TAXI CO LTD,6-Aug-10,624.48,"Children, Families & Education",Home to School Transport - Hired
Aug7477,STREAMLINE (KENT) LTD,6-Aug-10,633.60,"Children, Families & Education",Home to School Transport - Hired
Aug7489,B V CARS,6-Aug-10,640.00,"Children, Families & Education",Home to School Transport - Hired
Aug7490,STREAMLINE (KENT) LTD,6-Aug-10,640.00,"Children, Families & Education",Home to School Transport - Hired
Aug7491,SUSAN DAVEY#CT10 1AR,6-Aug-10,640.00,"Children, Families & Education",Home to School Transport - Hired
Aug7492,TREVOR & JOYS TAXI'S#,6-Aug-10,640.00,"Children, Families & Education",Home to School Transport - Hired
Aug7510,TONBRIDGE TAXIS,6-Aug-10,646.00,"Children, Families & Education",Home to School Transport - Hired
Aug7516,WAHEEDULLAH NEZAMI,6-Aug-10,650.00,"Children, Families & Education","External - Rent, Room Hire & Service Charges"
Aug7557,MR D RAISTRICK,6-Aug-10,665.40,"Children, Families & Education",Volunteer Drivers
Aug7566,STREAMLINE (KENT) LTD,6-Aug-10,673.50,"Children, Families & Education",Home to School Transport - Hired
Aug7585,BANNER TRANSPORT LIMITED,6-Aug-10,680.00,"Children, Families & Education",Home to School Transport - Hired
Aug7586,MRS M E FROST#DA12 5LN,6-Aug-10,680.00,"Children, Families & Education",Home to School Transport - Hired
Aug7616,A2 CABS LTD,6-Aug-10,690.00,"Children, Families & Education",Home to School Transport - Hired
Aug7632,ALTERNATIVE CHOICE CAR SERV & BOROUGH GREEN TAXIS,6-Aug-10,700.00,"Children, Families & Education",Public Transport (Clients)
Aug7633,LYNDA SAWYER#ME14 4AH,6-Aug-10,700.00,"Children, Families & Education",Specialists Fees
Aug7648,KENT TOP TEMPS LTD,6-Aug-10,701.60,"Children, Families & Education",Agency Staff
Aug7649,KENT TOP TEMPS LTD,6-Aug-10,701.60,"Children, Families & Education",Agency Staff
Aug7664,STREAMLINE (KENT) LTD,6-Aug-10,705.50,"Children, Families & Education",Home to School Transport - Hired
Aug7686,ACE TAXIS#ME10 1HS,6-Aug-10,718.90,"Children, Families & Education",Home to School Transport - Hired
Aug7693,SOUTH EASTERN PROPERTIES LTD,6-Aug-10,720.00,"Children, Families & Education","External - Rent, Room Hire & Service Charges"
Aug7701,NORTH WEST KENT COLLEGE# NOT TO BE CONFUSED WITH VENDOR 22770,6-Aug-10,721.00,"Children, Families & Education",Private Contractors
Aug7728,FOLKESTONE TAXI CO LTD,6-Aug-10,739.52,"Children, Families & Education",Home to School Transport - Hired
Aug7790,MILESTONES NVQ TRAINING,6-Aug-10,750.00,"Children, Families & Education",External Training
Aug7791,MILESTONES NVQ TRAINING,6-Aug-10,750.00,"Children, Families & Education",External Training
Aug7792,PARENTA TRAINING LTD#DA9 9SF,6-Aug-10,750.00,"Children, Families & Education",External Training
Aug7793,PARENTA TRAINING LTD#DA9 9SF,6-Aug-10,750.00,"Children, Families & Education",External Training
Aug7794,PARENTA TRAINING LTD#DA9 9SF,6-Aug-10,750.00,"Children, Families & Education",External Training
Aug7795,PARENTA TRAINING LTD#DA9 9SF,6-Aug-10,750.00,"Children, Families & Education",External Training
Aug7796,PARENTA TRAINING LTD#DA9 9SF,6-Aug-10,750.00,"Children, Families & Education",External Training
Aug7797,PARENTA TRAINING LTD#DA9 9SF,6-Aug-10,750.00,"Children, Families & Education",External Training
Aug7798,PARENTA TRAINING LTD#DA9 9SF,6-Aug-10,750.00,"Children, Families & Education",External Training
Aug7799,PARENTA TRAINING LTD#DA9 9SF,6-Aug-10,750.00,"Children, Families & Education",External Training
Aug7800,PARENTA TRAINING LTD#DA9 9SF,6-Aug-10,750.00,"Children, Families & Education",External Training
Aug7947,COUNTRYWIDE MEDICAL SELECTN LTD#SO23 8SR,6-Aug-10,763.20,"Children, Families & Education",Agency Staff
Aug7978,TUNBRIDGE WELLS BOROUGH COUNCIL,6-Aug-10,776.56,"Children, Families & Education",National and Non Domestic Rates and Council Tax
