Home School DBN,Home School Name,Home School Address,City,Zip Code,Summer School Site 1,Summer School Site Address,City,Zip Code,Summer School Site 2,Summer School Site Address,City,Zip Code
19K325,The Fresh Creek School,875 WILLIAMS AVENUE,BROOKLYN,11207,K013,557 PENNSYLVANIA AVENUE,BROOKLYN,11207,K346,1400 PENNSYLVANIA AVENUE,BROOKLYN,11239
19K328,P.S. 328 Phyllis Wheatley,330 ALABAMA AVENUE,BROOKLYN,11207,K292,301 VERMONT STREET,BROOKLYN,11207,,,,
19K345,P.S. 345 Patrolman Robert Bolden,111 BERRIMAN STREET,BROOKLYN,11208,K345,111 BERRIMAN STREET,BROOKLYN,11208,,,,
19K346,P.S. 346 Abe Stark,1400 PENNSYLVANIA AVENUE,BROOKLYN,11239,K346,1400 PENNSYLVANIA AVENUE,BROOKLYN,11239,,,,
19K364,I.S. 364 Gateway,1426 FREEPORT LOOP,BROOKLYN,11239,K346,1400 PENNSYLVANIA AVENUE,BROOKLYN,11239,,,,
19K404,Academy for Young Writers,1065 ELTON STREET,BROOKLYN,11208,K422,1065 ELTON STREET,BROOKLYN,11208,,,,
19K409,East New York Family Academy,2057 LINDEN BOULEVARD,BROOKLYN,11207,K435,400 PENNSYLVANIA AVENUE,BROOKLYN,11207,K166,800 VAN SICLEN AVE,BROOKLYN,11207
19K422,Spring Creek Community School,1065 ELTON STREET,BROOKLYN,11208,K422,1065 ELTON STREET,BROOKLYN,11208,,,,
19K431,Thomas Jefferson Yabc,400 PENNSYLVANIA AVENUE,BROOKLYN,11207,K435,400 PENNSYLVANIA AVENUE,BROOKLYN,11207,,,,
19K452,Frederick Douglass Academy VIII Middle School,1400 PENNSYLVANIA AVENUE,BROOKLYN,11239,K346,1400 PENNSYLVANIA AVENUE,BROOKLYN,11239,,,,
19K501,Franklin K. Lane Campus YABC,999 JAMAICA AVENUE,BROOKLYN,11208,K420,999 JAMAICA AVENUE,BROOKLYN,11208,,,,
19K502,FDNY High School for Fire and Life Safety,400 PENNSYLVANIA AVENUE,BROOKLYN,11207,K435,400 PENNSYLVANIA AVENUE,BROOKLYN,11207,,,,
19K504,High School for Civil Rights,400 PENNSYLVANIA AVENUE,BROOKLYN,11207,K435,400 PENNSYLVANIA AVENUE,BROOKLYN,11207,,,,
19K507,Performing Arts and Technology High School,400 PENNSYLVANIA AVENUE,BROOKLYN,11207,K435,400 PENNSYLVANIA AVENUE,BROOKLYN,11207,,,,
19K510,World Academy for Total Community Health High School,400 PENNSYLVANIA AVENUE,BROOKLYN,11207,K435,400 PENNSYLVANIA AVENUE,BROOKLYN,11207,,,,
19K583,Multicultural High School,999 JAMAICA AVENUE,BROOKLYN,11208,K420,999 JAMAICA AVENUE,BROOKLYN,11208,,,,
19K615,Transit Tech Career and Technical Education High School,1 WELLS STREET,BROOKLYN,11208,K615,1 WELLS STREET,BROOKLYN,11208,,,,
19K618,Academy of Innovative Technology,999 JAMAICA AVENUE,BROOKLYN,11208,K420,999 JAMAICA AVENUE,BROOKLYN,11208,,,,
19K639,Brooklyn Lab School,999 JAMAICA AVENUE,BROOKLYN,11208,K420,999 JAMAICA AVENUE,BROOKLYN,11208,,,,
19K654,Van Siclen Community Middle School,800 VAN SICLEN AVE,BROOKLYN,11207,K166,800 VAN SICLEN AVE,BROOKLYN,11207,,,,
19K659,Cypress Hills Collegiate Preparatory School,999 JAMAICA AVENUE,BROOKLYN,11208,K420,999 JAMAICA AVENUE,BROOKLYN,11208,,,,
19K660,W. H. Maxwell Career and Technical Education High School,145 PENNSYLVANIA AVENUE,BROOKLYN,11207,K615,1 WELLS STREET,BROOKLYN,11208,,,,
19K661,Vista Academy,350 LINWOOD STREET,BROOKLYN,11208,K345,111 BERRIMAN STREET,BROOKLYN,11208,,,,
19K662,Liberty Avenue Middle School,350 LINWOOD STREET,BROOKLYN,11208,K345,111 BERRIMAN STREET,BROOKLYN,11208,,,,
19K663,School of the Future Brooklyn,574 DUMONT AVENUE,BROOKLYN,11207,K422,1065 ELTON STREET,BROOKLYN,11208,,,,
19K677,East New York Elementary School of Excellence,605 SHEPHERD AVENUE,BROOKLYN,11208,K306,970 VERMONT STREET,BROOKLYN,11207,,,,
19K678,East New York Middle School of Excellence,605 SHEPHERD AVENUE,BROOKLYN,11208,K072,605 SHEPHERD AVENUE,BROOKLYN,11208,,,,
19K683,"The School for Classics: An Academy of Thinkers, Writers and Peformers",370 FOUNTAIN AVENUE,BROOKLYN,11208,K615,1 WELLS STREET,BROOKLYN,11208,,,,
20K030,PS/IS 30 Mary White Ovington,7002 4TH AVENUE,BROOKLYN,11209,K259,7305 FT HAMILTON PARKWAY,BROOKLYN,11228,,,,
20K048,P.S. 048 Mapleton,6015 18 AVENUE,BROOKLYN,11204,K205,6701 20 AVENUE,BROOKLYN,11204,,,,
20K062,J.H.S. 062 Ditmas,700 CORTELYOU ROAD,BROOKLYN,11218,K062,700 CORTELYOU ROAD,BROOKLYN,11218,,,,
20K069,P.S. 69 Vincent D. Grippo School,6302 9TH AVENUE,BROOKLYN,11220,K259,7305 FT HAMILTON PARKWAY,BROOKLYN,11228,,,,
20K102,P.S. 102 The Bayview,211 72 STREET,BROOKLYN,11209,K104,9115 5 AVENUE,BROOKLYN,11209,,,,
20K104,P.S./I.S. 104 The Fort Hamilton School,9115 5 AVENUE,BROOKLYN,11209,K104,9115 5 AVENUE,BROOKLYN,11209,,,,
20K105,P.S. 105 The Blythebourne,1031 59 STREET,BROOKLYN,11219,K105,1031 59 STREET,BROOKLYN,11219,,,,
20K112,P.S. 112 Lefferts Park,7115 15 AVENUE,BROOKLYN,11228,K205,6701 20 AVENUE,BROOKLYN,11204,,,,
20K127,P.S. 127 Mckinley Park,7805 7 AVENUE,BROOKLYN,11228,K259,7305 FT HAMILTON PARKWAY,BROOKLYN,11228,,,,
20K160,P.S. 160 William T. Sampson,5105 Fort Hamilton Parkway,BROOKLYN,11219,K259,7305 FT HAMILTON PARKWAY,BROOKLYN,11228,,,,
20K163,P.S. 163 Bath Beach,109 BAY 14TH STREET,BROOKLYN,11214,K200,1940 BENSON AVENUE,BROOKLYN,11214,,,,
20K164,P.S. 164 Caesar Rodney,4211 14 AVENUE,BROOKLYN,11219,K205,6701 20 AVENUE,BROOKLYN,11204,,,,
20K170,Ralph A. Fabrizio School,7109 6 AVENUE,BROOKLYN,11209,K259,7305 FT HAMILTON PARKWAY,BROOKLYN,11228,,,,
20K176,P.S. 176 Ovington,1225 69 STREET,BROOKLYN,11219,K200,1940 BENSON AVENUE,BROOKLYN,11214,,,,
20K179,P.S. 179 Kensington,202 AVENUE C,BROOKLYN,11218,K259,7305 FT HAMILTON PARKWAY,BROOKLYN,11228,,,,
20K180,The SEEALL Academy,5601 16 AVENUE,BROOKLYN,11204,K200,1940 BENSON AVENUE,BROOKLYN,11214,,,,
20K185,P.S. 185 Walter Kassenbrock,8601 RIDGE BOULEVARD,BROOKLYN,11209,K104,9115 5 AVENUE,BROOKLYN,11209,,,,
20K186,P.S. 186 Dr. Irving A Gladstone,7601 19 AVENUE,BROOKLYN,11214,K200,1940 BENSON AVENUE,BROOKLYN,11214,,,,
20K187,The Christa McAuliffe School\I.S. 187,1171 65 STREET,BROOKLYN,11219,K200,1940 BENSON AVENUE,BROOKLYN,11214,,,,
20K192,P.S. 192 - The Magnet School for Math and Science Inquiry,4715 18 AVENUE,BROOKLYN,11204,K205,6701 20 AVENUE,BROOKLYN,11204,,,,
20K200,P.S. 200 Benson School,1940 BENSON AVENUE,BROOKLYN,11214,K200,1940 BENSON AVENUE,BROOKLYN,11214,,,,
20K201,J.H.S. 201 The Dyker Heights,8010 12 AVENUE,BROOKLYN,11228,K227,6500 16 AVENUE,BROOKLYN,11204,,,,
20K204,P.S. 204 Vince Lombardi,8101 15 AVENUE,BROOKLYN,11228,K200,1940 BENSON AVENUE,BROOKLYN,11214,,,,
20K205,P.S. 205 Clarion,6701 20 AVENUE,BROOKLYN,11204,K205,6701 20 AVENUE,BROOKLYN,11204,,,,
20K220,J.H.S. 220 John J. Pershing,4812 9TH AVENUE,BROOKLYN,11220,K062,700 CORTELYOU ROAD,BROOKLYN,11218,,,,
20K223,J.H.S. 223 The Montauk,4200 16 AVENUE,BROOKLYN,11204,K062,700 CORTELYOU ROAD,BROOKLYN,11218,,,,
20K227,J.H.S. 227 Edward B. Shallow,6500 16 AVENUE,BROOKLYN,11204,K227,6500 16 AVENUE,BROOKLYN,11204,,,,
20K229,P.S. 229 Dyker,1400 BENSON AVENUE,BROOKLYN,11228,K200,1940 BENSON AVENUE,BROOKLYN,11214,,,,
20K247,P.S. 247 Brooklyn,7000 21 AVENUE,BROOKLYN,11204,K205,6701 20 AVENUE,BROOKLYN,11204,,,,
20K259,J.H.S. 259 William Mckinley,7305 FT HAMILTON PARKWAY,BROOKLYN,11228,K259,7305 FT HAMILTON PARKWAY,BROOKLYN,11228,,,,
20K264,P.S. 264 BAY RIDGE ELEMENTARY SCHOOL FOR THE ARTS,371 89th Street,BROOKLYN,11209,K104,9115 5 AVENUE,BROOKLYN,11209,,,,
20K310,P.S. 310,942 62ND STREET,BROOKLYN,11219,K259,7305 FT HAMILTON PARKWAY,BROOKLYN,11228,,,,
20K445,New Utrecht High School,1601 80 STREET,BROOKLYN,11214,K445,1601 80 STREET,BROOKLYN,11214,,,,
20K485,High School of Telecommunication Arts and Technology,350 67 STREET,BROOKLYN,11220,K485,350 67 STREET,BROOKLYN,11220,,,,
20K490,Fort Hamilton High School,8301 SHORE ROAD,BROOKLYN,11209,K490,8301 SHORE ROAD,BROOKLYN,11209,,,,
20K503,PS 503: The School of Discovery,330 59 STREET,BROOKLYN,11220,K314,330 59 STREET,BROOKLYN,11220,,,,
20K505,Franklin Delano Roosevelt High School,5800 20 AVENUE,BROOKLYN,11204,K445,1601 80 STREET,BROOKLYN,11214,,,,
20K506,P.S. 506: The School of Journalism & Technology,330 59 STREET,BROOKLYN,11220,K104,9115 5 AVENUE,BROOKLYN,11209,,,,
20K609,Urban Assembly School for Criminal Justice,4200 16 AVENUE,BROOKLYN,11204,K313,283 ADAMS STREET,BROOKLYN,11201,,,,
20K658,Franklin Delano Roosevelt YABC,5800 20 AVENUE,BROOKLYN,11204,K445,1601 80 STREET,BROOKLYN,11214,,,,
20K682,The Academy of Talented Scholars,50 AVENUE P,BROOKLYN,11204,K205,6701 20 AVENUE,BROOKLYN,11204,,,,
20K748,P.S. 748 Brooklyn School for Global Scholars,1664 BENSON AVENUE,BROOKLYN,11214,K200,1940 BENSON AVENUE,BROOKLYN,11214,,,,
20K971,"School of Math, Science, and Healthy Living",6214 4TH AVENUE,BROOKLYN,11220,K104,9115 5 AVENUE,BROOKLYN,11209,,,,
21K090,P.S. 90 Edna Cohen School,2840 WEST 12 STREET,BROOKLYN,11224,K228,228 AVENUE S,BROOKLYN,11223,,,,
21K095,P.S. 095 The Gravesend,345 VAN SICKLEN STREET,BROOKLYN,11223,K228,228 AVENUE S,BROOKLYN,11223,,,,
21K096,I.S. 096 Seth Low,99 AVENUE P,BROOKLYN,11204,K228,228 AVENUE S,BROOKLYN,11223,,,,
21K097,P.S. 97 The Highlawn,1855 STILLWELL AVENUE,BROOKLYN,11223,K205,6701 20 AVENUE,BROOKLYN,11204,,,,
21K098,I.S. 98 Bay Academy,1401 EMMONS AVENUE,BROOKLYN,11235,K288,2950 WEST 25 STREET,BROOKLYN,11224,,,,
21K099,P.S. 099 Isaac Asimov,1120 EAST 10 STREET,BROOKLYN,11230,K205,6701 20 AVENUE,BROOKLYN,11204,,,,
21K100,P.S. 100 The Coney Island School,2951 WEST 3 STREET,BROOKLYN,11224,K216,350 AVENUE X,BROOKLYN,11223,,,,
21K101,P.S. 101 The Verrazano,2360 BENSON AVENUE,BROOKLYN,11214,K216,350 AVENUE X,BROOKLYN,11223,,,,
21K121,P.S. 121 Nelson A. Rockefeller,5301 20 AVENUE,BROOKLYN,11204,K205,6701 20 AVENUE,BROOKLYN,11204,,,,
21K128,P.S. 128 Bensonhurst,2075 84 STREET,BROOKLYN,11214,K216,350 AVENUE X,BROOKLYN,11223,,,,
21K153,P.S. 153 Homecrest,1970 HOMECREST AVENUE,BROOKLYN,11229,K216,350 AVENUE X,BROOKLYN,11223,,,,
21K177,P.S. 177 The Marlboro,346 AVENUE P,BROOKLYN,11204,K205,6701 20 AVENUE,BROOKLYN,11204,,,,
21K188,P.S. 188 Michael E. Berdy,3314 NEPTUNE AVENUE,BROOKLYN,11224,K216,350 AVENUE X,BROOKLYN,11223,,,,
21K199,P.S. 199 Frederick Wachtel,1100 ELM AVENUE,BROOKLYN,11230,K205,6701 20 AVENUE,BROOKLYN,11204,,,,
21K209,P.S. 209 Margaret Mead,2609 EAST 7 STREET,BROOKLYN,11235,K228,228 AVENUE S,BROOKLYN,11223,,,,
21K212,P.S. 212 Lady Deborah Moody,87 BAY 49 STREET,BROOKLYN,11214,K216,350 AVENUE X,BROOKLYN,11223,,,,
21K215,P.S. 215 Morris H. Weiss,415 AVENUE S,BROOKLYN,11223,K228,228 AVENUE S,BROOKLYN,11223,,,,
21K216,P.S. 216 Arturo Toscanini,350 AVENUE X,BROOKLYN,11223,K216,350 AVENUE X,BROOKLYN,11223,,,,
21K225,P.S. K225 - The Eileen E. Zaglin,1075 OCEAN VIEW AVENUE,BROOKLYN,11235,K288,2950 WEST 25 STREET,BROOKLYN,11224,,,,
21K226,P.S. 226 Alfred De B.Mason,6006 23 AVENUE,BROOKLYN,11204,K228,228 AVENUE S,BROOKLYN,11223,,,,
21K228,I.S. 228 David A. Boody,228 AVENUE S,BROOKLYN,11223,K228,228 AVENUE S,BROOKLYN,11223,,,,
21K238,P.S. 238 Anne Sullivan,1633 EAST 8 STREET,BROOKLYN,11223,K228,228 AVENUE S,BROOKLYN,11223,,,,
21K239,Mark Twain I.S. 239 for the Gifted & Talented,2401 NEPTUNE AVENUE,BROOKLYN,11224,K288,2950 WEST 25 STREET,BROOKLYN,11224,,,,
21K253,P.S. 253,601 OCEANVIEW AVENUE,BROOKLYN,11235,K228,228 AVENUE S,BROOKLYN,11223,,,,
21K281,I.S. 281 Joseph B Cavallaro,8787 24 AVENUE,BROOKLYN,11214,K281,8787 24 AVENUE,BROOKLYN,11214,,,,
21K288,P.S. 288 The Shirley Tanyhill,2950 WEST 25 STREET,BROOKLYN,11224,K288,2950 WEST 25 STREET,BROOKLYN,11224,,,,
21K303,I.S. 303 Herbert S. Eisenberg,501 WEST AVENUE,BROOKLYN,11224,K281,8787 24 AVENUE,BROOKLYN,11214,,,,
21K329,P.S. 329 Surfside,2929 WEST 30 STREET,BROOKLYN,11224,K288,2950 WEST 25 STREET,BROOKLYN,11224,,,,
21K337,International High School at Lafayette,2630 BENSON AVENUE,BROOKLYN,11214,K400,2630 BENSON AVENUE,BROOKLYN,11214,,,,
21K344,Rachel Carson High School for Coastal Studies,521 WEST AVENUE,BROOKLYN,11224,K620,25 BRIGHTON 4TH ROAD,BROOKLYN,11235,,,,
21K348,High School of Sports Management,2630 BENSON AVENUE,BROOKLYN,11214,K400,2630 BENSON AVENUE,BROOKLYN,11214,,,,
21K410,Abraham Lincoln High School,2800 OCEAN PARKWAY,BROOKLYN,11235,K620,25 BRIGHTON 4TH ROAD,BROOKLYN,11235,,,,
21K411,Abraham Lincoln Yabc,2800 OCEAN PARKWAY,BROOKLYN,11235,K620,25 BRIGHTON 4TH ROAD,BROOKLYN,11235,,,,
21K468,Kingsborough Early College School,2630 BENSON AVENUE,BROOKLYN,11214,K400,2630 BENSON AVENUE,BROOKLYN,11214,K281,8787 24 AVENUE,BROOKLYN,11214
21K525,Edward R. Murrow High School,1600 AVENUE L,BROOKLYN,11230,K405,2839 BEDFORD AVENUE,BROOKLYN,11210,,,,
21K540,John Dewey High School,50 AVENUE X,BROOKLYN,11223,K540,50 AVENUE X,BROOKLYN,11223,,,,
21K559,Life Academy High School for Film and Music,2630 BENSON AVENUE,BROOKLYN,11214,K400,2630 BENSON AVENUE,BROOKLYN,11214,,,,
21K572,Expeditionary Learning School for Community Leaders,2630 BENSON AVENUE,BROOKLYN,11214,K400,2630 BENSON AVENUE,BROOKLYN,11214,,,,
21K620,William E. Grady Career and Technical Education High School,25 BRIGHTON 4TH ROAD,BROOKLYN,11235,K620,25 BRIGHTON 4TH ROAD,BROOKLYN,11235,,,,
21K690,Brooklyn Studio Secondary School,8310 21ST AVENUE,BROOKLYN,11214,K400,2630 BENSON AVENUE,BROOKLYN,11214,,,,
21K728,Liberation Diploma Plus,2865 WEST 19TH STREET,BROOKLYN,11224,K728,2865 WEST 19TH STREET,BROOKLYN,11224,,,,
22K014,J.H.S. 014 Shell Bank,2424 BATCHELDER STREET,BROOKLYN,11235,K240,2500 NOSTRAND AVENUE,BROOKLYN,11210,,,,
22K052,P.S. 052 Sheepshead Bay,2675 EAST 29 STREET,BROOKLYN,11235,K052,2675 EAST 29 STREET,BROOKLYN,11235,,,,
22K078,J.H.S. 078 Roy H. Mann,1420 EAST 68 STREET,BROOKLYN,11234,K278,1925 STUART STREET,BROOKLYN,11229,,,,
22K109,P.S. 109,1001 EAST 45 STREET,BROOKLYN,11203,K052,2675 EAST 29 STREET,BROOKLYN,11235,K234,1875 EAST 17 STREET,BROOKLYN,11229
22K119,P.S. 119 Amersfort,3829 AVENUE K,BROOKLYN,11210,K052,2675 EAST 29 STREET,BROOKLYN,11235,,,,
22K134,P.S. K134,4001 18 AVENUE,BROOKLYN,11218,K217,1100 NEWKIRK AVENUE,BROOKLYN,11230,,,,
22K139,P.S. 139 Alexine A. Fenty,330 RUGBY ROAD,BROOKLYN,11226,K217,1100 NEWKIRK AVENUE,BROOKLYN,11230,,,,
22K152,School of Science & Technology,725 EAST 23 STREET,BROOKLYN,11210,K217,1100 NEWKIRK AVENUE,BROOKLYN,11230,,,,
22K193,P.S. 193 Gil Hodges,2515 AVENUE L,BROOKLYN,11210,K052,2675 EAST 29 STREET,BROOKLYN,11235,,,,
22K194,P.S. 194 Raoul Wallenberg,3117 AVENUE W,BROOKLYN,11229,K052,2675 EAST 29 STREET,BROOKLYN,11235,,,,
22K195,P.S. 195 Manhattan Beach,131 IRWIN STREET,BROOKLYN,11235,K052,2675 EAST 29 STREET,BROOKLYN,11235,,,,
22K197,P.S. 197 - The Kings Highway Academy,1599 EAST 22 STREET,BROOKLYN,11210,K251,1037 EAST 54 STREET,BROOKLYN,11234,,,,
22K198,P.S. 198 Brooklyn,4105 FARRAGUT ROAD,BROOKLYN,11210,K251,1037 EAST 54 STREET,BROOKLYN,11234,,,,
22K203,P.S. 203 Floyd Bennett School,5101 AVENUE M,BROOKLYN,11234,K251,1037 EAST 54 STREET,BROOKLYN,11234,,,,
22K206,P.S. 206 Joseph F Lamb,2200 GRAVESEND NECK ROAD,BROOKLYN,11229,K052,2675 EAST 29 STREET,BROOKLYN,11235,K234,1875 EAST 17 STREET,BROOKLYN,11229
22K207,P.S. 207 Elizabeth G. Leary,4011 FILLMORE AVENUE,BROOKLYN,11234,K052,2675 EAST 29 STREET,BROOKLYN,11235,K234,1875 EAST 17 STREET,BROOKLYN,11229
22K217,P.S. 217 Colonel David Marcus School,1100 NEWKIRK AVENUE,BROOKLYN,11230,K217,1100 NEWKIRK AVENUE,BROOKLYN,11230,,,,
22K222,P.S. 222 Katherine R. Snyder,3301 QUENTIN ROAD,BROOKLYN,11234,K052,2675 EAST 29 STREET,BROOKLYN,11235,,,,
22K234,J.H.S. 234 Arthur W. Cunningham,1875 EAST 17 STREET,BROOKLYN,11229,K234,1875 EAST 17 STREET,BROOKLYN,11229,,,,
22K236,P.S. 236 Mill Basin,6302 AVENUE U,BROOKLYN,11234,K251,1037 EAST 54 STREET,BROOKLYN,11234,,,,
22K240,Andries Hudde,2500 NOSTRAND AVENUE,BROOKLYN,11210,K240,2500 NOSTRAND AVENUE,BROOKLYN,11210,,,,
22K245,P.S. 245,249 EAST 17TH STREET,BROOKLYN,11226,K251,1037 EAST 54 STREET,BROOKLYN,11234,,,,
22K251,P.S. 251 Paerdegat,1037 EAST 54 STREET,BROOKLYN,11234,K251,1037 EAST 54 STREET,BROOKLYN,11234,,,,
22K254,P.S. 254 Dag Hammarskjold,1801 AVENUE Y,BROOKLYN,11235,K052,2675 EAST 29 STREET,BROOKLYN,11235,,,,
22K255,P.S. 255 Barbara Reing School,1866 EAST 17 STREET,BROOKLYN,11229,K052,2675 EAST 29 STREET,BROOKLYN,11235,,,,
22K269,P.S. 269 Nostrand,1957 NOSTRAND AVENUE,BROOKLYN,11210,K052,2675 EAST 29 STREET,BROOKLYN,11235,,,,
22K277,P.S. 277 Gerritsen Beach,2529 GERRITSEN AVENUE,BROOKLYN,11229,K052,2675 EAST 29 STREET,BROOKLYN,11235,,,,
22K278,J.H.S. 278 Marine Park,1925 STUART STREET,BROOKLYN,11229,K278,1925 STUART STREET,BROOKLYN,11229,,,,
22K312,P.S. 312 Bergen Beach,7103 AVENUE T,BROOKLYN,11234,K251,1037 EAST 54 STREET,BROOKLYN,11234,,,,
22K315,P.S. K315,2310 GLENWOOD ROAD,BROOKLYN,11210,K217,1100 NEWKIRK AVENUE,BROOKLYN,11230,,,,
22K326,P.S. 326,1800 UTICA AVENUE,BROOKLYN,11234,K052,2675 EAST 29 STREET,BROOKLYN,11235,,,,
22K381,I. S. 381,1599 EAST 22 STREET,BROOKLYN,11210,K240,2500 NOSTRAND AVENUE,BROOKLYN,11210,,,,
22K405,Midwood High School,2839 BEDFORD AVENUE,BROOKLYN,11210,K405,2839 BEDFORD AVENUE,BROOKLYN,11210,,,,
22K425,James Madison High School,3787 BEDFORD AVENUE,BROOKLYN,11229,K425,3787 BEDFORD AVENUE,BROOKLYN,11229,,,,
22K495,Sheepshead Bay High School,3000 AVENUE X,BROOKLYN,11235,K495,3000 AVENUE X,BROOKLYN,11235,,,,
22K535,Leon M. Goldstein High School for the Sciences,1830 SHORE BOULEVARD,BROOKLYN,11235,K425,3787 BEDFORD AVENUE,BROOKLYN,11229,,,,
22K555,Brooklyn College Academy,350 CONEY ISLAND AVENUE,BROOKLYN,11218,K555,2900 BEDFORD AVENUE,BROOKLYN,11210,,,,
22K611,Origins High School,3000 AVENUE X,BROOKLYN,11235,K495,3000 AVENUE X,BROOKLYN,11235,,,,
22K630,Professional Pathways High School,3000 AVENUE X,BROOKLYN,11235,K495,3000 AVENUE X,BROOKLYN,11235,,,,
23K041,P.S. 041 Francis White,411 THATFORD AVENUE,BROOKLYN,11212,K332,51 CHRISTOPHER AVENUE,BROOKLYN,11212,,,,
23K073,P.S. 073 Thomas S. Boyland,251 MCDOUGAL STREET,BROOKLYN,11233,K178,2163 DEAN STREET,BROOKLYN,11233,,,,
23K137,P.S./I.S. 137 Rachel Jean Mitchell,121 SARATOGA AVENUE,BROOKLYN,11233,K178,2163 DEAN STREET,BROOKLYN,11233,,,,
23K150,P.S. 150 Christopher,364 SACKMAN STREET,BROOKLYN,11212,K263,210 CHESTER STREET,BROOKLYN,11212,,,,
23K155,P.S./ I.S. 155 Nicholas Herkimer,1355 HERKIMER STREET,BROOKLYN,11233,K178,2163 DEAN STREET,BROOKLYN,11233,,,,
23K156,P.S. 156 Waverly,104 SUTTER AVENUE,BROOKLYN,11212,K356,104 SUTTER AVENUE,BROOKLYN,11212,,,,
23K165,P.S. 165 Ida Posner,76 LOTT AVENUE,BROOKLYN,11212,K332,51 CHRISTOPHER AVENUE,BROOKLYN,11212,,,,
23K178,P.S. 178 Saint Clair Mckelway,2163 DEAN STREET,BROOKLYN,11233,K178,2163 DEAN STREET,BROOKLYN,11233,,,,
23K184,P.S. 184 Newport,273 NEWPORT STREET,BROOKLYN,11212,K263,210 CHESTER STREET,BROOKLYN,11212,K184,273 NEWPORT STREET,BROOKLYN,11212
23K284,P.S. 284 Lew Wallace,213 OSBORN STREET,BROOKLYN,11212,K263,210 CHESTER STREET,BROOKLYN,11212,,,,
23K298,P.S. 298 Dr. Betty Shabazz,85 WATKINS STREET,BROOKLYN,11212,K332,51 CHRISTOPHER AVENUE,BROOKLYN,11212,,,,
23K323,P.S./I.S. 323,210 CHESTER STREET,BROOKLYN,11212,K263,210 CHESTER STREET,BROOKLYN,11212,,,,
23K327,P.S. 327 Dr. Rose B. English,111 BRISTOL STREET,BROOKLYN,11212,K263,210 CHESTER STREET,BROOKLYN,11212,,,,
23K332,P.S. 332 Charles H. Houston,51 CHRISTOPHER AVENUE,BROOKLYN,11212,K332,51 CHRISTOPHER AVENUE,BROOKLYN,11212,,,,
23K363,Brownsville Collaborative Middle School,85 WATKINS STREET,BROOKLYN,11212,K356,104 SUTTER AVENUE,BROOKLYN,11212,,,,
23K392,I.S. 392,104 SUTTER AVENUE,BROOKLYN,11212,K356,104 SUTTER AVENUE,BROOKLYN,11212,,,,
23K401,Christopher Avenue Community School,51 CHRISTOPHER AVENUE,BROOKLYN,11212,K332,51 CHRISTOPHER AVENUE,BROOKLYN,11212,,,,
23K446,Riverdale Avenue Community School,76 RIVERDALE AVENUE,BROOKLYN,11212,K178,2163 DEAN STREET,BROOKLYN,11233,,,,
23K493,Brooklyn Collegiate: A College Board School,2021 BERGEN STREET,BROOKLYN,11233,K178,2163 DEAN STREET,BROOKLYN,11233,,,,
23K514,Frederick Douglass Academy VII High School,226 BRISTOL STREET,BROOKLYN,11212,K175,226 BRISTOL STREET,BROOKLYN,11212,,,,
23K518,Kappa V,985 ROCKAWAY AVENUE,BROOKLYN,11212,K356,104 SUTTER AVENUE,BROOKLYN,11212,,,,
23K522,Mott Hall IV,1137 HERKIMER STREET,BROOKLYN,11233,K178,2163 DEAN STREET,BROOKLYN,11233,K271,1137 HERKIMER STREET,BROOKLYN,11233
23K631,General D. Chappie James Elementary School of Science,76 RIVERDALE AVENUE,BROOKLYN,11212,K356,104 SUTTER AVENUE,BROOKLYN,11212,,,,
23K634,General D. Chappie James Middle School of Science,76 RIVERDALE AVENUE,BROOKLYN,11212,K356,104 SUTTER AVENUE,BROOKLYN,11212,,,,
23K643,Brooklyn Democracy Academy,985 ROCKAWAY AVENUE,BROOKLYN,11212,K275,985 ROCKAWAY AVENUE,BROOKLYN,11212,,,,
23K644,Eagle Academy for Young Men II,1137 HERKIMER STREET,BROOKLYN,11233,K178,2163 DEAN STREET,BROOKLYN,11233,K455,1700 FULTON STREET,BROOKLYN,11213
23K646,Aspirations Diploma Plus High School,1495 HERKIMER STREET,BROOKLYN,11233,K894,1495 HERKIMER STREET,BROOKLYN,11233,,,,
23K647,Metropolitan Diploma Plus High School,985 ROCKAWAY AVENUE,BROOKLYN,11212,K275,985 ROCKAWAY AVENUE,BROOKLYN,11212,,,,
23K664,Brooklyn Environmental Exploration School (BEES),251 MCDOUGAL STREET,BROOKLYN,11233,K178,2163 DEAN STREET,BROOKLYN,11233,,,,
23K668,Riverdale Avenue Middle School,76 RIVERDALE AVENUE,BROOKLYN,11212,K178,2163 DEAN STREET,BROOKLYN,11233,,,,
23K671,Mott Hall Bridges Academy,210 CHESTER STREET,BROOKLYN,11212,K263,210 CHESTER STREET,BROOKLYN,11212,,,,
23K697,Teachers Preparatory High School,226 BRISTOL STREET,BROOKLYN,11212,K175,226 BRISTOL STREET,BROOKLYN,11212,,,,
24Q005,I.S. 5 - The Walter Crowley Intermediate School,50-40 JACOBUS STREET,QUEENS,11373,Q005,50-40 JACOBUS STREET,QUEENS,11373,,,,
24Q007,P.S. 007 Louis F. Simeone,80-55 CORNISH AVENUE,QUEENS,11373,Q007,80-55 CORNISH AVENUE,QUEENS,11373,,,,
24Q012,P.S. 012 James B. Colgate,42-00 72 STREET,QUEENS,11377,Q005,50-40 JACOBUS STREET,QUEENS,11373,,,,
