Title,URL,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,TOTAL
Hierarchy of N-body correlations in different dimensions,http://digitalcommons.uri.edu/dissertations/AAI3115635,0,0,0,0,0,0,0,0,0,0,0,0,0
Back to the ground and up again: Math reeducation in an urban public school,http://digitalcommons.uri.edu/srhonorsprog/157,0,0,0,0,0,0,0,0,0,0,0,0,0
The comparative efficacy of imputation methods for missing data in structural equation modeling,http://digitalcommons.uri.edu/dissertations/AAI9945221,0,0,0,0,0,0,0,0,0,0,0,0,0
Effects of nitrate fertilization and shading on physiological and biomechanical properties of eelgrass (Zostera marina L.),http://digitalcommons.uri.edu/dissertations/AAI9945210,0,0,0,0,0,0,0,0,0,0,0,0,0
The development and validation of a fuzzy logic method for time-series extrapolation,http://digitalcommons.uri.edu/dissertations/AAI3186918,0,0,0,0,0,0,0,0,0,0,0,0,0
The pharmacokinetics and pharmacodynamics of mycophenolic acid in kidney transplant recipients,http://digitalcommons.uri.edu/dissertations/AAI3239911,0,0,0,0,0,0,0,0,0,0,0,0,0
The effect of compression force on the near-infrared spectra of tablet dosage forms,http://digitalcommons.uri.edu/dissertations/AAI9723567,0,0,0,0,0,0,0,0,0,0,0,0,0
"Increasing the adoption of environmentally friendly products: Who are the non-adopters, and what will get them to buy green?",http://digitalcommons.uri.edu/dissertations/AAI3277001,0,0,0,0,0,0,0,0,0,0,0,0,0
"Encouraging a civic literacy: A pedagogy of self-reflection, agency, and action",http://digitalcommons.uri.edu/dissertations/AAI9999533,0,0,0,0,0,0,0,0,0,0,0,0,0
Acquisitions Department - Monograph Statistics 1996-1997,http://digitalcommons.uri.edu/lib_mac_rpts/17,0,0,0,0,0,0,0,0,0,0,0,0,0
"Population dynamics of the shortfin mako, Isurus oxyrinchus, in the northwest Atlantic: An examination of food habits, movement and habitat, survival, and population size",http://digitalcommons.uri.edu/dissertations/AAI3277013,0,0,0,0,0,0,0,0,0,0,0,0,0
Freedom's children: Fifth graders' perceptions of the effects of peace education in the form of Kingian nonviolence,http://digitalcommons.uri.edu/dissertations/AAI3135916,0,0,0,0,0,0,0,0,0,0,0,0,0
Charles Dickens' self-destructive women,http://digitalcommons.uri.edu/dissertations/AAI8901715,0,0,0,0,0,0,0,0,0,0,0,0,0
Issues of gender and peer collaboration in a problem-solving computer activity,http://digitalcommons.uri.edu/dissertations/AAI3135894,0,0,0,0,0,0,0,0,0,0,0,0,0
The North Atlantic current-subpolar front system: A study combining float data and historical hydrography,http://digitalcommons.uri.edu/dissertations/AAI3053116,0,0,0,0,0,0,0,0,0,0,0,0,0
"Statistical processing of radar, sonar, and optical signals",http://digitalcommons.uri.edu/dissertations/AAI3328735,0,0,0,0,0,0,0,0,0,0,0,0,0
Type II collagen differentially degraded epitopes can be used to monitor in vitro and in vivo cartilage degradation,http://digitalcommons.uri.edu/dissertations/AAI3103700,0,0,0,0,0,0,0,0,0,0,0,0,0
Relating objective and subjective measures of water quality in the travel cost method: An application to the Peconic Estuary System,http://digitalcommons.uri.edu/dissertations/AAI9999534,0,0,0,0,0,0,0,0,0,0,0,0,0
Analysis of a proposed model for detection of magnetic fields by biological systems,http://digitalcommons.uri.edu/dissertations/AAI3025551,0,0,0,0,0,0,0,0,0,0,0,0,0
"Probing the regulatory mechanisms of protein tyrosine kinases, using c-terminal Src kinase (Csk) as a model system",http://digitalcommons.uri.edu/dissertations/AAI3188064,0,0,0,0,0,0,0,0,0,0,0,0,0
Foraging behavior of American White Pelicans Pelecanus erythrorhyncos in western Nevada,http://digitalcommons.uri.edu/dissertations/AAI8811548,0,0,0,0,0,0,0,0,0,0,0,0,0
"Design and modeling of single-axis, flexure-hinge type, micro-positioning stages",http://digitalcommons.uri.edu/dissertations/AAI9601881,0,0,0,0,0,0,0,0,0,0,0,0,0
Angular dependent interaction of metastable helium molecules on the surfaces of helium nanodroplets,http://digitalcommons.uri.edu/dissertations/AAI3186917,0,0,0,0,0,0,0,0,0,0,0,0,0
Dose selection study designs in early phase II clinical trials,http://digitalcommons.uri.edu/dissertations/AAI9960025,0,0,0,0,0,0,0,0,0,0,0,0,0
Collection Development Update #29,http://digitalcommons.uri.edu/lib_cd_rpts/29,0,0,0,0,0,0,0,0,0,0,0,0,0
Indium tin oxide thin film strain gages for use at elevated temperatures,http://digitalcommons.uri.edu/dissertations/AAI3025561,0,0,0,0,0,0,0,0,0,0,0,0,0
Chemical monitoring of surface-enhanced Raman spectroscopy (SERS) at a silver electrode,http://digitalcommons.uri.edu/dissertations/AAI9707173,0,0,0,0,0,0,0,0,0,0,0,0,0
Honey amylase and the effect in starch-containing foods,http://digitalcommons.uri.edu/dissertations/AAI3025529,0,0,0,0,0,0,0,0,0,0,0,0,0
Trade Subcommittee: Japanese Auto Imports (9:27),http://digitalcommons.uri.edu/chafee_audio/12,0,0,0,0,0,0,0,0,0,0,0,0,0
"Faculty Mission Statement, Department of Technical Services (2000)",http://digitalcommons.uri.edu/ts_rpts/8,0,0,0,0,0,0,0,0,0,0,0,0,0
Multifractal analysis of unvoiced speech signals,http://digitalcommons.uri.edu/dissertations/AAI9805227,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost-effective land development with a spatially realistic ecosystem constraint,http://digitalcommons.uri.edu/dissertations/AAI3206243,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hybrid magnetic field gradient, rotating wall device for enhanced colloidal magnetic affinity separations",http://digitalcommons.uri.edu/dissertations/AAI9999537,0,0,0,0,0,0,0,0,0,0,0,0,0
The relationship between lipid class composition and the bioaccumulation of polychlorinated biphenyls in marine mussels,http://digitalcommons.uri.edu/dissertations/AAI9945192,0,0,0,0,0,0,0,0,0,0,0,0,0
Quantum integrability and nonintegrability of Hamiltonian systems with two degrees of freedom,http://digitalcommons.uri.edu/dissertations/AAI9955106,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Man with Box""",http://digitalcommons.uri.edu/dissertations/AAI3248236,0,0,0,0,0,0,0,0,0,0,0,0,0
Lagrangian studies of oxygen variability in the North Atlantic Ocean,http://digitalcommons.uri.edu/dissertations/AAI3053111,0,0,0,0,0,0,0,0,0,0,0,0,0
An examination of familial alcoholism and attitudes toward alcohol interventions among college students,http://digitalcommons.uri.edu/dissertations/AAI3276976,0,0,0,0,0,0,0,0,0,0,0,0,0
Using the Medical Expenditure Panel Survey (MEPS) to assess antibiotic utilization in acute respiratory tract infections,http://digitalcommons.uri.edu/dissertations/AAI3112112,0,0,0,0,0,0,0,0,0,0,0,0,0
EFFECTIVENESS OF BUTYROPHENONES AND RELATED DRUGS IN NARCOTIC WITHDRAWAL IN THE RAT,http://digitalcommons.uri.edu/dissertations/AAI7820585,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unitary and Hermitian fractional operators and their extensions: Fractional Mellin transform, joint fractional representations and fractional correlations",http://digitalcommons.uri.edu/dissertations/AAI9988718,0,0,0,0,0,0,0,0,0,0,0,0,0
Thermal stress effects in composite materials and engineering components,http://digitalcommons.uri.edu/dissertations/AAI9601880,0,0,0,0,0,0,0,0,0,0,0,0,0
Noise externalities: A hybrid model to assess effects and management with application to transportation issues in Rhode Island,http://digitalcommons.uri.edu/dissertations/AAI3225318,0,0,0,0,0,0,0,0,0,0,0,0,0
The employer/employee relationship: Identifying type and level of employee involvement and the relationship to extra-role behavior and intent to remain,http://digitalcommons.uri.edu/dissertations/AAI9945219,0,0,0,0,0,0,0,0,0,0,0,0,0
Applications of image analysis in the development of recombinant protein processes,http://digitalcommons.uri.edu/dissertations/AAI9989445,0,0,0,0,0,0,0,0,0,0,0,0,0
The pursuit of beauty through thinness and the impact of advertising on college women's attitudes,http://digitalcommons.uri.edu/dissertations/AAI9601870,0,0,0,0,0,0,0,0,0,0,0,0,0
A cluster analytic test of the transtheoretical model applied to exercise behavior,http://digitalcommons.uri.edu/dissertations/AAI9902587,0,0,0,0,0,0,0,0,0,0,0,0,0
Valuation of Atlantic salmon sport fishing in New England and an economic analysis of farming adult Atlantic salmon for a sport fishery,http://digitalcommons.uri.edu/dissertations/AAI9633499,0,0,0,0,0,0,0,0,0,0,0,0,0
Self-efficacy in women following myocardial infarction: An investigation into the effects of a cognitive-interactive nursing intervention on efficacy enhancement,http://digitalcommons.uri.edu/dissertations/AAI9961440,0,0,0,0,0,0,0,0,0,0,0,0,0
Study of dinoflagellate life cycle and its role in population dynamics,http://digitalcommons.uri.edu/dissertations/AAI9831125,0,0,0,0,0,0,0,0,0,0,0,0,0
Queer times: Christopher Isherwood's modernity,http://digitalcommons.uri.edu/dissertations/AAI3145424,0,0,0,0,0,0,0,0,0,0,0,0,0
Predicting condition of small estuarine systems along the United States' Atlantic coast,http://digitalcommons.uri.edu/dissertations/AAI3160031,0,0,0,0,0,0,0,0,0,0,0,0,0
Mechanisms of brittle material erosion associated with high-pressure abrasive waterjet processing: A modeling and application study,http://digitalcommons.uri.edu/dissertations/AAI9239602,0,0,0,0,0,0,0,0,0,0,0,0,0
Social support: A fieldwork study of adjusting to life in a nursing home,http://digitalcommons.uri.edu/dissertations/AAI9239584,0,0,0,0,0,0,0,0,0,0,0,0,0
Foundations for the study of American rhapsody,http://digitalcommons.uri.edu/dissertations/AAI9955096,0,0,0,0,0,0,0,0,0,0,0,0,0
The incorporation of communicative language teaching into the elaboration of interactive software for ESL/EFL learning,http://digitalcommons.uri.edu/dissertations/AAI3239901,0,0,0,0,0,0,0,0,0,0,0,0,0
The role of planning in marine resource management: The effect of differing legislative mandates on the Atlantic Large Whale Take Reduction Plan,http://digitalcommons.uri.edu/dissertations/AAI3186894,0,0,0,0,0,0,0,0,0,0,0,0,0
Behavioral modeling and simulations of mixed-signal integrated circuits with process variations and physical defects,http://digitalcommons.uri.edu/dissertations/AAI3115630,0,0,0,0,0,0,0,0,0,0,0,0,0
Collection Development Update #16,http://digitalcommons.uri.edu/lib_cd_rpts/17,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cultural conditioning and mother/daughter conflicts in the development of identity and voice: The autobiographical fiction of Dorothy Allison, Wan-So Pak, and Maxine Hong Kingston",http://digitalcommons.uri.edu/dissertations/AAI3039088,0,0,0,0,0,0,0,0,0,0,0,0,0
An examination of the nature of reading fluency,http://digitalcommons.uri.edu/dissertations/AAI3053119,0,0,0,0,0,0,0,0,0,0,0,0,0
Study and analysis of the water quality of the Blackstone River watershed,http://digitalcommons.uri.edu/dissertations/AAI9723551,0,0,0,0,0,0,0,0,0,0,0,0,0
The meaning of nurses' work: A descriptive study of values fundamental to professional identity in nursing,http://digitalcommons.uri.edu/dissertations/AAI9601843,0,0,0,0,0,0,0,0,0,0,0,0,0
Characterization and fractal analysis of volcanic particles: A multidimensional approach to interpretation of volcaniclastic deposits,http://digitalcommons.uri.edu/dissertations/AAI3025560,0,0,0,0,0,0,0,0,0,0,0,0,0
Elementary school children's stigmatization of children with mental illness,http://digitalcommons.uri.edu/dissertations/AAI3115627,0,0,0,0,0,0,0,0,0,0,0,0,0
Data mining in the health care industry,http://digitalcommons.uri.edu/dissertations/AAI3284828,0,0,0,0,0,0,0,0,0,0,0,0,0
Blood glucose estimation accuracy in children with diabetes: An investigation of repeated practice with latent growth curve modeling,http://digitalcommons.uri.edu/dissertations/AAI3068613,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mechanisms of polycyclic aromatic hydrocarbons carcinogenesis: Synthesis and DNA binding studies of anti- and syn-3,4-dihydrodiol-5,5a-epoxide benzo(ghi);fluoranthene",http://digitalcommons.uri.edu/dissertations/AAI9945195,0,0,0,0,0,0,0,0,0,0,0,0,0
Regulation of cytochrome P450-3A (CYP3A) and pregnane X receptor (PXR): Implications to drug-drug interactions,http://digitalcommons.uri.edu/dissertations/AAI3186919,0,0,0,0,0,0,0,0,0,0,0,0,0
AN INVESTIGATION OF GRIEF AND ADAPTATION IN PARENTS WHOSE CHILDREN HAVE DIED FROM CANCER,http://digitalcommons.uri.edu/dissertations/AAI8102336,0,0,0,0,0,0,0,0,0,0,0,0,0
"The chirp sonar--a high-resolution, quantitative subbottom profiler",http://digitalcommons.uri.edu/dissertations/AAI9008849,0,0,0,0,0,0,0,0,0,0,0,0,0
"Growth, grazing and bioluminescence of marine heterotrophic dinoflagellates",http://digitalcommons.uri.edu/dissertations/AAI9723565,0,0,0,0,0,0,0,0,0,0,0,0,0
Coping with everyday classism: Exeriences of low-income people in a southeastern rural community,http://digitalcommons.uri.edu/dissertations/AAI3346859,0,0,0,0,0,0,0,0,0,0,0,0,0
Measuring stage of change for exercise,http://digitalcommons.uri.edu/dissertations/AAI9601868,0,0,0,0,0,0,0,0,0,0,0,0,0
VISUALLY ESTIMATING WORKPIECE POSE IN A ROBOT HAND USING THE FEATURE POINTS METHOD,http://digitalcommons.uri.edu/dissertations/AAI8011739,0,0,0,0,0,0,0,0,0,0,0,0,0
Voting and the Spirit of Democracy,http://digitalcommons.uri.edu/lib_ts_pubs/10,0,0,0,0,0,0,0,0,0,0,0,0,0
Nonlinearly forced equatorial deep jets,http://digitalcommons.uri.edu/dissertations/AAI9723571,0,0,0,0,0,0,0,0,0,0,0,0,0
Manifestoes: A study in genre,http://digitalcommons.uri.edu/dissertations/AAI3103696,0,0,0,0,0,0,0,0,0,0,0,0,0
"Geochemical correlation, variation, and petrogenesis, of ignimbrites in Central America and associated Caribbean Sea tephra layers",http://digitalcommons.uri.edu/dissertations/AAI3160032,0,0,0,0,0,0,0,0,0,0,0,0,0
Acquisitions Department - Monograph Statistics 1988-1989,http://digitalcommons.uri.edu/lib_mac_rpts/11,0,0,0,0,0,0,0,0,0,0,0,0,0
"Technological change, depletion and environmental policy in the offshore oil and gas industry",http://digitalcommons.uri.edu/dissertations/AAI3063774,0,0,0,0,0,0,0,0,0,0,0,0,0
Native and exotic Phragmites australis in Rhode Island: Distribution and differential resistance to insect herbivores,http://digitalcommons.uri.edu/dissertations/AAI3186908,0,0,0,0,0,0,0,0,0,0,0,0,0
Towards an integrated model of participation in community-based alcohol and other drug problem prevention coalitions,http://digitalcommons.uri.edu/dissertations/AAI9702085,0,0,0,0,0,0,0,0,0,0,0,0,0
Public writing inside and outside the classroom: A comparative analysis of activist rhetorics,http://digitalcommons.uri.edu/dissertations/AAI3298371,0,0,0,0,0,0,0,0,0,0,0,0,0
Assessment of the impacts of tourism development in coastal communities in Belize,http://digitalcommons.uri.edu/dissertations/AAI3239904,0,0,0,0,0,0,0,0,0,0,0,0,0
"THE GRASS SHRIMP, PALAEMONETES PUGIO, AS A MAJOR COMPONENT OF A SALT MARSH ECOSYSTEM",http://digitalcommons.uri.edu/dissertations/AAI7328018,0,0,0,0,0,0,0,0,0,0,0,0,0
Rescheduling point determination in dynamic FMS using a flexiblility metric methodology,http://digitalcommons.uri.edu/dissertations/AAI3298369,0,0,0,0,0,0,0,0,0,0,0,0,0
HELIN-MACC Unit Monthly Statistics 2004-2005,http://digitalcommons.uri.edu/lib_mac_rpts/29,0,0,0,0,0,0,0,0,0,0,0,0,0
Life experiences of Cambodian-American refugee women: Segmented life stories,http://digitalcommons.uri.edu/dissertations/AAI3115634,0,0,0,0,0,0,0,0,0,0,0,0,0
Peer Grief Support at the University of Rhode Island,http://digitalcommons.uri.edu/srhonorsprog/122,0,0,0,0,0,0,0,0,0,0,0,0,0
"(Re)envisioned (pre)history: Feminism, goddess politics, and readership analysis of Jean M. Auel's ""The Clan of the Cave Bear"" and ""The Valley of the Horses""",http://digitalcommons.uri.edu/dissertations/AAI9920531,0,0,0,0,0,0,0,0,0,0,0,0,0
Using spelling performance to study literacy acquisition in English for Spanish-speaking students in the seventh grade,http://digitalcommons.uri.edu/dissertations/AAI3277006,0,0,0,0,0,0,0,0,0,0,0,0,0
Periodicity and global attractivity of some difference equations,http://digitalcommons.uri.edu/dissertations/AAI9945231,0,0,0,0,0,0,0,0,0,0,0,0,0
"Whose Story Is It, Anyway?",http://digitalcommons.uri.edu/dissertations/AAI9996445,0,0,0,0,0,0,0,0,0,0,0,0,0
Marie de France and Layamon: Cultural subversives,http://digitalcommons.uri.edu/dissertations/AAI9332470,0,0,0,0,0,0,0,0,0,0,0,0,0
Validity of the Boston Qualitative Scoring System as a measure of executive functioning in pediatric Rey-Osterrieth Complex Figure performance,http://digitalcommons.uri.edu/dissertations/AAI3103698,0,0,0,0,0,0,0,0,0,0,0,0,0
"The nutritional ecology of songbirds: How food quality, diet preferences, and food limitation influence nutrient storage and use during migration",http://digitalcommons.uri.edu/dissertations/AAI3112123,0,0,0,0,0,0,0,0,0,0,0,0,0
Wave propagation in the central equatorial Pacific Ocean,http://digitalcommons.uri.edu/dissertations/AAI9633482,0,0,0,0,0,0,0,0,0,0,0,0,0
"Existence, stability, boundedness, and periodicity of some difference equations",http://digitalcommons.uri.edu/dissertations/AAI9988238,0,0,0,0,0,0,0,0,0,0,0,0,0
The behavior of large shareholders of banks: Evidence from Japan,http://digitalcommons.uri.edu/dissertations/AAI9805237,0,0,0,0,0,0,0,0,0,0,0,0,0
The morphological characteristics and geological implications of prime segments and axial volcanoes along the East Pacific Rise,http://digitalcommons.uri.edu/dissertations/AAI9831121,0,0,0,0,0,0,0,0,0,0,0,0,0
Design and evaluation of nucleoside derivatives for targeted drug delivery and therapeutic applications,http://digitalcommons.uri.edu/dissertations/AAI3346846,0,0,0,0,0,0,0,0,0,0,0,0,0
