PAYMENT DATE,BUSINESS UNIT,PAYMENT TYPE,PAYEE,PAYMENT AMOUNT
2013-05-17 00:00:00,Traffic Engineering L4,NATURAL GAS,ATMOS ENERGY CORPORATION,7.32
2013-05-17 00:00:00,Traffic Engineering L4,CONF. & TRAINING,PETTY CASH - CITY HALL,25
2013-05-17 00:00:00,Civil Engineering L4,POSTAGE & COURIERS,UNITED PARCEL SERVICES,6.38
2013-05-17 00:00:00,Civil Engineering L4,NATURAL GAS,ATMOS ENERGY CORPORATION,21.91
2013-05-17 00:00:00,Civil Engineering L4,CONF. & TRAINING,PETTY CASH - CITY HALL,30
2013-05-17 00:00:00,Building Inspection L4,UNIFORMS & CLOTHING,"SCHELL, VRISTA AND ROSE INC",125
2013-05-17 00:00:00,Building Inspection L4,CREDIT CARD FEES,"VANTIV HOLDING, LLC",524.91
2013-05-17 00:00:00,Building Inspection L4,NATURAL GAS,ATMOS ENERGY CORPORATION,19.05
2013-05-17 00:00:00,Streets Consol Cap Proj FL4,RETAINAGE PAYABLE,ESTRADA CONCRETE CO LLC,-3341.68
2013-05-17 00:00:00,Utility Operating Fund FL4,BACK FLOW REGISTRATION FEE,"VANTIV HOLDING, LLC",75.39
2013-05-17 00:00:00,Golf Operating L4,GASOLINE & FUELS ALLOC,"W DOUGLASS DISTRIBUTING, LTD",2175.3
2013-05-17 00:00:00,Golf Operating L4,GASOLINE & FUELS ALLOC,"W DOUGLASS DISTRIBUTING, LTD",1185.93
2013-05-17 00:00:00,Golf Operating L4,GASOLINE & FUELS ALLOC,"W DOUGLASS DISTRIBUTING, LTD",2503.59
2013-05-17 00:00:00,San Operating Fund FL4,A/P - SALES TAXES,Sales Tax for-Apr'13,50498.17
2013-05-17 00:00:00,Flt Operating L4,GASOLINE & FUELS,BARNEY HOLLAND OIL COMPANY,3293.11
2013-05-17 00:00:00,Flt Operating L4,GASOLINE & FUELS,"W DOUGLASS DISTRIBUTING, LTD",5277.55
2013-05-17 00:00:00,Flt Operating L4,GASOLINE & FUELS,"W DOUGLASS DISTRIBUTING, LTD",12219.77
2013-05-17 00:00:00,Flt Operating L4,VEH MAINT  - TARGET G4S PAYMENTS,G4S INTEGRATED FLEET SERVICES,116867.8
2013-05-17 00:00:00,Flt Operating L4,VEH MAINT - NONTARGET G4S PAYMENTS,G4S INTEGRATED FLEET SERVICES,59841.37
2013-05-17 00:00:00,Flt Operating L4,NATURAL GAS,ATMOS ENERGY CORPORATION,23.14
2013-05-17 00:00:00,EHD Clearing  FundL4,OTHER PROFESSIONAL SERVICES,TML INTERGOVERNMENTAL,40.88
2013-05-17 00:00:00,EHD Clearing  FundL4,OTHER PROFESSIONAL SERVICES,"UMR, INC.",9159.6
2013-05-17 00:00:00,EHD Clearing  FundL4,OTHER PROFESSIONAL SERVICES,SILVER POINT C&I,13811
2013-05-17 00:00:00,EHD Int L4,OTHER PROFESSIONAL SERVICES,TML INTERGOVERNMENTAL,36497.66
2013-05-17 00:00:00,EHD Low L4,OTHER PROFESSIONAL SERVICES,TML INTERGOVERNMENTAL,39198.770000000004
2013-05-17 00:00:00,EHD Retiree L4,OTHER PROFESSIONAL SERVICES,TML INTERGOVERNMENTAL,4458.43
2013-05-17 00:00:00,EHD HRA L4,OTHER PROFESSIONAL SERVICES,TML INTERGOVERNMENTAL,23263.71
2013-05-17 00:00:00,EHD Dental L4,OTHER PROFESSIONAL SERVICES,TML INTERGOVERNMENTAL,460.09
2013-05-17 00:00:00,Flt Operating Fund FL4,A/P - MISCELLANEOUS,G4S INTEGRATED FLEET SERVICES,48125.69
2013-05-17 00:00:00,Gen Cap Spec Proj L4,OTHER PROFESSIONAL SERVICES,AOT PUBLIC SAFETY,2945.23
2013-05-17 00:00:00,TOD Cap Proj L4,OTHER PROFESSIONAL SERVICES,RESOURCE ENVIRONMENTAL,11000
2013-05-17 00:00:00,TOD Cap Proj L4,RIGHT OF WAYS,"CHICAGO TITLE OF TEXAS, LLC",337.73
2013-05-17 00:00:00,Gen Cap IT Proj L3,OTHER PROFESSIONAL SERVICES,TOWN OF ADDISON,2269.04
2013-05-17 00:00:00,Gen Cap IT Proj L3,OTHER PROFESSIONAL SERVICES,TOWN OF ADDISON,897.52
2013-05-17 00:00:00,Gen Cap IT Proj L3,OTHER PROFESSIONAL SERVICES,TOWN OF ADDISON,2990.92
2013-05-17 00:00:00,PS GO 05 Cap Proj L4,OTHER PROFESSIONAL SERVICES,JAMES C. PRITCHARD ASSOCIATES,2500
2013-05-17 00:00:00,Urban Desgn Spec Cap Proj L4,STREET IMPROVEMENTS,ESTRADA CONCRETE CO LLC,2341.31
2013-05-17 00:00:00,Urban Desgn Spec Cap Proj L4,CAPITAL PROJECT RETAINAGE,ESTRADA CONCRETE CO LLC,260.14
2013-05-17 00:00:00,CDBG Cap Proj L4,OTHER PROFESSIONAL SERVICES,"VILLARREAL, ROY",3909
2013-05-17 00:00:00,Streets Consol Cap Proj L4,ENGINEERING SERVICES,HENNESSEY ENGINEERING INC.,2625
2013-05-17 00:00:00,Streets Consol Cap Proj L4,ENGINEERING SERVICES,HENNESSEY ENGINEERING INC.,1107.5
2013-05-17 00:00:00,Streets Consol Cap Proj L4,STREET IMPROVEMENTS,ESTRADA CONCRETE CO LLC,30075.11
2013-05-17 00:00:00,Streets Consol Cap Proj L4,STREET OVERLAYS,UNITED PARCEL SERVICES,6.53
2013-05-17 00:00:00,Streets Consol Cap Proj L4,CAPITAL PROJECT RETAINAGE,ESTRADA CONCRETE CO LLC,3341.68
2013-05-17 00:00:00,Utilities Consol Cap Proj L4,ENGINEERING SERVICES,"BIRKHOFF, HENDRICKS & CARTER",2177.6
2013-05-17 00:00:00,Utilities Consol Cap Proj L4,ENGINEERING SERVICES,"BIRKHOFF, HENDRICKS & CARTER",11000
2013-05-17 00:00:00,Utilities Consol Cap Proj L4,ENGINEERING SERVICES,"BIRKHOFF, HENDRICKS & CARTER",12000
2013-05-21 00:00:00,General Fund,AP SUSPENSE,STAPLES,4216.84
2013-05-21 00:00:00,General Fund,FIRE DEPT CPR PROGRAM,BANK OF AMERICA P-CARD,1160.64
2013-05-21 00:00:00,City Council L4,FOOD (NON-TRAVEL),BANK OF AMERICA P-CARD,274
2013-05-21 00:00:00,City Council L4,FOOD (NON-TRAVEL),BANK OF AMERICA P-CARD,226.22
2013-05-21 00:00:00,City Council L4,FOOD (NON-TRAVEL),BANK OF AMERICA P-CARD,5.4
2013-05-21 00:00:00,City Council L4,FOOD (NON-TRAVEL),BANK OF AMERICA P-CARD,79.01
2013-05-21 00:00:00,City Council L4,FOOD (NON-TRAVEL),BANK OF AMERICA P-CARD,195.94
2013-05-21 00:00:00,City Council L4,FOOD (NON-TRAVEL),BANK OF AMERICA P-CARD,7.98
2013-05-21 00:00:00,City Council L4,FOOD (NON-TRAVEL),BANK OF AMERICA P-CARD,-289.58
2013-05-21 00:00:00,City Council L4,TRAVEL MEALS & LODGING,BANK OF AMERICA P-CARD,331.8
2013-05-21 00:00:00,City Council L4,TRAVEL MEALS & LODGING,BANK OF AMERICA P-CARD,52
2013-05-21 00:00:00,City Council L4,TRAVEL MEALS & LODGING,BANK OF AMERICA P-CARD,283.8
2013-05-21 00:00:00,City Mgr Office AF L4,FOOD (NON-TRAVEL),BANK OF AMERICA P-CARD,39.92
2013-05-21 00:00:00,City Mgr Office AF L4,FOOD (NON-TRAVEL),BANK OF AMERICA P-CARD,17.78
2013-05-21 00:00:00,City Mgr Office AF L4,FOOD (NON-TRAVEL),BANK OF AMERICA P-CARD,21.47
2013-05-21 00:00:00,City Mgr Office AF L4,FOOD (NON-TRAVEL),BANK OF AMERICA P-CARD,13.9
2013-05-21 00:00:00,City Mgr Office AF L4,FOOD (NON-TRAVEL),BANK OF AMERICA P-CARD,43.76
2013-05-21 00:00:00,City Mgr Office AF L4,OTHER PROFESSIONAL SERVICES,BANK OF AMERICA P-CARD,9093.75
2013-05-21 00:00:00,City Mgr Office AF L4,"WIRELESS, CELL PHONE",BANK OF AMERICA P-CARD,52.44
2013-05-21 00:00:00,City Mgr Office AF L4,R/M SERVICES-MISC.,BANK OF AMERICA P-CARD,498
2013-05-21 00:00:00,City Mgr Office AF L4,R/M SERVICES-MISC.,BANK OF AMERICA P-CARD,234.16
2013-05-21 00:00:00,City Mgr Office AF L4,CONF. & TRAINING,BANK OF AMERICA P-CARD,20
2013-05-21 00:00:00,City Mgr Office AF L4,CONF. & TRAINING,BANK OF AMERICA P-CARD,152.3
2013-05-21 00:00:00,City Mgr Office AF L4,CONF. & TRAINING,BANK OF AMERICA P-CARD,75
2013-05-21 00:00:00,City Mgr Office AF L4,CONF. & TRAINING,BANK OF AMERICA P-CARD,75
2013-05-21 00:00:00,City Mgr Office AF L4,CONF. & TRAINING,BANK OF AMERICA P-CARD,152.3
2013-05-21 00:00:00,City Mgr Office AF L4,TRAVEL MEALS & LODGING,BANK OF AMERICA P-CARD,-150
2013-05-21 00:00:00,City Mgr Office AF L4,TRAVEL MEALS & LODGING,BANK OF AMERICA P-CARD,220.8
2013-05-21 00:00:00,City Mgr Office AF L4,TRAVEL MEALS & LODGING,BANK OF AMERICA P-CARD,129.27
2013-05-21 00:00:00,City Mgr Office AF L4,TRAVEL MEALS & LODGING,BANK OF AMERICA P-CARD,10
2013-05-21 00:00:00,City Mgr Office AF L4,TRAVEL MEALS & LODGING,BANK OF AMERICA P-CARD,281.8
2013-05-21 00:00:00,City Mgr Office AF L4,TRAVEL MEALS & LODGING,BANK OF AMERICA P-CARD,52
2013-05-21 00:00:00,City Mgr Office AF L4,TRAVEL MEALS & LODGING,BANK OF AMERICA P-CARD,310.08
2013-05-21 00:00:00,City Mgr Office AF L4,TRAVEL MEALS & LODGING,BANK OF AMERICA P-CARD,18.68
2013-05-21 00:00:00,City Mgr Office AF L4,TRAVEL MEALS & LODGING,BANK OF AMERICA P-CARD,331.8
2013-05-21 00:00:00,City Mgr Office AF L4,TRAVEL MEALS & LODGING,BANK OF AMERICA P-CARD,12.65
2013-05-21 00:00:00,City Mgr Office AF L4,TRAVEL MEALS & LODGING,BANK OF AMERICA P-CARD,150
2013-05-21 00:00:00,City Mgr Office AF L4,TRAVEL MEALS & LODGING,BANK OF AMERICA P-CARD,283.8
2013-05-21 00:00:00,Resolution Center L4,OFFICE SUPPLIES,BANK OF AMERICA P-CARD,129
2013-05-21 00:00:00,Organizational Development L4,SPEC RECOGNITION FOOD,BANK OF AMERICA P-CARD,338.75
2013-05-21 00:00:00,Organizational Development L4,SPEC RECOGNITION FOOD,BANK OF AMERICA P-CARD,190.16
2013-05-21 00:00:00,Organizational Development L4,SPEC RECOGNITION FOOD,BANK OF AMERICA P-CARD,29.14
2013-05-21 00:00:00,Organizational Development L4,SPEC RECOGNITION FOOD,BANK OF AMERICA P-CARD,27.39
2013-05-21 00:00:00,Organizational Development L4,SPEC RECOGNITION FOOD,BANK OF AMERICA P-CARD,27.39
2013-05-21 00:00:00,Organizational Development L4,SPEC RECOGNITION FOOD,BANK OF AMERICA P-CARD,97.29
2013-05-21 00:00:00,Organizational Development L4,FOOD (NON-TRAVEL),BANK OF AMERICA P-CARD,5.59
2013-05-21 00:00:00,Organizational Development L4,FOOD (NON-TRAVEL),BANK OF AMERICA P-CARD,82.5
2013-05-21 00:00:00,Organizational Development L4,FOOD (NON-TRAVEL),BANK OF AMERICA P-CARD,39.230000000000004
2013-05-21 00:00:00,Organizational Development L4,FOOD (NON-TRAVEL),BANK OF AMERICA P-CARD,9.96
2013-05-21 00:00:00,Organizational Development L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,133
2013-05-21 00:00:00,Dispatch,MEMBERSHIP DUES-CERTIF. FEES,BANK OF AMERICA P-CARD,165
2013-05-21 00:00:00,Dispatch,CONF. & TRAINING,BANK OF AMERICA P-CARD,-33.68
2013-05-21 00:00:00,Dispatch,CONF. & TRAINING,BANK OF AMERICA P-CARD,50
2013-05-21 00:00:00,Dispatch,CONF. & TRAINING,BANK OF AMERICA P-CARD,50
2013-05-21 00:00:00,Dispatch,CONF. & TRAINING,BANK OF AMERICA P-CARD,150
2013-05-21 00:00:00,Non-Departmental GF L4,INTERGOVERNMENTAL RELATIONS,BANK OF AMERICA P-CARD,325
2013-05-21 00:00:00,Non-Departmental GF L4,INTERGOVERNMENTAL RELATIONS,BANK OF AMERICA P-CARD,329.8
2013-05-21 00:00:00,Non-Departmental GF L4,CENTENNIAL EVENTS,BANK OF AMERICA P-CARD,11.68
2013-05-21 00:00:00,Non-Departmental GF L4,CENTENNIAL EVENTS,BANK OF AMERICA P-CARD,601
2013-05-21 00:00:00,Non-Departmental GF L4,CENTENNIAL EVENTS,BANK OF AMERICA P-CARD,218
2013-05-21 00:00:00,Non-Departmental GF L4,CENTENNIAL EVENTS,BANK OF AMERICA P-CARD,186
2013-05-21 00:00:00,Non-Departmental GF L4,CENTENNIAL EVENTS,BANK OF AMERICA P-CARD,2000
2013-05-21 00:00:00,Non-Departmental GF L4,CENTENNIAL EVENTS,BANK OF AMERICA P-CARD,218
2013-05-21 00:00:00,Non-Departmental GF L4,CENTENNIAL EVENTS,BANK OF AMERICA P-CARD,240
2013-05-21 00:00:00,Non-Departmental GF L4,CONF. & TRAINING,BANK OF AMERICA P-CARD,35
2013-05-21 00:00:00,Non-Departmental GF L4,CONF. & TRAINING,BANK OF AMERICA P-CARD,99
2013-05-21 00:00:00,Non-Departmental AF L4,FOOD (NON-TRAVEL),BANK OF AMERICA P-CARD,21.86
2013-05-21 00:00:00,Non-Departmental AF L4,FOOD (NON-TRAVEL),BANK OF AMERICA P-CARD,17.76
2013-05-21 00:00:00,Hotel Motel Tax L4,MUSEUM PROJECTS,BANK OF AMERICA P-CARD,220
2013-05-21 00:00:00,City Atty Office L4,MEMBERSHIP DUES-CERTIF. FEES,BANK OF AMERICA P-CARD,170
2013-05-21 00:00:00,City Atty Office L4,SUBSCRIPTIONS & PUBLICATIONS,BANK OF AMERICA P-CARD,855.38
2013-05-21 00:00:00,City Atty Office L4,SUBSCRIPTIONS & PUBLICATIONS,BANK OF AMERICA P-CARD,99.45
2013-05-21 00:00:00,City Atty Office L4,SUBSCRIPTIONS & PUBLICATIONS,BANK OF AMERICA P-CARD,182
2013-05-21 00:00:00,City Atty Office L4,CONF. & TRAINING,BANK OF AMERICA P-CARD,100
2013-05-21 00:00:00,City Atty Office L4,TRAVEL MEALS & LODGING,BANK OF AMERICA P-CARD,-18.3
2013-05-21 00:00:00,City Atty Office L4,TRAVEL MEALS & LODGING,BANK OF AMERICA P-CARD,206.1
2013-05-21 00:00:00,City Atty Office L4,TRAVEL MEALS & LODGING,BANK OF AMERICA P-CARD,206.1
2013-05-21 00:00:00,Human Resources L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,25
2013-05-21 00:00:00,Human Resources L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,250
2013-05-21 00:00:00,Human Resources L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,27.99
2013-05-21 00:00:00,Human Resources L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,27.99
2013-05-21 00:00:00,Human Resources L4,ADVERTISING-GENERAL,BANK OF AMERICA P-CARD,30
2013-05-21 00:00:00,Human Resources L4,CONF. & TRAINING,BANK OF AMERICA P-CARD,49
2013-05-21 00:00:00,Muni Court Operations L4,OFFICE SUPPLIES,BANK OF AMERICA P-CARD,27.43
2013-05-21 00:00:00,Muni Court Operations L4,OTHER PROFESSIONAL SERVICES,BANK OF AMERICA P-CARD,300
2013-05-21 00:00:00,Muni Court Operations L4,OTHER PROFESSIONAL SERVICES,BANK OF AMERICA P-CARD,7.87
2013-05-21 00:00:00,Muni Court Operations L4,MEMBERSHIP DUES-CERTIF. FEES,BANK OF AMERICA P-CARD,115
2013-05-21 00:00:00,Muni Court Operations L4,PRINTING & PHOTO.,BANK OF AMERICA P-CARD,140
2013-05-21 00:00:00,Muni Court Operations L4,PRINTING & PHOTO.,BANK OF AMERICA P-CARD,50.3
2013-05-21 00:00:00,Muni Court Judicial L4,SUBSCRIPTIONS & PUBLICATIONS,BANK OF AMERICA P-CARD,27
2013-05-21 00:00:00,Accounting L4,CONF. & TRAINING,BANK OF AMERICA P-CARD,26
2013-05-21 00:00:00,Accounting L4,CONF. & TRAINING,BANK OF AMERICA P-CARD,85
2013-05-21 00:00:00,UCS and Rev Collection L4,OFFICE SUPPLIES,BANK OF AMERICA P-CARD,-27.99
2013-05-21 00:00:00,UCS and Rev Collection L4,OFFICE SUPPLIES,BANK OF AMERICA P-CARD,64.73
2013-05-21 00:00:00,UCS and Rev Collection L4,POSTAGE & COURIERS,BANK OF AMERICA P-CARD,1.76
2013-05-21 00:00:00,UCS and Rev Collection L4,POSTAGE & COURIERS,BANK OF AMERICA P-CARD,0.55
2013-05-21 00:00:00,UCS and Rev Collection L4,POSTAGE & COURIERS,BANK OF AMERICA P-CARD,7.7
2013-05-21 00:00:00,UCS and Rev Collection L4,MEMBERSHIP DUES-CERTIF. FEES,BANK OF AMERICA P-CARD,58.34
2013-05-21 00:00:00,UCS and Rev Collection L4,MEMBERSHIP DUES-CERTIF. FEES,BANK OF AMERICA P-CARD,58.34
2013-05-21 00:00:00,Finance Admin L4,FOOD (NON-TRAVEL),BANK OF AMERICA P-CARD,133.67000000000002
2013-05-21 00:00:00,Finance Admin L4,TRAVEL MEALS & LODGING,BANK OF AMERICA P-CARD,150
2013-05-21 00:00:00,Finance Admin L4,TRAVEL MEALS & LODGING,BANK OF AMERICA P-CARD,12.95
2013-05-21 00:00:00,Budget MA L4,MEMBERSHIP DUES-CERTIF. FEES,BANK OF AMERICA P-CARD,175
2013-05-21 00:00:00,Court Security L4,OTHER PROFESSIONAL SERVICES,BANK OF AMERICA P-CARD,9.94
2013-05-21 00:00:00,Court Security L4,OTHER PROFESSIONAL SERVICES,BANK OF AMERICA P-CARD,79.98
2013-05-21 00:00:00,Court Security L4,OTHER PROFESSIONAL SERVICES,BANK OF AMERICA P-CARD,282.8
2013-05-21 00:00:00,Court Security L4,OTHER PROFESSIONAL SERVICES,BANK OF AMERICA P-CARD,145
2013-05-21 00:00:00,Facility Services L4,HAND TOOLS,BANK OF AMERICA P-CARD,19.97
2013-05-21 00:00:00,Facility Services L4,HAND TOOLS,BANK OF AMERICA P-CARD,2.29
2013-05-21 00:00:00,Facility Services L4,HAND TOOLS,BANK OF AMERICA P-CARD,13.62
2013-05-21 00:00:00,Facility Services L4,HAND TOOLS,BANK OF AMERICA P-CARD,20.99
2013-05-21 00:00:00,Facility Services L4,HAND TOOLS,BANK OF AMERICA P-CARD,15.03
2013-05-21 00:00:00,Facility Services L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,2.47
2013-05-21 00:00:00,Facility Services L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,6.31
2013-05-21 00:00:00,Facility Services L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,3.67
2013-05-21 00:00:00,Facility Services L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,314.1
2013-05-21 00:00:00,Facility Services L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,10.97
2013-05-21 00:00:00,Facility Services L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,144.53
2013-05-21 00:00:00,Facility Services L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,20.99
2013-05-21 00:00:00,Facility Services L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,30.69
2013-05-21 00:00:00,Facility Services L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,793.08
2013-05-21 00:00:00,Facility Services L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,11.54
2013-05-21 00:00:00,Facility Services L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,45.13
2013-05-21 00:00:00,Facility Services L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,4.33
2013-05-21 00:00:00,Facility Services L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,17.97
2013-05-21 00:00:00,Facility Services L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,13.35
2013-05-21 00:00:00,Facility Services L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,25.9
2013-05-21 00:00:00,Facility Services L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,6.18
2013-05-21 00:00:00,Facility Services L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,87.08
2013-05-21 00:00:00,Facility Services L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,5.35
2013-05-21 00:00:00,Facility Services L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,-12.95
2013-05-21 00:00:00,Facility Services L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,2.2800000000000002
2013-05-21 00:00:00,Facility Services L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,4.3500000000000005
2013-05-21 00:00:00,Facility Services L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,13.92
2013-05-21 00:00:00,Facility Services L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,5.41
2013-05-21 00:00:00,Facility Services L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,84.62
2013-05-21 00:00:00,Facility Services L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,1.98
2013-05-21 00:00:00,Facility Services L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,849.06
2013-05-21 00:00:00,Facility Services L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,8.97
2013-05-21 00:00:00,Facility Services L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,1.92
2013-05-21 00:00:00,Facility Services L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,40.35
2013-05-21 00:00:00,Facility Services L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,47.96
2013-05-21 00:00:00,Facility Services L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,24.6
2013-05-21 00:00:00,Facility Services L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,112.06
2013-05-21 00:00:00,Facility Services L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,15.51
2013-05-21 00:00:00,Facility Services L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,41.98
2013-05-21 00:00:00,Facility Services L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,43.88
2013-05-21 00:00:00,Facility Services L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,124.99
2013-05-21 00:00:00,Facility Services L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,23.96
2013-05-21 00:00:00,Facility Services L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,883.56
2013-05-21 00:00:00,Facility Services L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,25.14
2013-05-21 00:00:00,Facility Services L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,6.98
2013-05-21 00:00:00,Facility Services L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,-13.92
2013-05-21 00:00:00,Facility Services L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,69.60000000000001
2013-05-21 00:00:00,Facility Services L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,19.650000000000002
2013-05-21 00:00:00,Facility Services L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,8.71
2013-05-21 00:00:00,Facility Services L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,14.97
2013-05-21 00:00:00,Facility Services L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,169.89
2013-05-21 00:00:00,Facility Services L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,967
2013-05-21 00:00:00,Facility Services L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,10.98
2013-05-21 00:00:00,Facility Services L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,9.790000000000001
2013-05-21 00:00:00,Facility Services L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,62.79
2013-05-21 00:00:00,Facility Services L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,23.29
2013-05-21 00:00:00,Facility Services L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,2.47
2013-05-21 00:00:00,Facility Services L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,183.84
2013-05-21 00:00:00,Facility Services L4,OTHER PROFESSIONAL SERVICES,BANK OF AMERICA P-CARD,279.8
2013-05-21 00:00:00,Facility Services L4,OTHER PROFESSIONAL SERVICES,BANK OF AMERICA P-CARD,400
2013-05-21 00:00:00,Facility Services L4,OTHER PROFESSIONAL SERVICES,BANK OF AMERICA P-CARD,180
2013-05-21 00:00:00,Facility Services L4,OTHER PROFESSIONAL SERVICES,BANK OF AMERICA P-CARD,196
2013-05-21 00:00:00,Facility Services L4,OTHER PROFESSIONAL SERVICES,BANK OF AMERICA P-CARD,555
2013-05-21 00:00:00,Facility Services L4,OTHER PROFESSIONAL SERVICES,BANK OF AMERICA P-CARD,2
2013-05-21 00:00:00,Facility Services L4,OTHER PROFESSIONAL SERVICES,BANK OF AMERICA P-CARD,137
2013-05-21 00:00:00,Facility Services L4,OTHER PROFESSIONAL SERVICES,BANK OF AMERICA P-CARD,134
2013-05-21 00:00:00,Facility Services L4,OTHER PROFESSIONAL SERVICES,BANK OF AMERICA P-CARD,200
2013-05-21 00:00:00,Facility Services L4,OTHER PROFESSIONAL SERVICES,BANK OF AMERICA P-CARD,340
2013-05-21 00:00:00,Facility Services L4,OTHER PROFESSIONAL SERVICES,BANK OF AMERICA P-CARD,273
2013-05-21 00:00:00,Facility Services L4,OTHER PROFESSIONAL SERVICES,BANK OF AMERICA P-CARD,308.6
2013-05-21 00:00:00,Facility Services L4,OTHER PROFESSIONAL SERVICES,BANK OF AMERICA P-CARD,118.79
2013-05-21 00:00:00,Facility Services L4,OTHER PROFESSIONAL SERVICES,BANK OF AMERICA P-CARD,156
2013-05-21 00:00:00,Facility Services L4,OTHER PROFESSIONAL SERVICES,BANK OF AMERICA P-CARD,171.25
2013-05-21 00:00:00,Facility Services L4,OTHER PROFESSIONAL SERVICES,BANK OF AMERICA P-CARD,179.75
2013-05-21 00:00:00,Facility Services L4,OTHER PROFESSIONAL SERVICES,BANK OF AMERICA P-CARD,180
2013-05-21 00:00:00,Facility Services L4,OTHER PROFESSIONAL SERVICES,BANK OF AMERICA P-CARD,247.25
2013-05-21 00:00:00,Facility Services L4,PRINTING & PHOTO.,BANK OF AMERICA P-CARD,31.65
2013-05-21 00:00:00,Facility Services L4,SOLID WASTE CHARGES,BANK OF AMERICA P-CARD,719.02
2013-05-21 00:00:00,Facility Services L4,SOLID WASTE CHARGES,BANK OF AMERICA P-CARD,300.23
2013-05-21 00:00:00,Facility Services L4,R/M SVCS.-STRUCTURES,BANK OF AMERICA P-CARD,649.0600000000001
2013-05-21 00:00:00,Facility Services L4,R/M SVCS.-STRUCTURES,BANK OF AMERICA P-CARD,160.20000000000002
2013-05-21 00:00:00,Marketing Services L4,OTHER PROFESSIONAL SERVICES,BANK OF AMERICA P-CARD,106.94
2013-05-21 00:00:00,Marketing Services L4,OTHER PROFESSIONAL SERVICES,BANK OF AMERICA P-CARD,-115.34
2013-05-21 00:00:00,Marketing Services L4,OTHER PROFESSIONAL SERVICES,BANK OF AMERICA P-CARD,65
