IRN,DISTRICT,COUNTY,COUNTY NUMBER,DISTRICT TYPE,CALCULATED OPPORTUNITY GRANT,CAPPED OPPORTUNITY GRANT,CALCULATED TARGETED ASSISTANCE,CAPPED TARGETED ASSISTANCE,CALCULATED K-3 LITERACY FUNDING,CAPPED K-3 LITERACY FUNDING,CALCULATED ECONOMIC DISADVANTAGED FUNDING,CAPPED ECONOMIC DISADVANTAGED FUNDING,CALCULATED LIMITED ENGLISH PROFICIENCY FUNDING,CAPPED LIMITED ENGLISH PROFICIENCY FUNDING,CALCULATED GIFTED EDUCATION FUNDING,CAPPED GIFTED EDUCATION FUNDING,CALCULATED TRANSPORTATION FUNDING,CAPPED TRANSPORTATION FUNDING,CALCULATED SPECIAL EDUCATION ADDITIONAL FUNDING,CAPPED SPECIAL EDUCATION ADDITIONAL FUNDING,CALCULATED CAREER TECH EDUCATION FUNDING,CAPPED CAREER TECH EDUCATION FUNDING,CALCULATED FUNDING BEFORE GUARANTEE,CAPPED FUNDING BEFORE GUARANTEE,TRANSITIONAL GUARANTEE BASE,TRANSITIONAL GUARANTEE,TOTAL CALCULATED STATE FUNDING,PRESCHOOL SPECIAL EDUCATION FUNDING,SPECIAL EDUCATION TRANSPORTATION FUNDING,TOTAL ADDITIONAL AID ITEMS,EDUCATION SERVICE CENTER TRANSFER,OPEN ENROLLMENT ADJUSTMENT,COMMUNITY SCHOOL TRANSFER,STEM SCHOOL TRANSFER,SCHOLARSHIP TRANSFER,OTHER ADJUSTMENTS,TOTAL TRANSFERS & ADJUSTMENTS,NET STATE FOUNDATION FUNDING,STATEWIDE TOTAL ADM,STATEWIDE FORMULA ADM,STATEWIDE ECONOMIC DISADVANTAGED RATIO,STATEWIDE MEDIAN INCOME,STATEWIDE 3 YEAR AVERAGE VALUATION,STATEWIDE 3 YEAR AVERAGE ADJUSTED VALUATION,STATEWIDE 3 YEAR FEDERAL GROSS INCOME,ADJUSTED TOTAL ADM,TOTAL ADM,TUITION KINDERGARTEN ADM,JOINTURE JVS ADM,FORMULA ADM,CATEGORY 1 SPECIAL EDUCATION ADM,CATEGORY 2 SPECIAL EDUCATION ADM,CATEGORY 3 SPECIAL EDUCATION ADM,CATEGORY 4 SPECIAL EDUCATION ADM,CATEGORY 5 SPECIAL EDUCATION ADM,CATEGORY 6 SPECIAL EDUCATION ADM,CATEGORY 1 CAREER TECH FTE,CATEGORY 2 CAREER TECH FTE,CATEGORY 3 CAREER TECH FTE,CATEGORY 4 CAREER TECH FTE,CATEGORY 5 CAREER TECH FTE,CATEGORY 1 LEP ADM,CATEGORY 2 LEP ADM,CATEGORY 3 LEP ADM,K-3 FORMULA ADM,K-3 E-SCHOOL FORMULA ADM,PRESCHOOL AUTISM SCHOLARSHIP ADM,BRICK & MORTAR & STEM SCHOOL ADM,E-SCHOOL FORMULA ADM,NET FORMULA ADM,JON PETERSON SCHOLARSHIP ADM,AUTISM SCHOLARSHIP ADM,EDCHOICE SCHOLARSHIP ADM,ECONOMIC DISADVANTAGED ADM,ECONOMIC DISADVANTAGED RATIO,3 YEAR AVERAGE FEDERAL GROSS INCOME,3 YEAR AVERAGE TOTAL REAL VALUATION,3 YEAR AVERAGE AGRICULTURAL REAL VALUATION,3 YEAR AVERAGE ADJSUTED TOTAL VALUATION,3 YEAR AVERAGE TOTAL VALUATION,EXEMPT PROPERTY VALUATION,POTENTIAL PROPERTY VALUATION,MEDIAN INCOME TY11,STATE SHARE INDEX,ECONIMC DISADVANTAGED INDEX,INCOMING OPEN ENROLLMENT ADM,OUTGOING OPEN ENROLLMENT ADM,RESIDENT COMMUNITY SCHOOL ADM,RESIDENT SPECIAL ED PRESCHOOL CATEGORY 1 ADM,RESIDENT SPECIAL ED PRESCHOOL CATEGORY 2 ADM,RESIDENT SPECIAL ED PRESCHOOL CATEGORY 3 ADM,RESIDENT SPECIAL ED PRESCHOOL CATEGORY 4 ADM,RESIDENT SPECIAL ED PRESCHOOL CATEGORY 5 ADM,RESIDENT SPECIAL ED PRESCHOOL CATEGORY 6 ADM
45229,Bradford Ex Vill SD,Miami,55,2,2320282.35,2029637.44,622090.8,544166,30660.59,26819.96,91451.56,79996.09,1950.55,1706.22,38977.65,34095.2,160410.92,140317.41,356402.71,356402.71,1617.65,1617.65,3623844.78,3214758.68,3025655.24,0,3214758.68,18233.66,96250.87,114484.53,-21952.83,-33145.16,-70612.5,-10988.77,0,-116553.03,-253252.29,3075990.92,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,602.53,602.53,0,73.74,543.53,13,55.13,5.8,1,6.9,2.88,0.23,0.11,0,0,0.36,1,1,0,173.4,2,0,1,11.35,531.43,0,0,0,301.99,0.50120326,55731447,46700340,7933730,47921380,47921380,6409850,54331230,28795,0.743065817,1.161729796,53,59.58,11.39,4,0,0,0,0,0
45237,Bridgeport Ex Vill SD,Belmont,7,2,2906978.2,2906978.2,431506.82,431506.82,40952.64,40952.64,182473.95,182473.95,0,0,47026.6,47026.6,282064.92,282064.92,529945.22,529945.22,25349.32,25349.32,4446297.67,4446297.67,4190806.39,0,4446297.67,40879.9,14329.94,55209.84,-78750.87,53788.24,-85162.14,0,-34254,-23528.37,-167907.14,4333600.37,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,780.56,780.56,0,41.54,747.32,10,81.3,8,0,7,11,6.85,0.5,0,0,0.7,0,0,0,242,2,0,0,15.26,730.06,2,0,0,449.86,0.576329814,102899527,67586637,2526413,72034946,72034946,9910060,81945007,24202,0.677088031,1.536100134,138,131.3,13.41,4,2,0,0,0,1
45245,Harrison Hills City SD,Harrison,34,1,5493762.9,5493762.9,1005315.08,1005315.08,90761.47,90761.47,328747.74,328747.74,0,0,87646.65,87646.65,1385538.75,1385538.75,740213.73,740213.73,59244.92,59244.92,9191231.24,9191231.24,10010834.23,819602.99,10010834.23,150390.23,60018.13,210408.36,-58641.67,-1542180.46,-582748.02,0,0,-133859.09,-2317429.24,7903813.35,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,1919.14,1919.14,0,97.26,1841.33,81.5,135.58,27.3,5,12.6,10.9,19.04,1.87,3.9,1.21,0.87,1,0,0,608.08,6.68,0,51.35,37.19,1765.62,0,0,0,998.81,0.520446658,230812722,211940713,73095867,235627540,235627540,28909560,264537100,30265,0.519335787,1.252650171,58.4,308.82,85.4,19,8,1,0,0,2
45252,Caldwell Ex Vill SD,Noble,61,2,2811029.99,2811029.99,602830.1,602830.1,49327.19,49327.19,80194.91,80194.91,0,0,51352.6,51352.6,415072.87,415072.87,198521.25,198521.25,41864.35,41864.35,4250193.26,4250193.26,4120820.59,0,4250193.26,112391.16,3560.07,115951.23,-432161.71,-279403.65,-158014.44,0,0,-2036.5,-871616.3,3494528.19,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,930.6,930.6,0,72.6,872.52,23,28,0,0,4,6,14.42,0.14,0,0,1.58,0,0,0,319,3,0,0,27,845.52,0,0,0,387.6,0.41650548,98152426,92077197,28889887,106800466,106800466,25765830,132566297,26888,0.560789734,0.802266751,48,98.57,26.65,12,10,0,0,1,0
45260,Carey Ex Vill SD,Wyandot,88,2,3047462.13,2746535.92,682260.92,614890.05,39695.26,35775.49,53640.99,48344.13,699.23,630.18,50882.9,45858.39,123626.51,111418.83,409794.16,409794.16,77571.99,77571.99,4485634.09,4090819.14,3850182.72,0,4090819.14,118907.16,22878.89,141786.05,-446069.15,32964,-106121.29,0,-67900,-340644.36,-927770.8,3304834.39,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,852.58,852.58,0,0,852.58,17,67.9,10,1,9,5,12.62,4.12,5.78,14.31,5.94,0,1,0,242.5,0,0.88,3,13.08,837.25,0,0.88,0,317.92,0.372891693,102604235,86098813,17352000,87836236,87836236,5166380,93002617,30448,0.621534317,0.643047081,52.4,46.1,16.33,6,16,0,0,1,0
45278,Carrollton Ex Vill SD,Carroll,10,2,5813468.29,5813468.29,811340.49,811340.49,92580.35,92580.35,358712.5,358712.5,0,0,110089.25,110089.25,1078693.76,1078693.76,758269.88,758269.88,26938.49,26938.49,9050093.01,9050093.01,10760832.43,1710739.42,10760832.43,379460.28,3200.38,382660.66,-710747.53,-420001.87,-357983.02,0,-17500,-144061.84,-1650294.26,9493198.83,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,2320.92,2320.92,0,76.33,2259.85,41.9,197.83,15.9,1,8,24,7.4,0,0.42,0.07,15.75,0,0,0,661.08,8.98,0,0,61.57,2197.28,0,1,0,1167.83,0.503175465,314999519,292265930,93082163,327704873,327704873,21169690,348874563,32639,0.447781,1.170890459,111.42,176.25,58.7,22,46,1,1,5,1
45286,Chagrin Falls Ex Vill SD,Cuyahoga,18,2,534865.25,534865.25,0,0,40110.3,40110.3,63.1,63.1,1125,1125,92190.1,92190.1,395583.88,395583.88,64876.63,64876.63,3223.7,3223.7,1132037.96,1132037.96,1682071.04,550033.08,1682071.04,44817.58,34314.18,79131.76,-12610.52,114900,-116857.21,0,-77218,29620.38,-62165.35,1699037.45,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,1862.02,1910.52,97,0,1862.02,7.5,151.29,5.4,1,1.5,25.52,5.21,6.33,0,5.32,0,3,14,3,435.8,1,0,0,13.33,1845.17,3,0.52,0,57.67,0.030185499,754377946,485620400,2189140,492004023,492004023,43616820,535620843,60516,0.05,0.004213801,27.5,7.5,14.53,4,7,0,0,0,0
45294,Chesapeake Union Ex Vill SD,Lawrence,44,2,5279751.33,5279751.33,1349170.2,1349170.2,67823.75,67823.75,196248.86,196248.86,0,0,67089.25,67089.25,440924.67,440924.67,691587.66,691587.66,3470.38,3470.38,8096066.1,8096066.1,8249553.31,153487.21,8249553.31,64662.89,34159.61,98822.5,-159263.26,445854.24,-199628.3,0,0,-214578.17,-127615.49,8220760.32,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,1359.45,1359.45,0,97,1281.85,26,112.18,5.72,1,7,13,0.36,0,0,0,2.14,0,0,0,392.2,6,0,5.33,22.89,1254.96,0,0,0,669.44,0.49243444,139343374,103820033,10345683,114985390,114985390,11861930,126847320,29255,0.716945639,1.121435222,200.59,117.35,26.07,2,9,1,0,0,0
45302,Clyde-Green Springs Ex Vill,Sandusky,72,2,7657830.74,6867785.73,1737833.78,1558544.51,95038.23,85233.3,110451.12,99056.07,3545.85,3180.03,102702.75,92107.09,622168.15,557980.15,992542.63,992542.63,15248.88,15248.88,11337362.13,10271678.39,9667462.01,0,10271678.39,156806.87,37942.19,194749.06,-534146.41,233523.73,-404536.17,0,-7196,-6972.91,-719327.76,9747099.69,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,2180,2180,0,81.81,2114.55,77.76,187.82,16.57,0.72,11.5,16,0.29,0.44,0.9,0,13.32,0,5,0,584.74,8.04,0,18.01,37.79,2062.25,1,0,0,757.5,0.347477064,241547382,215153523,20051797,220867990,220867990,24014610,244882600,30419,0.630373244,0.558379725,116.12,72.89,53.63,10,18,0,0,2,0
45310,Coldwater Ex Vill SD,Mercer,54,2,4547631.49,4547631.49,1044860.75,1044860.75,62536.97,62536.97,9256.11,9256.11,7672.04,7672.04,67804.1,67804.1,236240.42,236240.42,312976.01,312976.01,72342.36,72342.36,6361320.25,6361320.25,6910863.19,549542.94,6910863.19,121611.59,7910.63,129522.22,-524182.27,524973.85,-11495.75,0,0,199696.17,188992,7229377.41,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,1276.82,1276.82,0,0,1276.82,12,76.8,5,0,6,2,20.05,0.22,0,0.84,10.2,0,11,0,382.5,0,0,1,2,1274.07,0,0,0,230.1,0.180213343,152557525,128383780,22949310,131931020,131931020,7949130,139880150,34175,0.619962692,0.150193535,103.63,13.5,1.99,20,4,0,0,0,1
45328,Columbiana Ex Vill SD,Columbiana,15,2,2252475.77,1556102.08,69045.83,47699.67,42069.82,29063.55,59057.65,40799.43,1439.41,994.4,57647.25,39825.07,280936.86,194082.63,319730.22,319730.22,0,0,3082402.81,2228297.05,2097220.76,0,2228297.05,71365.98,0,71365.98,-185368.93,81107.91,-80276.15,0,-25108,0,-209645.17,2090017.86,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,1034.29,1034.29,0,16.04,1021.45,19,81.36,5.14,0,13,9.5,0,0,0,0,0,1,2,0,314,0,0,0,14.29,1006.16,1,0,0,374.2,0.361794081,173710441,174695627,7515867,178900293,178900293,14978620,193878913,30121,0.383842432,0.60534125,168,155.05,13.75,5,6,0,0,3,0
45336,Covington Ex Vill SD,Miami,55,2,2558253.34,2312519.86,471781.18,426464.16,32328.77,29223.42,56115.22,50725.06,0,0,48748.65,44066.09,174927.73,158125.02,248457.65,248457.65,0,0,3590612.54,3269581.26,3077252.95,0,3269581.26,48132.7,22845.92,70978.62,-428726.76,121518.58,-82922.67,0,-15651,0,-405781.85,2934778.03,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,835.02,835.02,0,49.11,795.73,8.38,54.39,2,0,8,3,0,0,0,0,0,0,0,0,208.3,1,0,0,14,779.73,2,0,0,320.05,0.383284233,101698871,92635203,13071983,96021136,96021136,5514840,101535977,31602,0.559612988,0.679390176,70,47,13.81,5,3,0,0,0,1
45344,Crestline Ex Vill SD,Crawford,17,2,3192693.06,2193916.12,753644.46,517880.26,44734.64,30740.21,605613.07,416157.85,1085.62,746,46389.3,31877.24,223494.26,153578.07,448825.01,448825.01,2017.08,2017.08,5318496.5,3795737.84,3572459.15,0,3795737.84,71674.13,4269.06,75943.19,-144915.04,-529053.33,-421498.56,0,-84686,-13927.47,-1194080.4,2677600.63,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,817.4,817.4,0,61.92,767.86,27,65.29,9.64,1,8,4,0.48,0,0,0,0.28,1,0,0,255.5,2,0,13,39.31,711.8,7,0,0,699.28,0.855493027,79938614,64123110,4725800,68063440,68063440,5596910,73660350,25547,0.723744191,3.384623005,39.61,129.82,53.2,8,5,0,1,0,0
45351,Crooksville Ex Vill SD,Perry,64,2,4426041.91,3911783.29,1799455.71,1590378.24,50445.43,44584.21,710327.88,627795.39,2634.43,2328.34,55624.95,49161.93,443093.24,391610.56,693108.98,693108.98,4028.13,4028.13,8184760.66,7314779.07,6884497.95,0,7314779.07,70521.14,3032.67,73553.81,-736246.86,449915.2,-244357.35,0,0,-235.34,-530924.35,6857408.53,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,1022.19,1022.19,0,44,986.99,11,108.89,2.8,1,12,9,0.86,0.06,0,0,0.42,0,3,0,276.8,2,0,15.59,15.74,959.55,0,0,0,845.31,0.826959763,72051044,55654163,7757510,73888216,73888216,7930300,81818517,28258,0.780571583,3.162613435,132.4,46.2,29.54,6,1,0,0,1,2
45369,Fairport Harbor Ex Vill SD,Lake,43,2,997898.69,975844.2,73394.51,71772.42,15663.2,15317.03,22.89,22.38,2989.69,2923.62,33040.85,32310.61,0,0,138360.09,138360.09,0,0,1261369.92,1236550.35,1163812.1,0,1236550.35,0,0,0,-3565.32,1111255.35,-121175.28,0,0,-9558,976956.75,2213507.1,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,396.57,396.57,0,5.5,392.17,5,30,3,0,1,6,0,0,0,0,0,0,6,0,111.8,1,0,4,10.97,378.2,0,0,0,17.64,0.044481428,58072591,57321807,0,60557140,60557140,3152400,63709540,27994,0.442916697,0.009150289,203.55,4.8,15.17,0,0,0,0,0,0
45377,Georgetown Ex Vill SD,Brown,8,2,3557317.32,3417167.88,854284.59,820627.9,53794.06,51674.71,261296.6,251002.17,0,0,56468.1,54243.4,293461.66,281900.01,382495.25,382495.25,47329.68,47329.68,5506447.26,5306441,4994297.4,0,5306441,64837.84,3595.72,68433.56,-434296.35,-60987.36,-160897.11,0,-15575,-3484.32,-675240.14,4699634.42,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,1042.45,1042.45,0,43.53,1007.62,23,71.63,6.87,0,8,4.89,11.58,0,0,0,13.62,0,0,0,333.4,3,0,0,25.33,981.4,0,0.89,0,616.12,0.591030745,110392680,104587533,17948927,108810803,108810803,13000170,121810973,27875,0.614519679,1.615464803,85.29,92.41,25.84,5,6,0,0,0,1
45385,Gibsonburg Ex Vill SD,Sandusky,72,2,3533705.45,3533705.45,844500.79,844500.79,46435.12,46435.12,69509.54,69509.54,1179.95,1179.95,55947.05,55947.05,229769.28,229769.28,386468.12,386468.12,22061.66,22061.66,5189576.96,5189576.96,5552026.21,362449.25,5552026.21,49929.03,0,49929.03,-34361.87,153889.96,-103806.8,0,-20000,-1931.34,-6210.05,5595745.19,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,1003.49,1003.49,0,32.6,977.41,23.97,78.9,8,0,2,7,4.4,0,0,0,9.24,0,1,1,284,2,0,1.22,8,967.49,1,0,0,385.2,0.383860327,110516367,97301430,20417550,101875720,101875720,10822370,112698090,32424,0.629308409,0.68143402,66.28,39,9.51,10,1,0,0,0,0
45393,Granville Ex Vill SD,Licking,45,2,4867392.02,4203048.02,0,0,69279.46,59823.6,1091.76,942.75,10583.92,9139.33,121457.65,104880.05,630942.86,544826.29,621733.82,621733.82,6464.45,6464.45,6328945.94,5550858.31,5224337.23,0,5550858.31,59624.06,4337.09,63961.15,-561474.59,-91992,-256492.82,0,-68057,-15925.7,-993942.11,4620877.35,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,2479.47,2495.47,32,22.42,2461.53,36.5,186.67,7.13,3,18.87,25.62,0,0,0,0,13.18,3.5,20,4,541,4.05,0,4,31.15,2423.23,4,0.15,0,179.52,0.071938352,498777768,416725047,20815523,425027203,425027203,112590570,537617773,60193,0.344192307,0.023933065,0,16,31.78,5,5,0,0,1,1
45401,Greenfield Ex Vill SD,Highland,36,2,8579110.52,7670083.04,3124968.29,2793852.14,114159.81,102063.64,490402.39,438440.21,0,0,99467.5,88928.1,1099859.17,983320.02,913957.35,913957.35,128234.08,128234.08,14550159.11,13118878.58,12347179.84,0,13118878.58,85689.5,4295.05,89984.55,-13184.08,-157113.84,-418911.77,0,0,-49126.08,-638335.77,12570527.36,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,2079.99,2079.99,0,25.61,2059.5,45,137.62,21.19,2,13,9.6,31.63,0,0,0,13.68,0,0,0,654.98,8.68,0,0,63.12,1996.38,0,0,0,1208.26,0.580897024,165258779,164301433,40679147,172656990,172656990,14479580,187136570,25895,0.725087525,1.560542702,94.8,121.92,63.31,3,11,0,0,0,1
45419,Hicksville Ex Vill SD,Defiance,20,2,3492908.87,2903700.93,899366.65,747655.29,44854.54,37288.17,110473.3,91837.9,2300.41,1912.36,52190,43386.23,222862.62,185268.62,519865.18,519865.18,14812.45,14812.45,5359634.02,4545727.13,4278331.41,0,4545727.13,43759.05,13949.3,57708.35,-226044.62,210314.5,-125359.49,0,-17500,-53366.02,-211955.63,4391479.85,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,922.13,922.13,0,37.66,892,27,105.47,10,0,2,8,0.53,0,0,0,13.4,0,3,0,270,8,0,0,24.03,867.97,0,0,0,426.1,0.462082353,95763292,80134787,16223653,84294936,84294936,8412350,92707287,29191,0.681604372,0.987452287,68,29.8,20.37,5,4,0,0,0,0
45427,Hubbard Ex Vill SD,Trumbull,78,2,6007910.89,6007910.89,651537.04,651537.04,76304.45,76304.45,164194.16,164194.16,652.84,652.84,87820.45,87820.45,551545.16,551545.16,668739.49,668739.49,11091.38,11091.38,8219795.86,8219795.86,8394241.18,174445.32,8394241.18,19755.16,22953.95,42709.11,-586016.71,965302.62,-284967.27,0,-53954,-16166.29,24198.35,8461148.64,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,1857.36,1857.36,0,69.08,1802.09,34,130.9,14.8,2.4,9,11.81,0.33,0,9.28,0,0.05,0,1,0,487.3,6,0,11,34.25,1757.28,0.5,1.81,0,775.79,0.41768424,286132384,200497867,9512787,206153873,206153873,20036600,226190473,29198,0.580305882,0.806814197,198.6,25.6,38.08,1,3,0,0,0,0
45435,Indian Hill Ex Vill SD,Hamilton,31,2,532667.78,353151.16,0,0,44556.75,29540.49,282.02,186.98,651,431.6,91781.85,60850.06,775158.5,513919.05,53469.32,53469.32,127.57,127.57,1498694.79,1011676.23,952165.86,0,1011676.23,37836.74,36444.03,74280.77,-12685.47,-41496,-143229.37,0,-103060,-6.07,-300476.91,785480.09,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,1910.38,1910.38,0,70.01,1854.37,33.58,84.51,8,1,20.3,11.27,0,0.54,0,0,0,1,7,4.86,483,0,0,1,10.9,1833.72,9,0,0,95.54,0.050010993,1681361311,1216720820,19400057,1227223816,1227223816,132838120,1360061937,67139,0.05,0.011566669,0,6.8,11.97,3,3,0,0,2,1
45443,Leetonia Ex Vill SD,Columbiana,15,2,2980955.3,2980955.3,766576.9,766576.9,37134.99,37134.99,144795.92,144795.92,0,0,47469.5,47469.5,236678.67,236678.67,611188,611188,10728.81,10728.81,4835528.09,4835528.09,4657858.85,0,4835528.09,52166.03,2008.24,54174.27,-648483.94,-166151.88,-100873.87,0,-70000,-1552.24,-987061.93,3902640.43,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,778.76,778.76,0,21.07,761.9,23,70.5,8,1,14.5,11,0,0,2.93,0,7.2,0,0,0,219.4,2.4,0,0,13.56,748.34,0,0,0,416.15,0.534375161,83315208,65015157,11091910,71275183,71275183,7171440,78446623,28822,0.681031904,1.320595703,94.6,124,13.15,2,4,0,0,1,1
45450,Lisbon Ex Vill SD,Columbiana,15,2,2946270.52,2946270.52,575183.57,575183.57,36652.01,36652.01,236182.73,236182.73,0,0,48822.2,48822.2,168687.17,168687.17,421637.61,421637.61,482.19,482.19,4433918,4433918,4942781.96,508863.96,4942781.96,107064.01,40750.75,147814.76,-6030.51,533278.38,-180552.58,0,-4779,14873.68,356789.97,5447386.69,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,832.03,832.03,0,26.98,810.44,24,68,14,0,9.5,3.5,0.12,0,0.05,0,0.05,0,0,0,230.05,8.05,0,0.12,29.31,780.54,0.5,0,0,514.95,0.618907972,104182170,77032977,9827207,83908453,83908453,17215050,101123503,28290,0.632793078,1.771452483,162.5,69,28.63,4,10,1,0,2,1
45468,Loudonville-Perrysville Ex V,Ashland,3,2,3207873.28,2897448.16,612666.18,553378.62,45422.96,41027.39,123531.68,111577.55,1796,1622.2,62069.35,56062.92,334767.04,302371.71,567536.28,567536.28,28864.36,28864.36,4984527.13,4559889.19,4291660.41,0,4559889.19,142938.93,11829.27,154768.2,-7577.31,-13869.92,-284190.21,0,-17500,-10832.3,-333969.74,4380687.65,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,1198.67,1198.67,0,41,1165.87,26,117.63,23.8,1,12,11,10.83,0,2.67,0,0.97,1,2,0,317.7,6.3,0,11.75,32.42,1124.63,0,0,0,529.49,0.441731252,133387433,145744253,33244683,165971013,165971013,19246230,185217243,27559,0.478935516,0.902388613,68.38,69,41.29,17,10,0,0,0,2
45476,Marysville Ex Vill SD,Union,80,2,14314319.82,10450017.95,2231740.45,1629258.53,206476.74,150736.16,95722.54,69881.23,20050.58,14637.72,252233.05,184140.07,1359526.11,992507.67,2607576.97,2607576.97,91275.58,91275.58,21178921.84,16190031.88,15237677.07,0,16190031.88,427868.51,112987.36,540855.87,-179948.46,-905737.5,-899939.92,0,-170091,-408870.08,-2564586.96,14166300.79,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,5237.75,5271.25,67,98.92,5158.61,166.83,493.43,71.9,10.69,47.8,69.07,27.9,0.22,0,0,34.48,6,26.9,3,1430.2,19.6,0,1,111.38,5040.63,2,3.85,0,1308.08,0.248153664,702162934,654982737,59577697,692084620,692084620,68183500,760268120,41475,0.483000953,0.284786067,0,154.2,123.08,12,47,0,7,7,4
45484,Mechanicsburg Ex Vill SD,Champaign,11,2,2939901.91,2774987.36,667728.45,630272.05,38319.18,36169.66,33090.2,31234,0,0,50037.9,47231.01,323558.25,305408.17,454226.73,454226.73,40210.49,40210.49,4547073.11,4319739.47,4065637.14,0,4319739.47,72166.72,67053.36,139220.08,-597969.68,327164.8,-165953.99,-10750.73,-25108,-1853.96,-474471.56,3984487.99,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,840.94,840.94,0,11.7,831.58,18,71.4,6,1,8,9.8,13,0,0.25,0,0.14,0,0,0,235.2,0,0,6.49,15.66,810.05,1,0,0,267.29,0.317846695,97272285,84153543,19121987,87638436,87638436,9243210,96881647,34054,0.615373473,0.467210671,97.44,40,22.84,2,10,0,0,0,1
45492,Mentor Ex Vill SD,Lake,43,2,9794792.87,9794792.87,0,0,236158.44,236158.44,265587.8,265587.8,32033.37,32033.37,384516.8,384516.8,2800589.31,2800589.31,1343623.65,1343623.65,104882.66,104882.66,14962184.9,14962184.9,14781402.15,0,14962184.9,268873.55,398947.47,667821.02,-51365.28,-116381,-1089435.51,0,-371037.27,213029.14,-1415189.92,14214816,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,7861.36,7861.36,0,0,7861.36,43.85,579.11,77.46,4,45,99.09,49.59,28.02,12.6,49.4,0.46,18,93.6,20.56,2103.05,15.12,0.8,14,142.48,7700.2,6.73,2.25,0,2391.88,0.304257787,1749187922,1724379223,5369553,1772954063,1772954063,80312620,1853266683,38300,0.216851957,0.428115309,0,18.8,148.84,10,34,3,0,5,5
45500,Milford Ex Vill SD,Clermont,13,2,15911412.41,12511367.61,390743.59,307247.18,251458.36,197725.25,140550.25,110516.64,35434.59,27862.71,304399.95,239353.97,2100312.88,1651505.59,2085986.22,2085986.22,748.58,748.58,21221046.83,17132313.75,16124530.6,0,17132313.75,379653.91,197627.95,577281.86,-39876.46,236177.1,-751888.5,0,-390532,-45112.31,-991232.17,16718363.44,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,6417.31,6417.31,0,279.14,6193.99,63.5,465.12,44.56,6.56,34,71.56,0,0.27,0,0,0.28,11.5,42,19.7,1783.36,10.94,2.24,10,88.96,6077.97,15.5,6.3,0,1681.45,0.262017886,1219464150,883109487,2384673,907538643,907538643,52909270,960447913,42853,0.446983168,0.317496711,111.94,64,97.77,22,45,3,2,2,2
45518,Milton-Union Ex Vill SD,Miami,55,2,4127384.13,4127384.13,611476.32,611476.32,60213.27,60213.27,135963.62,135963.62,0,0,72218.65,72218.65,444510.66,444510.66,480860.35,480860.35,611.15,611.15,5933238.15,5933238.15,5625470.34,0,5933238.15,80208.25,18644.27,98852.52,-588210.97,526711.25,-249006.88,0,-25716,-60.31,-336282.91,5695807.76,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,1465.97,1465.97,0,57.8,1419.73,38,131.15,2.8,0,6,11,0.12,0,0.06,0,0.35,0,0,0,406.5,3,0.6,1.13,37.28,1379.6,2,0.6,0,623.41,0.425254269,199688162,175776550,15928180,183818250,183818250,17985910,201804160,31425,0.505819533,0.836324305,152.5,52.81,35.42,8,5,0,0,0,2
